material_id,Name,Coeff_C,unscaled_Coeff_C
mp-1253488,AlAgO3,1.2666738628949474,0.03372919324290257
mp-1343733,AlAgO3,1.2488178834069572,0.033055650297258536
mp-1343327,AlAgO3,1.1739576808798802,0.030231858896987852
mp-1418444,AlAgO3,0.9478604601541747,0.02170327674040845
mp-1183159,AlAuO3,0.9734208815175975,0.022667437878059957
mp-1376082,AlBiO3,0.6540209899872025,0.010619398512621512
mp-23080,AlBiO3,0.8708014088541063,0.018796542868088982
mp-551918,AlBiO3,0.878909045689511,0.019102369921710063
mp-1413511,AlBiO3,0.1847898067683218,-0.0070804063928361525
mp-1344602,AlBiO3,0.6640765904096497,0.010998704432708948
mp-1392353,AlBiO3,0.30545747003367296,-0.0025287180682392347
mp-775763,AlBiO3,0.6704357667130694,0.011238578047155908
mp-8110,AlBO3,1.3698089891333325,0.037619539150428594
mp-1435808,AlCoO3,1.0058342007538386,0.023890096233551573
mp-1386773,AlCoO3,1.0600798760501107,0.02593628988829201
mp-1348445,AlCoO3,1.0629964778444787,0.026046306623311817
mp-1378752,AlCoO3,1.3267600911308932,0.035995697591538214
mp-1404938,AlCoO3,1.6378622527311677,0.04773073942788277
mp-1248478,AlCoO3,1.0492991914408094,0.025529633167349207
mp-776216,AlCoO3,1.374410268331701,0.03779310337002709
mp-1178576,AlCoO3,1.4206262372361493,0.0395364095746871
mp-756947,AlCoO3,1.0891406177022986,0.027032486125982587
mp-754022,AlCoO3,1.371807922072037,0.03769494062479663
mp-1385937,AlCrO3,1.018021890924956,0.024349826417716082
mp-1345463,AlCrO3,1.2140957317276957,0.03174590079083249
mp-1383064,AlCrO3,0.9685180862785501,0.02248250021337353
mp-1251690,AlCrO3,1.0866184465998003,0.026937347656825095
mp-776172,AlCuO3,1.4376441762663603,0.0401783409115207
mp-1504314,AlCuO3,1.2633119731820557,0.033602379863570765
mp-1347317,AlCuO3,1.4436876519491193,0.04040630602628975
mp-1412082,AlCuO3,1.311925995728302,0.03543614271972925
mp-1253258,AlCuO3,1.3206258470539751,0.03576430861466098
mp-1178579,AlCuO3,1.6292466193355608,0.047405750305904375
mp-1178577,AlFeO3,1.3834181881076688,0.03813288987258839
mp-1254277,AlFeO3,1.1883881701290875,0.030776189396613092
mp-1259818,AlFeO3,1.1884020850714592,0.030776714280239877
mp-776154,AlFeO3,1.3001923175710317,0.03499353826027619
mp-1421498,AlFeO3,0.9702269225278997,0.022546958990433866
mp-1398131,AlFeO3,0.9965450795303923,0.023539702569877585
mp-21216,AlFeO3,0.844912295845063,0.017819983198094365
mp-1264966,AlFeO3,1.1937633285310199,0.030978945007179057
mp-756686,AlGaO3,1.376406730103156,0.037868411629835286
mp-772187,AlGaO3,0.9395764647790656,0.02139079729057456
mp-772898,AlGaO3,0.950610285451944,0.02180700252214514
mp-1178550,AlInO3,1.2638500067224072,0.03362267495272381
mp-1183160,AlInO3,1.2825669251821523,0.03432869325887358
mp-754157,AlInO3,1.0572489279758202,0.02582950408546303
mp-504482,AlInS3,0.18415316911551827,-0.0071044209141490604
mp-862787,AlInSe3,-0.5693947131244954,-0.0355288969071426
mp-1183133,AlIrO3,0.9714782410757721,0.022594159805221982
mp-1246835,AlMoN3,0.9810878124731062,0.022956641125817717
mp-1433892,AlMoO3,0.685448334730097,0.011804865059899803
mp-1389151,AlMoO3,0.7917169519894856,0.015813408951123965
mp-1248370,AlMoO3,0.9611991231497541,0.022206422612133847
mp-1373731,AlMoO3,0.9633976272543237,0.02228935208299252
mp-1416557,AlNiO3,0.9907911012537056,0.02332265754693398
mp-1400395,AlNiO3,1.0503508994269168,0.02556930449959937
mp-1333178,AlNiO3,1.0074294616829889,0.02395027085158434
mp-1376903,AlNiO3,1.2149345956161142,0.031777543460156786
mp-1183176,AlNiO3,1.2395429823029644,0.03270579302875405
mp-1183154,AlPbO3,0.8521818694853778,0.01809419778523405
mp-776116,AlPdO3,0.8694584430916166,0.01874588504132709
mp-1178574,AlPdO3,0.8927447469897061,0.01962426450694143
mp-1178547,AlRhO3,0.9681695835970459,0.02246935439167145
mp-1371447,AlSbO3,0.8093553252114702,0.016478743600746235
mp-1374707,AlSbO3,0.7501019456116751,0.014243655020931662
mp-1261047,AlSbO3,0.7531697045816372,0.014359373534975876
mp-1183134,AlSbO3,1.0124027266188023,0.024137866694007262
mp-1384267,AlSbO3,0.5043811610736384,0.004974855113593692
mp-1421511,AlSbO3,0.5030698063416139,0.004925389682162945
mp-1079481,AlSBr3,-0.8095403435006574,-0.044587397191369206
mp-1183132,AlSiO3,1.1380204129683307,0.028876274158339148
mp-1406914,AlSnO3,0.6944338206694738,0.012143805338797496
mp-1248301,AlSnO3,0.9154839887978596,0.020482008318725993
mp-1340379,AlSnO3,0.8814845150022279,0.019199518845322457
mp-1426094,AlSnO3,0.6301151078095586,0.009717648019965575
mp-768539,AlTlO3,1.0700456012787072,0.02631220563855722
mp-765647,AlVO3,0.9105213843257047,0.02029481459818607
mp-1395974,AlVO3,0.8876371958900222,0.01943160327460622
mp-1248251,AlVO3,1.1169416971898158,0.028081166820463715
mp-1178549,AlVO3,1.3195735446675485,0.03572461486111816
mp-802021,AlVO3,0.9039929607878321,0.020048556832093313
mp-1183128,AlVO3,1.2814868622552922,0.03428795235380435
mp-1384488,AlVO3,0.9263247385341629,0.020890930748060692
mp-756082,AlVO3,1.260716843070611,0.033504489317674496
mp-1246403,AlWN3,0.7625885706225972,0.014714661285061032
mp-1417649,AlWO3,0.5030577582246565,0.004924935216800768
mp-1400236,AlWO3,0.6072530389396888,0.008855271065484538
mp-1251647,AlWO3,0.8121955189344021,0.016585878157415607
mp-1046804,AlWO3,0.872345886785638,0.01885480190765529
mp-755240,AsAuO3,0.3255611881216396,-0.0017703884841089625
mp-27274,AsCF3,-0.4794877302723535,-0.032137527976363475
mp-1183283,BaAlO3,1.2146058075603605,0.0317651412911403
mp-1183287,BaAuO3,0.3405734219940655,-0.0012041140755876187
mp-1183282,BaBeO3,1.15137811679881,0.02938013826677817
mp-545783,BaBiO3,-0.09596142565794707,-0.017670585005483415
mp-644369,BaBiO3,0.2516834570419064,-0.004557120214082631
mp-1227955,BaBiO3,0.004121171471183516,-0.013895383128521179
mp-23438,BaBiO3,-0.08932546451785583,-0.01742027082829237
mp-559051,BaBiO3,0.05795615946425414,-0.011864680953042519
mp-22942,BaBiO3,0.10760264845708889,-0.009991972572098821
mp-23482,BaBiO3,0.10246951700685258,-0.010185598717317883
mp-1182285,BaBiO3,0.09840989968569147,-0.010338730983767981
mp-27365,BaBiSe3,-1.8270888236041287,-0.0829702034152155
mp-1214407,BaBO3,1.0214937522409286,0.02448078802075783
mp-1183285,BaCaO3,0.5107143224112178,0.005213747421093326
mp-1183292,BaCdO3,0.3140424381517164,-0.002204885666976887
mp-4900,BaCeO3,0.3574070003262477,-0.0005691369832800507
mp-3316,BaCeO3,0.3778107400025874,0.00020050967390832647
mp-3187,BaCeO3,0.3563444334465089,-0.0006092179223629174
mp-5663,BaCeO3,0.21559623514747273,-0.0059183613462890725
mp-1080782,BaClO3,0.03644400945279358,-0.012676137803987096
mp-1182237,BaClO3,-0.1843670431535429,-0.02100532114020584
mp-1182337,BaClO3,0.04388915465864329,-0.012395300505978977
mp-2626703,BaCO3,0.4712665393299176,0.003725743022702498
mp-675324,BaCO3,0.3007019944334388,-0.0027080987090981907
mp-674478,BaCO3,0.16653673112443812,-0.007768928147944227
mp-762225,BaCO3,0.32782486870172534,-0.0016850005003843146
mp-1227982,BaCO3,0.5216373511929646,0.005625773486981263
mp-4559,BaCO3,0.6258445352817716,0.009556558341189523
mp-5504,BaCO3,0.21587586229634326,-0.00590781356907758
mp-676020,BaCO3,0.3704806582377955,-7.598733187005706e-05
mp-2506699,BaCO3,0.3395565340154576,-0.0012424719671254216
mp-34195,BaCO3,0.4425151097657931,0.0026412143037306633
mp-545643,BaCO3,0.4285660816279915,0.0021150449324494284
mp-18965,BaCoO3,0.7796117819897859,0.0153567914989924
mp-1283250,BaCoO3,0.6461291652742602,0.01032171207838044
mp-1076782,BaCoO3,0.8709850911774311,0.018803471523736133
mp-557081,BaCrO3,0.8258115385785345,0.01709948616112239
mp-540926,BaCrO3,0.8020515549517313,0.016203239087630016
mp-19271,BaCrO3,0.9266600720840188,0.020903579818759677
mp-1076800,BaCuO3,1.0749688206586256,0.02649791371945149
mp-1183286,BaDyO3,0.18164436343187162,-0.007199055228180861
mp-1183291,BaErO3,0.19636891914871057,-0.006643632287787704
mp-1183310,BaEuO3,0.15309504780918815,-0.0082759600349744
mp-19035,BaFeO3,0.853429266933631,0.018141250692762893
mp-705845,BaFeO3,0.49977359610079475,0.004801053789161016
mp-1192651,BaFeO3,0.7445840593151161,0.014035515591088963
mp-676865,BaGeO3,0.22006964936258555,-0.005749620304132324
mp-1016823,BaGeO3,0.7411151693092961,0.013904666068428691
mp-13863,BaGeO3,0.36071162395489864,-0.0004444837300332325
mp-1195469,BaGeS3,-0.8107857962455682,-0.04463437674301082
mp-998552,BaHfO3,0.42555790488222556,0.0020015739112868077
mp-1383356,BaHfS3,-0.8559817106814762,-0.04633920561340193
mp-998419,BaHfS3,-0.7144943523532561,-0.041002180435708434
mp-998361,BaHfS3,-0.33421017868505487,-0.026657533440198385
mp-998352,BaHfS3,-0.8441685839902675,-0.04589360428673069
mp-1105549,BaHfS3,-0.6934886443335699,-0.04020982701345938
mp-1183288,BaInO3,0.5221859671236757,0.005646467753025136
mp-1227991,BaInO3,0.5972683593482202,0.00847864034030517
mp-5660,BaIrO3,0.4644485336997377,0.00346856197034647
mp-542897,BaIrO3,0.3999165360943948,0.0010343593669759465
mp-4307,BaIrO3,0.490344018389294,0.004445361985625099
mp-10250,BaLiF3,0.49105986426417303,0.004472364309385466
mp-23818,BaLiH3,0.03064174966003641,-0.012895004047355833
mp-632808,BaLiH3,0.02948597342373427,-0.012938600923753898
mp-1183284,BaLiO3,0.9246090161721554,0.020826212220892183
mp-1016852,BaMnO3,0.8330246228244391,0.017371569919587326
mp-19156,BaMnO3,0.7050680084185501,0.012544936071830768
mp-19267,BaMnO3,0.4498204416132694,0.0029167777212830755
mp-18840,BaMnO3,0.8053900183440987,0.01632916880594832
mp-557535,BaMnO3,0.7148411217982016,0.012913586337041422
mp-675227,BaMnO3,0.7282441156395976,0.01341915882375124
mp-35078,BaMnO3,0.9076383607037997,0.020186064460790062
mp-1205336,BaMnO3,0.7162448215931931,0.012966535103887534
mp-757501,BaMnO3,0.8033108360878032,0.016250740258112115
mp-19322,BaMoO3,0.6542478988101266,0.010627957709112958
mp-3020,BaNbO3,0.5616312006809494,0.007134375981170922
mp-35143,BaNbS3,-0.8289678269471779,-0.045320218621625726
mp-754307,BaNdO3,0.2662656115854247,-0.004007068768756776
mp-755877,BaNdO3,0.09136001942783878,-0.010604658547053185
mp-1096852,BaNiCl3,-1.023300456645586,-0.05265061301023116
mp-19138,BaNiO3,0.7172272216355964,0.013003592080728604
mp-19241,BaNiO3,0.721911678739616,0.013180293842662566
mp-1120765,BaNiO3,0.7614384854083482,0.014671279078922865
mp-8558,BaNpO3,0.045925463911544284,-0.012318489164805359
mp-781625,BaOsO3,0.45490262744635857,0.003108482153886821
mp-8557,BaPaO3,0.016207697931520215,-0.013439468926772953
mp-22230,BaPbO3,0.3217483727740955,-0.0019142111672672234
mp-21280,BaPbO3,0.22330181978077235,-0.005627700048469323
mp-20461,BaPbO3,0.32419229614555434,-0.0018220242700069614
mp-561598,BaPbO3,0.2737325166010578,-0.003725410671957528
mp-20991,BaPbO3,0.30872727040792824,-0.0024053783781804988
mp-1178510,BaPdO3,0.5994225352268359,0.008559897712251302
mp-6910,BaPrO3,0.29790464140154427,-0.002813617277954957
mp-4783,BaPrO3,0.10348567257580044,-0.0101472684529041
mp-6909,BaPrO3,0.3458950280504496,-0.001003378505680358
mp-22705,BaPrO3,0.31152009392735636,-0.0023000306664403072
mp-11006,BaPS3,-0.6334327774970347,-0.03794446792299379
mp-11008,BaPSe3,-1.453765699792143,-0.06888813322363177
mp-1183290,BaPtO3,0.25347160799924495,-0.004489669617834351
mp-1214788,BaPtO3,0.25388531770954614,-0.004474064130770188
mp-7143,BaPuO3,0.17996572593813198,-0.00726237488213557
mp-505025,BaPuO3,0.27376235230440216,-0.003724285243496467
mp-989637,BaReN3,0.21452533211396485,-0.005958756732281375
mp-1183298,BaReO3,0.5705000867476997,0.007468918012315062
mp-1016850,BaRhO3,0.6809999498174761,0.011637068144618826
mp-7685,BaRhO3,0.6024441508272389,0.008673875658600774
mp-1017591,BaRuO3,0.6739035593785161,0.011369386177190936
mp-3598,BaRuO3,0.727757363498597,0.013400798113207829
mp-5773,BaRuO3,0.6116783119196612,0.009022196178733814
mp-3597,BaRuO3,0.5907075434519697,0.008231160706518576
mp-1183289,BaScO3,0.6120816257970887,0.009037409526016406
mp-6989,BaSeO3,0.17079827411390625,-0.007608179071140817
mp-7339,BaSiO3,0.6165938835760585,0.009207615780901313
mp-12958,BaSiO3,0.9144144096360378,0.020441662870315423
mp-776076,BaSiO3,0.4233015600431713,0.0019164626380403591
mp-1016821,BaSiO3,0.9995328240526646,0.023652402869948866
mp-18407,BaSiO3,0.8645319670329741,0.01856005411570273
mp-776084,BaSiO3,0.41468301187006773,0.001591363568141024
mp-3163,BaSnO3,0.4861557655741535,0.004287377477404255
mp-1178513,BaSnO3,0.4656518719114615,0.0035139529254758477
mp-1183370,BaSnS3,-0.7402710185615433,-0.04197449851540214
mp-768307,BaSO3,0.2668726662230938,-0.003984170144287728
mp-754678,BaTaO3,0.4976923032212994,0.004722545626797471
mp-4001,BaTaS3,-0.9335834793329809,-0.04926641125226797
mp-1078588,BaTaSe3,-1.6377328671022724,-0.07582753343156738
mp-548824,BaTbO3,0.34437336923946305,-0.001060776788340035
mp-20129,BaTbO3,0.30128496148938666,-0.0026861086889852833
mp-5735,BaTbO3,0.3726059337436709,4.1798930920464855e-06
mp-2929,BaTbO3,0.2252407916678294,-0.005554560356681048
mp-2939,BaTbO3,0.3337644184440478,-0.0014609555617163521
mp-1182811,BaTbO3,0.39515406756680704,0.0008547149468663712
mp-555174,BaTcO3,0.5772010941426515,0.007721685790336651
mp-1189614,BaThO3,0.05575345618569827,-0.011947768820365405
mp-8037,BaThO3,-0.17735403516036286,-0.020740784430543474
mp-558125,BaTiO3,0.8507862586499755,0.01804155414091973
mp-5933,BaTiO3,0.7685794754416975,0.014940643381514707
mp-1076932,BaTiO3,-0.17187238541987426,-0.020534011874846887
mp-2998,BaTiO3,0.8535804928009156,0.01814695506289711
mp-5020,BaTiO3,0.8920012087135092,0.019596217601920866
mp-19990,BaTiO3,0.8821379621537062,0.019224167435422226
mp-5986,BaTiO3,0.8688246959661683,0.018721979553198875
mp-995191,BaTiO3,0.8902559866638171,0.019530386321091768
mp-644497,BaTiO3,0.7345756291084626,0.013657988972221815
mp-5777,BaTiO3,0.8860915492318213,0.019373300149662008
mp-504715,BaTiO3,0.6192595634224745,0.009308167523644216
mp-7073,BaTiS3,-0.5696749498474105,-0.03553946767801276
mp-1079893,BaTiSe3,-1.3129861496317403,-0.06357780718045639
mp-1183393,BaTlO3,0.28400397460364957,-0.003337962417787107
mp-1183394,BaTmO3,0.2200910090368211,-0.005748814598799144
mp-1183212,BAuO3,0.9658051285900342,0.022380165109653252
mp-35730,BaUO3,0.1701738153393535,-0.007631734194662795
mp-3601,BaUS3,-0.897741839114758,-0.0479144336726828
mp-19150,BaVO3,0.8121586458148045,0.01658448727154426
mp-1017465,BaVO3,0.851203951215723,0.018057309864726222
mp-555857,BaVS3,-0.5021936975119843,-0.032994016642726706
mp-3451,BaVS3,-0.4915524116262304,-0.03259261816185638
mp-4227,BaVS3,-0.577428471195276,-0.03583193719004753
mp-542818,BaVS3,-0.5412912149942031,-0.03446880872064406
mp-27363,BaVSe3,-1.3271262103560275,-0.06411118246565022
mp-676597,BaVSe3,-1.2043003443397993,-0.05947808487201261
mp-989622,BaWN3,0.39708577204788753,0.0009275805058336535
mp-989636,BaWN3,0.48914437594351057,0.004400110437974296
mp-1183395,BaWO3,0.5015637456982063,0.004868579775836516
mp-1183406,BaYbO3,0.2487273622568864,-0.004668626658769383
mp-1183405,BaZnO3,0.7034671449339385,0.012484550120574244
mp-1019544,BaZrO3,0.4502798193491344,0.002934105845656532
mp-3834,BaZrO3,0.44954745300390186,0.0029064803555068474
mp-540771,BaZrS3,-0.6313780763981072,-0.03786696282552655
mp-1079300,BaZrSe3,-1.5781544984555467,-0.07358018598462548
mp-998427,BaZrSe3,-1.515540688828935,-0.07121833908609672
mp-998350,BaZrSe3,-1.5550143340866498,-0.07270731902808597
mp-1183417,BeAgO3,1.5451357652767683,0.04423301635190883
mp-1183414,BeAuO3,1.1440494826958343,0.029103695868051983
mp-1183403,BeBiO3,0.9421819460201846,0.021489078290009164
mp-1183422,BeBO3,1.3478742848407137,0.03679214318757939
mp-1183418,BeCdO3,1.089829639096365,0.02705847660719273
mp-1183426,BeCuO3,1.6804182933195762,0.04933598998006573
mp-984722,BeGaO3,1.4960234733953826,0.04238045834671135
mp-1183415,BeGeO3,1.3209609722623554,0.03577694982653983
mp-1183436,BeInO3,1.3612948817000188,0.03729837967530593
mp-1183431,BeOsO3,1.1626795142435071,0.029806436724945366
mp-1183499,BePbO3,1.1323945345866377,0.028664061173910647
mp-1183447,BePdO3,1.305668002231073,0.03520008580799389
mp-1183451,BePtO3,1.0353507247821767,0.025003484975546456
mp-1183476,BeReO3,1.2391189997012475,0.03268980003936613
mp-1183443,BeSbO3,1.1396714833817896,0.028938553958251262
mp-1183445,BeSiO3,1.2306365833466089,0.03236983597906213
mp-1183449,BeVO3,1.4295182522806158,0.039871824050817586
mp-984552,BeZnO3,1.3493425036965618,0.03684752566904355
mp-31250,BiBO3,0.381036492059593,0.0003221878234522472
mp-1178485,BiCO3,-0.2308802486692798,-0.02275983936618651
mp-1183479,BiMoO3,0.20298368217243024,-0.006394117721827881
mp-1183469,BiPtO3,-0.17210842754673195,-0.020542915587439453
mp-573119,BiRhO3,0.43297582622579966,0.0022813843017314827
mp-1183221,BIrO3,0.9647277397623952,0.022339525073912847
mp-755382,BiSbO3,0.2567208002345751,-0.004367107284548746
mp-1227486,BiSbS3,-1.0700640253112397,-0.054414575150144924
mp-1227508,BiSbSe3,-1.8414569986099991,-0.083512183367841
mp-1246423,BMoN3,0.8027256931469537,0.016228668161744196
mp-984553,BOsO3,0.9638618959613154,0.022306864699014953
mp-984554,BPbO3,0.8532060122919916,0.018132829335140946
mp-1183242,BPdO3,1.0893703216861468,0.02704115075835469
mp-1183277,BPtO3,0.8009473933996105,0.016161589161632815
mp-755829,BSbO3,0.6644580417085422,0.01101309310467447
mp-753806,BSbO3,0.9738607102631818,0.022684028597660576
mp-1183211,BSbO3,0.9540003803890045,0.021934879826857344
mp-984632,CaBeO3,1.4571166983915305,0.04091286123957815
mp-1378965,CaBiO3,0.5937976094418786,0.00834772066059321
mp-755893,CaBiO3,0.6094738010802416,0.008939040128656274
mp-1178493,CaBiO3,0.48854324590320175,0.004377435294427167
mp-867749,CaBiO3,0.6170368595012974,0.0092243252148327
mp-1189809,CaBO3,0.8469373917082521,0.017896371560537402
mp-1084760,CaBO3,1.2065201072161358,0.031460141700885
mp-984628,CaBO3,1.3329003180480754,0.036227312246309935
mp-756365,CaCeO3,0.8320183263752483,0.017333611549673486
mp-1079918,CaCO3,0.958562675889084,0.022106973547736053
mp-641635,CaCO3,0.5072307683309418,0.005082344756897979
mp-553939,CaCO3,0.5848574464404237,0.008010490002001344
mp-556235,CaCO3,0.6434024236788218,0.010218857033803526
mp-4626,CaCO3,0.7691286976972265,0.014961360518653618
mp-560265,CaCO3,0.4123169702472751,0.0015021144376072444
mp-1197230,CaCO3,0.5434946556296154,0.006450249860512158
mp-3205,CaCO3,0.8495883785057003,0.017996369068801657
mp-1194399,CaCO3,0.44951373769913516,0.002905208585134286
mp-1197939,CaCO3,0.42199714851216186,0.0018672591101398534
mp-561412,CaCO3,0.8041332788050681,0.016281763506698542
mp-1188902,CaCO3,0.864874228753024,0.018572964522956426
mp-548403,CaCO3,1.0386397012093198,0.025127548002857936
mp-3953,CaCO3,0.756871029912304,0.014498990718546287
mp-2717324,CaCO3,0.7992054964683462,0.01609588330713846
mp-696740,CaCO3,1.085952229943473,0.026912217389989737
mp-1099934,CaCoO3,1.1329295533270738,0.02868424254221085
mp-1368304,CaCoO3,1.2290704345376753,0.032310759495310815
mp-1399298,CaCoO3,1.1684888091187418,0.03002556833769235
mp-20772,CaCrO3,1.2487194873007752,0.03305193871127456
mp-1099873,CaCuO3,1.3445273445059343,0.03666589371168262
mp-19115,CaFeO3,1.230966671952956,0.03238228720596861
mp-1272846,CaFeO3,1.198606941657033,0.031161650271521978
mp-1278982,CaFeO3,1.135212256218324,0.028770348063917844
mp-1001571,CaFeO3,1.0899022878926985,0.027061216982444215
mp-554549,CaGeO3,0.4713843157701376,0.0037301856516003765
mp-1016884,CaGeO3,1.0143591544826904,0.024211664840296
mp-776074,CaGeO3,0.6809217264010385,0.011634117489889349
mp-776086,CaGeO3,0.7422705959593259,0.013948249758131073
mp-17761,CaGeO3,0.6821840008029767,0.011681731568941372
mp-8130,CaGeO3,1.122210773458903,0.02827992092149139
mp-1207169,CaPdH3,0.03091784335817227,-0.01288458955495337
mp-754853,CaHfO3,0.8502142562638824,0.018019977717609895
mp-1016873,CaHfO3,0.5830748465604643,0.007943248797179165
mp-1190098,CaHfS3,-0.16493075064266804,-0.020272167424444754
mp-1183539,CaHoO3,0.3410503625814272,-0.0011861234653091478
mp-28534,CaInBr3,-1.227926391348774,-0.060369279740770845
mp-1206105,CaInI3,-2.0621062759482243,-0.09183526440142833
mp-1183543,CaInO3,0.7573937720033541,0.014518709001044022
mp-1016872,CaIrO3,0.6476113332865339,0.010377620734055007
mp-1079054,CaIrO3,0.819661305816453,0.016867494077251834
mp-20198,CaIrO3,1.0257806828130924,0.02464249473907528
mp-555735,CaIrO3,0.8457961252977952,0.017853322007283783
mp-4243,CaIrO3,0.9285503232751466,0.02097488172387979
mp-1183562,CaLaO3,0.1750256836426729,-0.007448717537912452
mp-1183532,CaMgO3,1.154578077801375,0.029500843555505862
mp-1188497,CaMnO3,1.1197187235038086,0.028185918647991054
mp-19201,CaMnO3,1.2046164993909088,0.03138833597200763
mp-1017467,CaMnO3,1.0826255379724898,0.026786731699837966
mp-989401,CaMoN3,1.061474460537795,0.025988894817885272
mp-989649,CaMoN3,0.908641885229656,0.020223918271365167
mp-989635,CaMoN3,1.1034849163798413,0.027573565442912146
mp-607467,CaMoO3,1.0220179247418741,0.024500560259550434
mp-19012,CaMoO3,1.0478083182233036,0.02547339614382574
mp-1045305,CaMoO3,1.054064272954804,0.025709376151559542
mp-4957,CaNbO3,0.954611599667885,0.021957935545184562
mp-1207078,CaNiH3,0.03131501522748614,-0.012869607889513817
mp-1368210,CaNiO3,1.1631210968052415,0.029823093600003694
mp-754103,CaNiO3,1.0511868760419247,0.02560083825848057
mp-1016900,CaOsO3,0.6165130741264306,0.009204567578769652
mp-1213970,CaOsO3,0.8039694551403613,0.01627558393678097
mp-20079,CaPbO3,0.8284362886122381,0.017198493996031086
mp-756708,CaPrO3,0.7521465423873792,0.014320778974612739
mp-9789,CaPS3,-0.05468141547208916,-0.01611346742055904
mp-11007,CaPSe3,-0.8773312706971979,-0.04714452942948634
mp-4784,CaPtO3,0.785687099507129,0.015585957715223009
mp-989606,CaReN3,0.6734222724410301,0.011351231618837396
mp-1016833,CaRhO3,0.8934739596219288,0.01965177103631656
mp-1181917,CaRhO3,1.095157418950862,0.027259445058089214
mp-1078659,CaRhO3,1.1773511161403007,0.030359862201577964
mp-1193602,CaRhO3,0.8384363208452328,0.017575703836089245
mp-1016835,CaRuO3,0.8687331497793593,0.018718526352081162
mp-20947,CaRuO3,1.0416956632565189,0.025242821526801622
mp-1377563,CaSbO3,0.8341538084379181,0.017414163774760218
mp-1340624,CaSbO3,0.8028518701747771,0.016233427668051303
mp-1183534,CaScO3,0.8226463896337464,0.016980094013236663
mp-557997,CaSeO3,0.7008287703898759,0.012385028357384751
mp-754140,CaSeO3,0.612501175115483,0.009053235288134039
mp-5893,CaSiO3,1.2789034903471475,0.03419050533747706
mp-4428,CaSiO3,0.9010207164089366,0.019936441210797837
mp-3387,CaSiO3,1.011790585878373,0.024114776217355742
mp-4356,CaSiO3,1.249091692919535,0.033065978628211826
mp-3382,CaSiO3,1.2727802475469048,0.033959531338243754
mp-17552,CaSiO3,0.8320140358348453,0.01733344970678924
