material_id,Name,A_site,B_site,X_site,Spacegroup,Ehull,Energy,density_MP
mp-989589,LaMnN3,La,Mn,N,C2/m,0,-42.54363076,5.71781181530904
mp-989554,LaMnN3,La,Mn,N,Cmcm,0.0135716420000005,-42.484618395,5.96229417915553
mp-1272996,LaMnO3,La,Mn,O,Pbam,0.170103010504564,-39.9577392625,6.41441350766615
mp-557795,LaMnO3,La,Mn,O,P2_1/c,0.465186926004565,-40.3252727875,5.40602017675259
mp-19157,LaMnO3,La,Mn,O,C2/c,0.132793909004564,-40.180546955,6.43948975769275
mp-1180932,LaMnO3,La,Mn,O,Pnma,0.625177778504563,-37.7366135075,5.1809641634585
mp-1281528,LaMnO3,La,Mn,O,Pmc2_1,0.171560545004564,-39.9766586425,6.4249833498742
mp-1278230,LaMnO3,La,Mn,O,P-1,0.141251262504564,-40.0826150825,6.42139914473955
mp-566602,LaMnO3,La,Mn,O,P2_1/c,0.414727581504563,-38.7576297425,4.84158589878213
mp-1273769,LaMnO3,La,Mn,O,C2/m,0.170526122504564,-39.9157746275,6.46325171981123
mp-17554,LaMnO3,La,Mn,O,Pnma,0.120195148004564,-42.187735505,6.52695916563544
mp-1278019,LaMnO3,La,Mn,O,I4/mmm,0.212289520004564,-39.61681295,6.5443211068266
mp-1279320,LaMnO3,La,Mn,O,P4/m,0.165878993504563,-39.9773009375,6.47247576320159
mp-645158,LaMnO3,La,Mn,O,P2_1/c,0.416012735004564,-38.7364681175,4.83986088360696
mp-1273223,LaMnO3,La,Mn,O,Cmmm,0.230449101504565,-39.70830712,6.53974764809338
mp-1283081,LaMnO3,La,Mn,O,Fm-3m,0.219411621004564,-39.556865435,6.52925693614897
mp-1272373,LaMnO3,La,Mn,O,Pnnm,0.167524415004564,-39.892291545,6.45860835585825
mp-19025,LaMnO3,La,Mn,O,Pm-3m,0.201064254004564,-39.84329059,6.54216106864158
mp-1180700,LaMnO3,La,Mn,O,Pnma,0.162906044504565,-40.030075065,6.45955393093063
mp-19168,LaMnO3,La,Mn,O,R-3c,0.135337310004564,-40.173190825,6.45082048364167
mp-1278738,LaMnO3,La,Mn,O,P4/mmm,0.210257448004564,-39.663280625,6.56195527380648
mp-1205375,LaMnO3,La,Mn,O,P4/mbm,0.161877726004564,-40.02982017,6.47384745253813
mp-989603,LaMoN3,La,Mo,N,Ama2,0.0174398450000002,-45.191399705,5.56850606726181
mp-989631,LaMoN3,La,Mo,N,C2/c,0,-45.2797962675,5.49868775503623
mp-989534,LaMoN3,La,Mo,N,P2_1/m,0.0228025659999993,-45.16498677,5.35953498254872
mp-989552,LaMoN3,La,Mo,N,R3c,0.0293490240000001,-45.133749695,6.89665310635189
mp-989515,LaMoN3,La,Mo,N,P4mm,0.0416448979999995,-45.06649577,6.49234120981593
mp-1075921,LaNiO3,La,Ni,O,Pm-3m,0.0351780560000012,-32.96122436,7.10760920299713
mp-1278441,LaNiO3,La,Ni,O,Cmmm,0.0435702440000005,-32.9639312075,7.08118161545046
mp-19339,LaNiO3,La,Ni,O,R-3c,0,-33.127516885,6.98006242939873
mp-1284950,LaNiO3,La,Ni,O,P-1,0.0198885735000003,-33.2151878375,7.00271331525563
mp-989641,LaOsN3,La,Os,N,P2_1/m,0.0248985270000013,-43.046251855,9.16750551972819
mp-989632,LaOsN3,La,Os,N,P2_1/c,0.0204669200000005,-43.04742603,7.26429897099672
mp-989621,LaOsN3,La,Os,N,Pmma,0,-43.14993133,8.74380344164897
mp-989564,LaOsN3,La,Os,N,Pm-3m,0.0531897560000019,-42.93239555,9.99610383376455
mp-989607,LaOsN3,La,Os,N,Pnma,0.0373399615000007,-42.996856925,10.0099421926481
mp-989588,LaOsN3,La,Os,N,R-3c,0.0368045840000022,-42.98655199,10.0180772853639
mp-16415,LaPdO3,La,Pd,O,Pnma,0,-34.6898184,7.27530658220982
mp-1185084,LaPtO3,La,Pt,O,Pm-3m,0.425002589656252,-33.86745119,9.27599921487728
mp-989581,LaReN3,La,Re,N,R-3c,0,-46.090441915,9.77460302689538
mp-989614,LaReN3,La,Re,N,P2_1/c,0.042172034,-45.8861900975,6.63137312223226
mp-989602,LaReN3,La,Re,N,Pm-3m,0.00764234499999894,-46.05570063,9.7439873889927
mp-5163,LaRhO3,La,Rh,O,Pnma,0,-37.7916315725,7.46420303025866
mp-20472,LaRuO3,La,Ru,O,Pnma,0.0444983945000068,-39.7630206075,7.45357735980214
mp-1222966,LaSbSe3,La,Sb,Se,Pnma,0.0333306476333348,-25.10471905,5.85488153891767
mp-31116,LaScO3,La,Sc,O,Pnma,0,-43.803231135,5.67043575420104
mp-1096800,LaScO3,La,Sc,O,Pm-3m,0.204081822999999,-42.78186088,5.67338858839053
mp-1190131,LaScS3,La,Sc,S,Pnma,0,-34.0623508725,4.04384085174254
mp-778450,LaSmO3,La,Sm,O,Pna2_1,0.0667675652500002,-41.442317855,6.8459368381207
mp-1185122,LaSnO3,La,Sn,O,Pm-3m,0.525741509156244,-33.9304543,6.78430756314508
mp-989620,LaTaN3,La,Ta,N,P2_1/c,0.0377326022777833,-47.5861385425,8.65636615874031
mp-1239192,LaTaO3,La,Ta,O,Pm-3m,0.3356782172,-45.26314133,9.040121946694
mp-989619,LaTcN3,La,Tc,N,C2/c,0,-43.2957284925,5.62176341526071
mp-989406,LaTcN3,La,Tc,N,P2/m,0.0409553974999994,-43.0800354,6.49974699705972
mp-989593,LaTcN3,La,Tc,N,R-3c,0.0336034905000009,-43.11806844,7.45949228458754
mp-8020,LaTiO3,La,Ti,O,Pm-3m,0.0675842517499969,-43.59468629,6.28285122516387
mp-22013,LaTiO3,La,Ti,O,Pnma,0.0254489547499954,-43.809279,6.21795551127331
mp-1211414,LaTiS3,La,Ti,S,Pnma,0.0236158414999998,-34.0953991,4.65747724647902
mp-29257,LaTlO3,La,Tl,O,P6_3mc,0.155897580125,-31.743744135,8.19547210414937
mp-13374,LaTmO3,La,Tm,O,Pnma,0.0204909143750012,-42.0074765975,7.87466025586584
mp-556841,LaTmS3,La,Tm,S,Pnma,0.0253203549166665,-32.5548113691667,5.6974579290844
mp-1199053,LaTmS3,La,Tm,S,P2_1/m,0,-32.52789729375,5.71757850670846
mp-989403,LaVN3,La,V,N,P1,0.0343115819999991,-44.21021218,5.86094024404162
mp-19053,LaVO3,La,V,O,Pm-3m,0.177259386999999,-40.59676081,6.40247921041969
mp-19350,LaVO3,La,V,O,Pnma,0,-41.45277274,6.25227377340349
mp-1211380,LaVS3,La,V,S,Pnma,0.028362465749999,-34.1764770075,4.79311015211488
mp-989630,LaWN3,La,W,N,Pnma,0.0306093235000002,-47.7845591225,9.40568790086098
mp-989455,LaWN3,La,W,N,R-3c,0.0340931310000006,-47.768665635,9.39523414545185
mp-989626,LaWN3,La,W,N,Amm2,0.0147454049999993,-47.85853578,9.02453786197543
mp-989497,LaWN3,La,W,N,P4mm,0.0185021499999998,-47.84023663,8.70483625504236
mp-989646,LaWN3,La,W,N,P2_1/m,0.0160869169999991,-47.85024047,6.99996801814527
mp-989699,LaWN3,La,W,N,Cm,2.446128064,-35.70185926,9.79889532362149
mp-989524,LaWN3,La,W,N,R3c,0,-47.93186872,9.21196800383691
mp-989633,LaWN3,La,W,N,C2/c,0.0109000634999994,-47.87697938,7.15218979005296
mp-989601,LaWN3,La,W,N,R3m,0.0233291480000002,-47.81567286,9.13586074940886
mp-1189511,LaYbO3,La,Yb,O,Pnma,0.118742511249999,-35.60631334,7.77905578670208
mp-22530,LaYbO3,La,Yb,O,Pna2_1,0.117460222249999,-35.612478715,7.77344600585518
mp-684002,LaYbS3,La,Yb,S,Pnma,0.229355086666669,-27.819023795,5.63081905873406
mp-1188442,LaYbS3,La,Yb,S,Pna2_1,0.277008938500003,-27.583611805,5.43538652566811
mp-21106,LaYbS3,La,Yb,S,Pnma,0.218886431500002,-27.5943159225,5.3955664805708
mp-8215,LaYbS3,La,Yb,S,Cmcm,0.230776138000002,-27.81725655,5.38690077880676
mp-11784,LaYbSe3,La,Yb,Se,Cmcm,0.193657835000001,-25.43399365,6.40203461954606
mp-10429,LaYO3,La,Y,O,Pnma,0.0390250280000011,-43.60179345,5.87312307838137
mp-1200447,LaYS3,La,Y,S,P2_1/m,0,-34.53380683875,4.47406399474025
mp-1184965,LaZnO3,La,Zn,O,Pm-3m,0.13046277975,-31.59550024,6.91258678717347
mp-1185065,LaZrO3,La,Zr,O,Pm-3m,0.286762757787489,-43.38810299,6.26157080300128
mp-1185297,LiAcO3,Li,Ac,O,Pm-3m,0.129256687214284,-30.8489268,7.7755480497128
mp-759066,LiAgF3,Li,Ag,F,R3c,0.0599134040000013,-19.432532315,4.37939153097118
mp-752699,LiAgF3,Li,Ag,F,Cmmm,0.0492247270000012,-19.487649225,4.33494112058786
mp-757915,LiAgF3,Li,Ag,F,P-1,0.0712129680000011,-19.37251594,4.33430376762771
mp-760151,LiAgF3,Li,Ag,F,P6_122,0.0562918990000014,-19.4476652383333,4.39816719282489
mp-1398557,LiAgF3,Li,Ag,F,P-1,0.922600741000001,-15.12903072,4.33430436768063
mp-752837,LiAgF3,Li,Ag,F,P2_1/c,0.0501926965000017,-19.4977112525,4.39809831737682
mp-756821,LiAgF3,Li,Ag,F,P2_1/c,0.0728435665000013,-19.3669487125,4.69116838560494
mp-752605,LiAgF3,Li,Ag,F,C2/c,0.0510485670000014,-19.477841525,4.08585915664206
mp-1185313,LiAlO3,Li,Al,O,Pm-3m,0.37075038698214,-28.95633793,2.6656685928415
mp-9657,LiAsO3,Li,As,O,R-3,0,-29.274584985,4.30037759271111
mp-559767,LiAsO3,Li,As,O,C2/c,0.0357749169999995,-29.0844012,3.45617845643748
mp-24818,LiBeH3,Li,Be,H,P-1,0.00528859595833309,-16.917093245,0.719270194559925
mp-977298,LiBeH3,Li,Be,H,C2/c,0.0173134329583338,-16.85583707,0.816572860537426
mp-24817,LiBeH3,Li,Be,H,P-1,0.00203590162500022,-16.93326076,0.772448035771054
mp-1079676,LiBeH3,Li,Be,H,C2,0.00790264795833373,-16.903866345,0.700075518830923
mp-24342,LiBeH3,Li,Be,H,Pnma,0.106248287458333,-16.4128079825,1.01151841450801
mp-977148,LiBeH3,Li,Be,H,Cmcm,0.00697961862499996,-16.9083107616666,0.763868558874306
mp-570218,LiBeH3,Li,Be,H,P2_1/c,0.00199708412500055,-16.9336465208334,0.773629673843226
mp-982975,LiBeO3,Li,Be,O,Pm-3m,0.570123488428573,-25.14414169,2.46151390173792
mp-29077,LiBiO3,Li,Bi,O,Pccn,0,-26.749830895,7.04885049126575
mp-1185302,LiBO3,Li,B,O,Pm-3m,0.955796148066665,-27.54216748,3.01731124668702
mp-1197831,LiBrO3,Li,Br,O,Pbca,0.253321242197369,-18.9119149675,2.88942774657331
mp-1017626,LiCaF3,Li,Ca,F,Pm-3m,0.187439322000001,-26.33002352,3.24598992214901
mp-1079935,LiCaH3,Li,Ca,H,R-3c,0.0214807280000007,-16.461296815,1.70596640295926
mp-975333,LiCaO3,Li,Ca,O,Pm-3m,0.348430505428571,-24.94070385,2.9219716206638
mp-1185203,LiCdO3,Li,Cd,O,Pm-3m,0.538053035428572,-19.0297112,5.22047427706355
mp-973613,LiCeO3,Li,Ce,O,Pm-3m,0.471113553,-33.35068374,6.48147967009808
mp-759500,LiCoF3,Li,Co,F,P1,0.0880068559999989,-25.2232265233333,3.56673023065603
mp-764370,LiCoF3,Li,Co,F,P3,0.0886815759999999,-24.5154266733334,3.54479504056782
mp-1185311,LiCrO3,Li,Cr,O,Pm-3m,0.409366555166663,-30.43474829,3.56605752555253
mp-760814,LiCuF3,Li,Cu,F,Amm2,0.0725878380000005,-21.7119189525,3.73402005736431
mp-758052,LiCuF3,Li,Cu,F,R3c,0.0114885880000006,-22.03223003,3.97357046002289
mp-753405,LiCuF3,Li,Cu,F,P2_1/c,0.0191538105000006,-21.9635881725,3.54088123739625
mp-761262,LiCuF3,Li,Cu,F,P1,0.0294869970000002,-21.9159049375,3.74080906329128
mp-761897,LiCuF3,Li,Cu,F,P6_122,0.0413975243333331,-21.8563358683333,3.92506925286251
mp-1185308,LiDyO3,Li,Dy,O,Pm-3m,0.412528428214286,-30.59664258,7.27656094284834
mp-1185310,LiErO3,Li,Er,O,Pm-3m,0.460419717214287,-30.43635022,7.55391916908056
mp-541365,LiEuH3,Li,Eu,H,Pm-3m,0,-24.90591,5.1951326929684
mp-1185344,LiEuO3,Li,Eu,O,Pm-3m,0.264443397089286,-34.91388956,6.44548928210822
mp-777683,LiFeF3,Li,Fe,F,I4_1/a,0.108397602999999,-26.057441135,3.49690163901704
mp-754707,LiFeF3,Li,Fe,F,C2/c,0.0592499664999995,-27.3857273475,3.08095882284155
mp-777888,LiFeF3,Li,Fe,F,R3,0.0362696869999999,-26.29960964,3.48024139269991
mp-755103,LiFeF3,Li,Fe,F,C2/m,0.0975542664999995,-27.41017894,3.36268938699027
mp-776077,LiFeF3,Li,Fe,F,P2_1/c,0.0408456289999997,-27.46878618875,3.1467844379533
mp-780803,LiFeF3,Li,Fe,F,Pbca,0.0391842718749995,-27.4657795175,3.16363567813917
mp-1176718,LiFeF3,Li,Fe,F,P-1,0.0823488533333325,-26.0691995083334,3.22592983474158
mp-1176705,LiFeF3,Li,Fe,F,Cmcm,0.0690037174999993,-26.1389177025,3.2977807213364
mp-1176706,LiFeF3,Li,Fe,F,Pbcm,0.033455749499999,-26.3228388725,3.39651753151929
mp-754051,LiFeF3,Li,Fe,F,R-3,0.246351935999999,-27.58162367,3.5875889241416
mp-755575,LiFeF3,Li,Fe,F,Pnma,0.0955571619999995,-27.2703595225,3.40042124011953
mp-754581,LiFeF3,Li,Fe,F,Pnma,0.0819607864999998,-27.3946258675,3.47356769633339
mp-776604,LiFeF3,Li,Fe,F,P-1,0.0674867954999989,-27.43973332,3.4544015617592
mp-755179,LiFeF3,Li,Fe,F,P2_1/m,0.100753395,-27.36071677,3.3782500954078
mp-754816,LiFeF3,Li,Fe,F,Pnma,0.0394821099999998,-27.4266469825,3.57563185988205
mp-754994,LiFeF3,Li,Fe,F,C2/c,0.0550952464999996,-27.4863255225,3.27449031230589
mp-761166,LiFeF3,Li,Fe,F,Cc,0.0239755149999992,-27.51717761,3.54817417850953
mp-755136,LiFeF3,Li,Fe,F,Cmcm,0.0877690239999991,-27.29462927,4.00196267881752
mp-1176709,LiFeF3,Li,Fe,F,P2_13,0.0561070030000002,-26.2694539375,3.44983542822605
mp-777622,LiFeF3,Li,Fe,F,P1,0.0515321674999996,-26.2295173075,3.32118265209973
mp-777899,LiFeF3,Li,Fe,F,Pnma,0.0671695319999994,-26.1375676125,3.10418606315032
mp-756113,LiFeF3,Li,Fe,F,P-1,0.0438896059999996,-27.510457615,3.28229011955697
mp-776080,LiFeF3,Li,Fe,F,Pccn,0.0283753172499992,-27.4886717775,3.48933759435494
mp-776017,LiFeF3,Li,Fe,F,Pbcn,0.0506295194999993,-27.4338102775,3.04904453727715
mp-1176698,LiFeF3,Li,Fe,F,C222_1,0.0359197289999997,-26.30283538,3.65310506775435
mp-1176724,LiFeF3,Li,Fe,F,P-1,0.191229781444444,-26.1073847316666,3.10127812244989
mp-775760,LiFeF3,Li,Fe,F,P-1,0.0845889271999996,-27.254629066,3.14439812354135
mp-776027,LiFeF3,Li,Fe,F,P4_2/n,0.0925891844999995,-27.21161550625,3.39985358398633
mp-1097043,LiFeF3,Li,Fe,F,I4/mcm,0.177927554999999,-25.594775405,3.18607382381624
mp-780639,LiFeF3,Li,Fe,F,P2_1/m,0.0316620079999996,-27.4899459,3.40354812898767
mp-777489,LiFeF3,Li,Fe,F,R-3,0.0924484866666662,-26.0223240983334,2.50029504344927
mp-777470,LiFeF3,Li,Fe,F,R-3c,0.212897371999999,-26.1394941016666,3.42981453096848
mp-1407616,LiFeF3,Li,Fe,F,Cmmm,0.567177544999999,-23.7438533,3.28383491221386
mp-760354,LiFeF3,Li,Fe,F,P1,0.0918472629999991,-27.2258786933333,3.32848751359937
mp-1446564,LiFeF3,Li,Fe,F,P6_322,0.414555643999999,-24.506962805,3.65308095993279
mp-777522,LiFeF3,Li,Fe,F,Cmc2_1,0.0229207009999994,-26.372034035,3.39966748129646
mp-776524,LiFeF3,Li,Fe,F,P-1,0.0769612691428563,-27.2946447021428,3.13040404856704
mp-756109,LiFeF3,Li,Fe,F,Pnma,0.0633377274999996,-27.3734376025,3.71181895260837
mp-777672,LiFeF3,Li,Fe,F,Amm2,0.069146599999999,-26.14204802,3.28386308927606
mp-776026,LiFeF3,Li,Fe,F,P4_2/n,0.101294750249999,-27.21824892125,3.36678009951056
mp-1176707,LiFeF3,Li,Fe,F,P-1,0.0726000226666663,-26.1179910266666,3.07019657445218
mp-760833,LiFeO3,Li,Fe,O,Cm,0.131203345433336,-32.0661293866666,3.62224677399255
mp-756941,LiFeO3,Li,Fe,O,Pnna,0.148444228600002,-32.009772225,3.90631484776279
mp-761189,LiFeO3,Li,Fe,O,C2/m,0.431858274100001,-31.71750124,3.89741773040173
mp-1185320,LiFeO3,Li,Fe,O,Pm-3m,0.314812976100002,-27.13778303,3.41435133723645
mp-752790,LiFeO3,Li,Fe,O,C2/m,0.172300805100001,-31.922781745,3.52655593651861
mp-752521,LiFeO3,Li,Fe,O,C2/c,0.147307044100002,-32.0262862725,3.71506683135074
mp-28327,LiGaBr3,Li,Ga,Br,P2_1/m,0,-15.3370000825,3.62982140644873
mp-29344,LiGaCl3,Li,Ga,Cl,Pnma,0,-17.20555060375,2.57942861268938
mp-29345,LiGaI3,Li,Ga,I,P2_1/m,0,-13.3995877675,4.18390331523675
mp-1185401,LiGdO3,Li,Gd,O,Pm-3m,0.353630916714286,-39.76143439,6.9363490430226
mp-1185303,LiGeO3,Li,Ge,O,Pm-3m,0.353162639422223,-27.65436548,4.09127045741447
mp-973818,LiHoO3,Li,Ho,O,Pm-3m,0.437087038089286,-30.51102975,7.42817052776136
mp-555562,LiIO3,Li,I,O,P4_2/n,0.148073749249999,-22.377744155,3.58338768435596
mp-22955,LiIO3,Li,I,O,P6_3,0.00901836049999982,-23.076895975,4.30656189109695
mp-1080052,LiIO3,Li,I,O,P6_3/mmc,0.867518993499999,-18.804540455,6.05897443186611
mp-545343,LiIO3,Li,I,O,P6_322,0.250508861499999,-21.88391378,5.29662656432326
mp-23384,LiIO3,Li,I,O,P4_2/n,0,-23.12303155,3.89314781716011
mp-22994,LiIO3,Li,I,O,Pna2_1,0.00480738599999953,-23.0971779525,3.97772033985687
mp-1180548,LiIO3,Li,I,O,Cmcm,0.3390186065,-21.42622026,3.77811478542385
mp-1185357,LiLaO3,Li,La,O,Pm-3m,0.221156129839287,-31.54564834,5.76256204375341
mp-976331,LiLuO3,Li,Lu,O,Pm-3m,0.537357950839287,-30.17375413,7.98274762333266
mp-23736,LiMgH3,Li,Mg,H,R3c,0.00879413200000068,-14.980728275,1.20447415963623
mp-1185356,LiMgO3,Li,Mg,O,Pm-3m,0.580104923428572,-22.8736833,2.10329823619368
mp-758779,LiMnF3,Li,Mn,F,P3,0.0318720726666672,-29.5762405283334,3.34029466131789
mp-759048,LiMnF3,Li,Mn,F,P-1,0.0684088248888894,-29.4237393477778,3.02012117885024
mp-760095,LiMnF3,Li,Mn,F,P-3,0.0938095836666673,-29.2931891366666,3.15448793095087
mp-1176631,LiMnF3,Li,Mn,F,Pmma,0.0344124040000002,-28.81145025,3.21192321962095
mp-859873,LiMnF3,Li,Mn,F,P6_3/mmc,0.092549560000001,-29.283241205,2.22771738161876
mp-765090,LiMnF3,Li,Mn,F,P-1,0.0991563760000016,-28.4849374675,3.24616344965254
mp-758456,LiMnF3,Li,Mn,F,Cmcm,0.102074306000001,-29.25517205,3.3998581395925
mp-776156,LiMnF3,Li,Mn,F,P2_13,0.0457147080000011,-29.5366267275,3.31850720960756
mp-763149,LiMnF3,Li,Mn,F,P2_13,0.0325725935000003,-28.822908885,3.24830942206471
mp-763362,LiMnF3,Li,Mn,F,Pna2_1,0.0777697660000012,-28.5966954825,3.28438170569664
mp-764783,LiMnF3,Li,Mn,F,Pnma,0.0905800905000005,-28.5310185625,2.67532693444108
mp-762988,LiMnF3,Li,Mn,F,Cc,0.0989843400000003,-28.48908576,3.13519904441084
mp-777972,LiMnF3,Li,Mn,F,Pna2_1,0.0272502457500003,-29.61703444375,3.20234206618824
mp-754676,LiMnF3,Li,Mn,F,P6_322,0.0244890570000003,-29.59972248,3.47210239158986
mp-765457,LiMnF3,Li,Mn,F,Pnma,0.0396612265000007,-28.7870737625,3.04931787281613
mp-777352,LiMnF3,Li,Mn,F,Pbca,0.0386231345000008,-29.56550678,3.02123999360057
mp-778819,LiMnF3,Li,Mn,F,Amm2,0.0752987760000003,-28.608639875,3.10105273498244
mp-774399,LiMnF3,Li,Mn,F,P-1,0.0789341844000004,-28.589796567,2.98271097445866
mp-1176635,LiMnF3,Li,Mn,F,Cmcm,0.0670142120000001,-28.649437955,3.79648768847189
mp-754770,LiMnF3,Li,Mn,F,P2_1/c,0.0713627780000001,-29.4211727575,2.96771570720212
mp-1176636,LiMnF3,Li,Mn,F,Cmcm,0.0755170075000002,-28.6059083825,3.11123366822677
mp-1176632,LiMnF3,Li,Mn,F,Pnma,0.0438975650000009,-28.7635751175,3.37060113382901
mp-777298,LiMnF3,Li,Mn,F,Pbcn,0.0486795662500006,-29.5157655625,2.87791411528129
mp-763191,LiMnF3,Li,Mn,F,Ibam,0.102970871500001,-28.46990195,3.09363936899378
mp-752938,LiMnF3,Li,Mn,F,R-3c,0.0341083340000008,-29.556006535,3.20161461997651
mp-752829,LiMnF3,Li,Mn,F,R-3,0.0403923280000011,-29.567212375,3.34279054650137
mp-759042,LiMnF3,Li,Mn,F,P4_2/n,0.0777881145000006,-29.3814031075,3.23130353114979
mp-776951,LiMnF3,Li,Mn,F,Pnma,0.0390418435000006,-29.5535849175,3.71123915960281
mp-779317,LiMnF3,Li,Mn,F,P2_1/c,0.0659668713333339,-28.6527333583333,2.94829648939131
mp-1176634,LiMnF3,Li,Mn,F,Cmc2_1,0.087040676,-28.54950455,2.44491642137775
mp-1176630,LiMnF3,Li,Mn,F,C2/c,0.0296156800000018,-28.836213065,3.13127370756297
mp-778697,LiMnF3,Li,Mn,F,Pnma,0.0527480857500002,-28.7130908775,3.57937693379114
mp-759093,LiMnF3,Li,Mn,F,Pnna,0.029454781500001,-29.5959309725,3.24504047347552
mp-759538,LiMnF3,Li,Mn,F,P-1,0.0713942550000004,-29.4111896464285,3.01571610785847
mp-757275,LiMnF3,Li,Mn,F,P2_1/c,0.0762341327500007,-29.37244593125,3.05540807526137
mp-759032,LiMnF3,Li,Mn,F,P2_1/c,0.0932478912500008,-29.28681227875,3.16258606292246
mp-763003,LiMnF3,Li,Mn,F,R-3,0.0939361466666675,-28.51486961,2.40830818821146
mp-1371141,LiMnF3,Li,Mn,F,P3c1,0.0322479510000004,-28.827016995,3.32204749000509
mp-759492,LiMnF3,Li,Mn,F,P2_1/c,0.0396625007500013,-29.561428675,3.01488947356309
mp-777655,LiMnF3,Li,Mn,F,C2/m,0.0585160085000007,-29.4556876575,3.02125904611564
mp-778633,LiMnF3,Li,Mn,F,P-1,0.066244344666667,-28.6535568433333,2.95578018148892
mp-779073,LiMnF3,Li,Mn,F,R-3c,0.0536845663333354,-28.718933395,3.28948608293774
mp-759023,LiMnF3,Li,Mn,F,I4_1/a,0.062240102375001,-29.4129459075,3.40582046692649
mp-777355,LiMnF3,Li,Mn,F,Pccn,0.0212362092500014,-29.6251197475,3.28991009424566
mp-756130,LiMnF3,Li,Mn,F,P-31c,0.0662573645000002,-29.4164605975,3.17459098057186
mp-753025,LiMnF3,Li,Mn,F,P6_322,0.0844203090000004,-29.33138757,2.95852564523192
mp-778800,LiMnF3,Li,Mn,F,P-1,0.0755219230000019,-28.607589235,3.17371110764482
mp-1120793,LiMnO3,Li,Mn,O,Pnma,0.183920013966662,-30.5943035825,3.98472490875715
mp-1078377,LiNbO3,Li,Nb,O,R-3,0.0207068709999998,-39.18930912,4.18901605110092
mp-552588,LiNbO3,Li,Nb,O,R-3c,0.0330080319999997,-39.123510325,4.40593419197115
mp-755559,LiNbO3,Li,Nb,O,C2/m,0.0551661699999997,-39.05775758,3.92763075140195
mp-685413,LiNbO3,Li,Nb,O,P1,0.115177704307692,-38.7148106584616,4.29701194647277
mp-760701,LiNbO3,Li,Nb,O,C2/c,0.0359072000000005,-39.10981553,3.88171896422673
mp-676694,LiNbO3,Li,Nb,O,P1,0.00801528566666576,-39.2502392116666,4.39773950779579
mp-675069,LiNbO3,Li,Nb,O,P1,0.00685924314285735,-39.256574645,4.41598419931288
mp-686057,LiNbO3,Li,Nb,O,P1,0.0108541032500007,-39.23610131875,4.40949327042986
mp-3731,LiNbO3,Li,Nb,O,R3c,0,-39.290866185,4.41286664448113
mp-1196213,LiNbO3,Li,Nb,O,P2_1/c,0.0133306270000002,-39.22382092375,3.89573177363997
mp-674361,LiNbO3,Li,Nb,O,P1,0.0100564173999995,-39.239969006,4.38455711076018
mp-776108,LiNbO3,Li,Nb,O,Pbcm,0.0298365945000008,-39.14578822125,4.39048060120778
mp-1185387,LiNdO3,Li,Nd,O,Pm-3m,0.259888149964285,-30.95059181,6.16215430066046
mp-758501,LiNiF3,Li,Ni,F,R-3,0.0155647295000003,-24.127566135,3.82322373402802
mp-1185261,LiNiO3,Li,Ni,O,Pm-3m,0.502421934454547,-21.52079003,3.50712490387927
mp-1078358,LiOsO3,Li,Os,O,R3c,0,-34.63658925,8.09082433721594
mp-1078188,LiOsO3,Li,Os,O,R-3c,0.00594110400000325,-34.584678315,8.03958851161261
mp-1185263,LiPaO3,Li,Pa,O,Pm-3m,0,-40.92844723,5.8113079114484
mp-1185388,LiPmO3,Li,Pm,O,Pm-3m,0.287546243964285,-30.93129947,6.31536832798633
mp-1202801,LiPO3,Li,P,O,Pc,0.000989664133332013,-33.6065827165,2.34666474076039
mp-557189,LiPO3,Li,P,O,P2/c,0.00251103233333261,-33.6078185555,2.35389042362169
mp-29195,LiPO3,Li,P,O,P2_1/c,0,-33.6110570308333,2.27877979373989
mp-1185404,LiPrO3,Li,Pr,O,Pm-3m,0.235092001089285,-30.9713686,5.96945125846681
mp-8189,LiReO3,Li,Re,O,R3c,0.0748485082857178,-37.657679005,7.70275996477708
mp-1185420,LiRuO3,Li,Ru,O,Pm-3m,0.211082630791665,-31.24180085,4.59395290318195
mp-770932,LiSbO3,Li,Sb,O,C2/m,2.90814999992506E-05,-29.404422765,4.82745383856361
mp-4995,LiSbO3,Li,Sb,O,Pnna,0,-29.404085005,5.181963008523
mp-756951,LiSbO3,Li,Sb,O,C2/m,0.0411334394999994,-29.211128305,4.749151066516
mp-752636,LiSbO3,Li,Sb,O,P2_13,0.0888104874999991,-28.95956101,5.37776399406201
mp-28835,LiScI3,Li,Sc,I,P-6c2,0.0477254563199998,-18.40705256,4.41588917841257
mp-1211104,LiSeO3,Li,Se,O,P2_12_12_1,0.207841210666665,-25.331501085,2.6181911988776
mp-1185414,LiSiO3,Li,Si,O,Pm-3m,0.321060291666666,-32.07793779,3.19179888626884
mp-973136,LiSmO3,Li,Sm,O,Pm-3m,0.308178575339285,-30.86064294,6.5436750315753
mp-998230,LiSnCl3,Li,Sn,Cl,R3m,0.0189865334999988,-18.00650945,2.78308860530979
mp-998591,LiSnCl3,Li,Sn,Cl,R3c,0.00846836649999894,-18.060022555,2.9664751680123
mp-1105216,LiTaO3,Li,Ta,O,Cmcm,0.148102564,-41.4306151275,5.37593937028689
mp-754345,LiTaO3,Li,Ta,O,P4/mbm,0.0886449689999989,-41.743741845,6.70318024684573
mp-3666,LiTaO3,Li,Ta,O,R3c,0,-42.18483777,7.17836899271729
