Name,A_site,B_site,X_site,Spacegroup,Ehull,BulkModulus,Energy,ZPE,s_A,s_B,s_X,density,mean_A2B,mean_A2X,mean_B2X,mean_X2X,std_A2B,std_A2X,std_B2X,std_X2X,E_coh,TF,OF,A_Z,B_Z,X_Z,A_M,B_M,X_M,A_G,B_G,X_G,A_IEI,B_IEI,X_IEI,A_IEII,B_IEII,X_IEII,A_EA,B_EA,X_EA,A_ChiP,B_ChiP,X_ChiP,A_ChiA,B_ChiA,X_ChiA,A_Rvdw,B_Rvdw,X_Rvdw,A_Rc,B_Rc,X_Rc,A_Ra,B_Ra,X_Ra,A_MP,B_MP,X_MP,A_BP,B_BP,X_BP,A_Rho,B_Rho,X_Rho,A_MV,B_MV,X_MV,A_Hf,B_Hf,X_Hf,A_Hv,B_Hv,X_Hv,A_Kappa,B_Kappa,X_Kappa,A_CvM,B_CvM,X_CvM,A_B,B_B,X_B,A_MendeleevNo,B_MendeleevNo,X_MendeleevNo
RbBrO3,Rb,Br,O,R3m,0.0,15.0,-20.665,24.44,1.72,0.39,1.35,3.606918264261688,3.9818580680740916,3.358804090786993,3.151576763377575,3.535709355458157,0.11121631047130139,0.29520902951912903,1.251885455279057,0.698461721696124,-19.84921039,1.24759644726592,0.28888888888888886,37.0,35.0,8.0,85.4678,79.904,15.9994,1.0,17.0,16.0,4.177128,11.8138,13.61805,27.2895,21.591,35.1211,46.9,324.6,141.0,0.82,2.96,3.44,0.706,2.685,3.61,3.03,1.85,1.52,220.0,120.0,66.0,2.35,1.15,0.6,312.46,265.8,54.8,961.0,332.0,90.2,1532.0,,,55.76,19.78,17.36,2.19,5.285,0.22,72.0,14.8,3.41,58.0,0.12,0.02658,0.363,0.474,0.918,1.0,2.0,2.0,9.0,98.0,101.0
RbCaH3,Rb,Ca,H,Pm-3m,0.018,26.9,-14.93211294,40.5487446,1.72,1.0,1.3,2.2796204331829677,3.932833892742981,3.2111454267813233,2.270622706653244,3.2111454267813233,0.0,0.0,0.0,0.0,-14.50427741,0.9284619474710321,0.7692307692307692,37.0,20.0,1.0,85.4678,40.078,1.00794,1.0,2.0,1.0,4.177128,6.11316,13.598443,27.2895,11.87172,,46.9,2.37,72.8,0.82,1.0,2.2,0.706,1.034,2.3,3.03,2.31,1.1,220.0,176.0,31.0,2.35,1.8,0.25,312.46,1115.0,14.01,961.0,1757.0,20.28,1532.0,1550.0,,55.76,26.2,11.42,2.19,8.54,0.06,72.0,155.0,0.452,58.0,200.0,0.1805,0.363,0.647,14.304,1.0,1.0,1.0,9.0,16.0,103.0
RbIO3,Rb,I,O,R3m,0.0,47.5,-22.1497,22.6,1.72,0.95,1.35,4.364069141148208,3.9909084335021987,3.3164522738042415,3.1644384697842765,3.5291806691088796,0.026982940529641966,0.182455220981886,1.2455646419786033,0.6679564802295554,-21.33813369,0.9438338340185658,0.7037037037037036,37.0,53.0,8.0,85.4678,126.90447,15.9994,1.0,17.0,16.0,4.177128,10.45126,13.61805,27.2895,19.1313,35.1211,46.9,295.2,141.0,0.82,2.66,3.44,0.706,2.359,3.61,3.03,1.98,1.52,220.0,139.0,66.0,2.35,1.4,0.6,312.46,386.85,54.8,961.0,457.4,90.2,1532.0,4940.0,,55.76,25.72,17.36,2.19,7.76,0.22,72.0,20.9,3.41,58.0,0.449,0.02658,0.363,0.214,0.918,1.0,2.0,2.0,9.0,97.0,101.0
RbMgF3,Rb,Mg,F,Pm-3m,0.022,65.0,-24.37495322,20.6696547,1.72,0.72,1.285,3.9327915217401417,3.576165460476302,2.919926871310728,2.064700091272635,2.919926871310728,0.0,0.0,0.0,0.0,-23.81685517,1.0597784925015339,0.5603112840466926,37.0,12.0,9.0,85.4678,24.305,18.9984032,1.0,2.0,17.0,4.177128,7.646235,17.4228,27.2895,15.03527,34.9708,46.9,0.0,328.0,0.82,1.31,3.98,0.706,1.293,4.193,3.03,1.73,1.47,220.0,141.0,57.0,2.35,1.5,0.5,312.46,923.0,53.53,961.0,1363.0,85.03,1532.0,1738.0,,55.76,14.0,11.2,2.19,8.48,0.255,72.0,128.0,3.27,58.0,160.0,0.0277,0.363,1.023,0.824,1.0,1.0,2.0,9.0,73.0,102.0
RbPbBr3,Rb,Pb,Br,Cmcm,0.0,22.36,-15.93976673,5.8380683,1.72,1.19,1.96,4.622781587950385,4.958378739060351,3.8764942942123524,3.054673201556833,4.460307835699354,0.21711851282616174,0.4639227677754504,0.02630822853681719,0.2750200578830894,-15.24042934,0.8260803031004745,0.6071428571428571,37.0,82.0,35.0,85.4678,207.2,79.904,1.0,14.0,17.0,4.177128,7.41663,11.8138,27.2895,15.03248,21.591,46.9,35.1,324.6,0.82,2.33,2.96,0.706,,2.685,3.03,2.02,1.85,220.0,146.0,120.0,2.35,1.8,1.15,312.46,600.61,265.8,961.0,2022.0,332.0,1532.0,11340.0,,55.76,18.26,19.78,2.19,4.774,5.285,72.0,178.0,14.8,58.0,35.0,0.12,0.363,0.13,0.474,1.0,2.0,2.0,9.0,82.0,98.0
RbPbCl3,Rb,Pb,Cl,Cmcm,0.0,27.83,-17.605368365,8.173055875,1.72,1.19,1.81,3.973080155230471,4.739654178685431,3.7152006821338834,2.911699199927341,4.253639825273736,0.20723744304104008,0.465620064053928,0.026789187779082457,0.26766327789888433,-16.899116335000002,0.8320289791961709,0.6574585635359116,37.0,82.0,17.0,85.4678,207.2,35.453,1.0,14.0,17.0,4.177128,7.41663,12.96763,27.2895,15.03248,23.8136,46.9,35.1,349.0,0.82,2.33,3.16,0.706,,2.869,3.03,2.02,1.75,220.0,146.0,102.0,2.35,1.8,1.0,312.46,600.61,171.6,961.0,2022.0,239.11,1532.0,11340.0,,55.76,18.26,17.39,2.19,4.774,3.2,72.0,178.0,10.2,58.0,35.0,0.0089,0.363,0.13,0.479,1.0,2.0,2.0,9.0,82.0,99.0
RbReO3,Rb,Re,O,Pm-3m,0.147,175.0,-35.97745546,29.0647247,1.72,0.58,1.35,8.40813122383076,3.4483855991428976,2.815595051420584,1.9909263539347808,2.815595051420584,0.0,0.0,0.0,0.0,-34.07811628,1.1247760716283424,0.4296296296296296,37.0,75.0,8.0,85.4678,186.207,15.9994,1.0,7.0,16.0,4.177128,7.83352,13.61805,27.2895,,35.1211,46.9,14.5,141.0,0.82,1.9,3.44,0.706,,3.61,3.03,2.16,1.52,220.0,151.0,66.0,2.35,1.35,0.6,312.46,3459.0,54.8,961.0,5869.0,90.2,1532.0,21020.0,,55.76,8.86,17.36,2.19,34.08,0.22,72.0,705.0,3.41,58.0,48.0,0.02658,0.363,0.137,0.918,1.0,3.0,2.0,9.0,58.0,101.0
RbSbO3,Rb,Sb,O,Pm-3m,0.097,89.0,-26.83141869,23.5574754,1.72,0.6,1.35,6.177875182772809,3.5452123947630385,2.894653798986617,2.046829330450838,2.894653798986617,0.0,0.0,0.0,0.0,-25.96438079,1.1132399067911287,0.4444444444444444,37.0,51.0,8.0,85.4678,121.76,15.9994,1.0,15.0,16.0,4.177128,8.60839,13.61805,27.2895,16.63,35.1211,46.9,103.2,141.0,0.82,2.05,3.44,0.706,1.984,3.61,3.03,2.06,1.52,220.0,139.0,66.0,2.35,1.45,0.6,312.46,903.78,54.8,961.0,1860.0,90.2,1532.0,6697.0,,55.76,18.19,17.36,2.19,19.79,0.22,72.0,68.0,3.41,58.0,24.0,0.02658,0.363,0.207,0.918,1.0,2.0,2.0,9.0,88.0,101.0
RbWO3,Rb,W,O,Pm-3m,0.156,175.0,-38.81364282,29.1606002,1.72,0.62,1.35,8.206707547999503,3.4677685736792405,2.831421183857717,2.002117119501034,2.831421183857717,0.0,0.0,0.0,0.0,-36.32050124,1.1019379788034014,0.4592592592592592,37.0,74.0,8.0,85.4678,183.84,15.9994,1.0,6.0,16.0,4.177128,7.86403,13.61805,27.2895,16.1,35.1211,46.9,78.6,141.0,0.82,2.36,3.44,0.706,0.89,3.61,3.03,2.18,1.52,220.0,162.0,66.0,2.35,1.35,0.6,312.46,3695.0,54.8,961.0,5828.0,90.2,1532.0,19250.0,,55.76,9.47,17.36,2.19,52.31,0.22,72.0,800.0,3.41,58.0,170.0,0.02658,0.363,0.132,0.918,1.0,3.0,2.0,9.0,55.0,101.0
ReTlO3,Re,Tl,O,Pm-3m,0.0,207.49,-35.49951765,25.9260651,1.7,0.58,1.35,11.49363887128121,3.4526049991806262,1.9933624256823823,2.819040177124956,2.819040177124956,0.0,0.0,0.0,0.0,-33.70790334,1.1174485402170826,0.4296296296296296,75.0,81.0,8.0,186.207,204.3833,15.9994,7.0,13.0,16.0,7.83352,6.108194,13.61805,,20.4283,35.1211,14.5,19.2,141.0,1.9,1.62,3.44,,,3.61,2.16,1.96,1.52,151.0,145.0,66.0,1.35,1.9,0.6,3459.0,577.0,54.8,5869.0,1746.0,90.2,21020.0,11850.0,,8.86,17.22,17.36,34.08,4.142,0.22,705.0,165.0,3.41,48.0,46.0,0.02658,0.137,0.129,0.918,3.0,2.0,2.0,58.0,78.0,101.0
ScBO3,Sc,B,O,R-3c,0.0,161.0,-42.8633234833333,46.0813441,0.745,0.27,1.35,3.401755229527726,3.442130178418884,3.108851132143198,2.5139794558776205,2.8733270112268365,0.40059532500741807,0.9769072417393775,0.7961015669829504,0.27690559802333686,-40.5384598633333,0.9144374732011217,0.2,21.0,5.0,8.0,44.955912,10.811,15.9994,3.0,13.0,16.0,6.56149,8.29802,13.61805,12.79977,25.1548,35.1211,18.1,26.7,141.0,1.36,2.04,3.44,1.19,2.051,3.61,2.15,1.92,1.52,170.0,84.0,66.0,1.6,0.85,0.6,1814.0,2349.0,54.8,3103.0,4200.0,90.2,2985.0,2460.0,,15.0,4.39,17.36,14.1,50.2,0.22,318.0,507.0,3.41,16.0,27.0,0.02658,0.568,1.026,0.918,3.0,2.0,2.0,19.0,86.0,101.0
SrWN3,Sr,W,N,C2/m,0.003,102.0,-42.812151285,32.684244875,1.44,0.6,1.46,6.6690309205944525,4.247508559111188,3.2768140852891734,3.3556143117962525,3.440956785598301,0.9672684192260481,0.6160190017498502,1.2578828910492943,0.7393785546889398,-40.406952355,0.995441585165528,0.410958904109589,38.0,74.0,7.0,87.62,183.84,14.0067,2.0,6.0,15.0,5.69485,7.86403,14.5341,11.0301,16.1,29.6013,5.03,78.6,7.0,0.95,2.36,3.04,0.963,0.89,3.066,2.49,2.18,1.55,195.0,162.0,71.0,2.0,1.35,0.65,1050.0,3695.0,63.05,1655.0,5828.0,77.36,2630.0,19250.0,,33.94,9.47,13.54,7.43,52.31,0.355,137.0,800.0,2.79,35.0,170.0,0.02583,0.306,0.132,1.04,1.0,3.0,2.0,15.0,55.0,100.0
TiCdO3,Ti,Cd,O,R-3,0.0,150.0,-34.4196155333333,28.92860965,0.74,0.95,1.35,5.626587064644095,3.680918877870942,3.1756722286579144,3.2269276151261543,3.0193604160955196,0.32740937616813665,1.1906931017743398,0.9075744677292985,0.29116146419205857,-32.6693974133333,0.6425448576869063,0.7037037037037036,22.0,48.0,8.0,47.867,112.411,15.9994,4.0,12.0,16.0,6.82812,8.99382,13.61805,13.5755,16.90831,35.1211,7.6,0.0,141.0,1.54,1.69,3.44,1.38,1.52,3.61,2.11,2.18,1.52,160.0,144.0,66.0,1.4,1.55,0.6,1941.0,594.22,54.8,3560.0,1040.0,90.2,4507.0,8650.0,,10.64,13.0,17.36,14.15,6.21,0.22,425.0,100.0,3.41,22.0,97.0,0.02658,0.524,0.231,0.918,3.0,3.0,2.0,51.0,75.0,101.0
TiPbO3,Ti,Pb,O,P4mm,0.0,63.0,-38.044,26.1,0.74,1.19,1.35,7.29511216565533,3.4288551240481393,1.9114963184767944,2.6137785045842654,2.881777362798307,0.0,0.11333085598037204,0.16387022284483926,0.1071168151045684,-36.17090159,0.5818319577479859,0.8814814814814814,22.0,82.0,8.0,47.867,207.2,15.9994,4.0,14.0,16.0,6.82812,7.41663,13.61805,13.5755,15.03248,35.1211,7.6,35.1,141.0,1.54,2.33,3.44,1.38,,3.61,2.11,2.02,1.52,160.0,146.0,66.0,1.4,1.8,0.6,1941.0,600.61,54.8,3560.0,2022.0,90.2,4507.0,11340.0,,10.64,18.26,17.36,14.15,4.774,0.22,425.0,178.0,3.41,22.0,35.0,0.02658,0.524,0.13,0.918,3.0,2.0,2.0,51.0,82.0,101.0
TlCrO3,Tl,Cr,O,Pnma,0.0,66.0,-32.94955093,26.39191275,1.7,0.49,1.35,8.776351524750295,3.2207041124661764,2.9959933051168086,2.9818368283014114,3.147160982453567,0.05015902487480625,0.7900819849150219,0.9877844985933497,0.5824943636606538,-31.72019175,1.1721063492494401,0.36296296296296293,81.0,24.0,8.0,204.3833,51.9961,15.9994,13.0,6.0,16.0,6.108194,6.76651,13.61805,20.4283,16.4857,35.1211,19.2,64.3,141.0,1.62,1.66,3.44,,1.65,3.61,1.96,2.06,1.52,145.0,139.0,66.0,1.9,1.4,0.6,577.0,2180.0,54.8,1746.0,2944.0,90.2,11850.0,7140.0,,17.22,7.23,17.36,4.142,21.0,0.22,165.0,339.0,3.41,46.0,94.0,0.02658,0.129,0.449,0.918,2.0,3.0,2.0,78.0,57.0,101.0
TlIO3,Tl,I,O,R3m,0.0,57.27,-21.4612,22.06,1.7,0.95,1.35,6.486732823498101,3.842850080645303,2.8662770353144778,1.8405139878370118,2.837151514871232,0.0,5.042186672232753e-12,4.1224212780606115e-12,2.0386466580538264e-12,-20.75735856,0.9376850793995521,0.7037037037037036,81.0,53.0,8.0,204.3833,126.90447,15.9994,13.0,17.0,16.0,6.108194,10.45126,13.61805,20.4283,19.1313,35.1211,19.2,295.2,141.0,1.62,2.66,3.44,,2.359,3.61,1.96,1.98,1.52,145.0,139.0,66.0,1.9,1.4,0.6,577.0,386.85,54.8,1746.0,457.4,90.2,11850.0,4940.0,,17.22,25.72,17.36,4.142,7.76,0.22,165.0,20.9,3.41,46.0,0.449,0.02658,0.129,0.214,0.918,2.0,2.0,2.0,78.0,97.0,101.0
YVO3,Y,V,O,Pnma,0.0,177.47,-44.866734715,28.618223025,1.075,0.64,1.35,5.502764388228431,3.1422426613658123,2.9691297160471923,2.949381292162351,3.2428022006023096,0.054070085031966905,0.8140318175301319,0.9302688011314707,0.6792932577901354,-41.454188195,0.8616753489333554,0.47407407407407404,39.0,23.0,8.0,88.90585,50.9415,15.9994,3.0,5.0,16.0,6.2173,6.74619,13.61805,12.224,14.618,35.1211,29.6,50.6,141.0,1.22,1.63,3.44,1.12,1.53,3.61,2.32,2.07,1.52,190.0,153.0,66.0,1.8,1.35,0.6,1799.0,2183.0,54.8,3609.0,3680.0,90.2,4472.0,6110.0,,19.88,8.32,17.36,11.39,21.5,0.22,380.0,453.0,3.41,17.0,31.0,0.02658,0.298,0.489,0.918,3.0,3.0,2.0,25.0,54.0,101.0
YWN3,Y,W,N,Pmc21,0.039,181.17,-49.1965,33.42,1.075,0.62,1.46,7.879840413344933,3.4199706044522897,2.748824037755967,2.529392230042455,3.0476778811860843,0.10571940877474084,0.5828367652911729,0.820555296675862,0.3319272716556247,-44.846562750000004,0.8617863895711048,0.4246575342465754,39.0,74.0,7.0,88.90585,183.84,14.0067,3.0,6.0,15.0,6.2173,7.86403,14.5341,12.224,16.1,29.6013,29.6,78.6,7.0,1.22,2.36,3.04,1.12,0.89,3.066,2.32,2.18,1.55,190.0,162.0,71.0,1.8,1.35,0.65,1799.0,3695.0,63.05,3609.0,5828.0,77.36,4472.0,19250.0,,19.88,9.47,13.54,11.39,52.31,0.355,380.0,800.0,2.79,17.0,170.0,0.02583,0.298,0.132,1.04,3.0,3.0,2.0,25.0,55.0,100.0
