material_id,Name,A_site,B_site,X_site,Spacegroup,Ehull,Energy,nsites,density_MP,s_A,s_B,s_X
mp-1114101,RbTlBr3,Rb,Tl,Br,Fm-3m,0.0253148957499998,-27.23413919,10,4.28089303405057,1.72,1.5,1.96
mp-998606,RbTlBr3,Rb,Tl,Br,R3c,0.0265111777499998,-27.28133528,10,4.46429678096518,1.72,1.5,1.96
mp-1113994,RbTlCl3,Rb,Tl,Cl,Fm-3m,0.0306932017291621,-30.41206423,10,3.68270284692982,1.72,1.5,1.81
mp-998434,RbTlF3,Rb,Tl,F,Pbam,0.0417545685,-159.00955036,40,5.57530036676852,1.72,1.5,1.33
mp-1410049,RbTlF3,Rb,Tl,F,Amm2,0.0526172160000007,-19.83624704,5,5.37932207655019,1.72,1.5,1.33
mp-998607,RbTlF3,Rb,Tl,F,Cm,0.052865604,-19.83114671,5,5.37942587464343,1.72,1.5,1.33
mp-1113914,RbTlF3,Rb,Tl,F,Fm-3m,0.0,-40.19382486,10,5.12898025864311,1.72,1.5,1.33
mp-1114149,RbTlI3,Rb,Tl,I,Fm-3m,0.0912211315000002,-23.82063924,10,4.47320317620505,1.72,1.5,2.2
mp-975179,RbTlO3,Rb,Tl,O,Pm-3m,0.322265231500007,-20.06681736,5,6.29930918737916,1.72,0.885,1.42
mp-1209127,RbTmBr3,Rb,Tm,Br,Pnma,0.162204138388888,-71.82802954,20,4.79108231584969,1.72,1.03,1.96
mp-1209166,RbTmI3,Rb,Tm,I,Pnma,0.055267574722222,-65.32750654,20,5.30295647027592,1.72,1.03,2.2
mp-1209132,RbTmI3,Rb,Tm,I,Pnma,0.158676190722222,-63.2571511,20,4.96067973366874,1.72,1.03,2.2
mp-981550,RbTmO3,Rb,Tm,O,Pm-3m,0.243250292249999,-29.94642933,5,5.67674429489096,1.72,0.88,1.42
mp-11775,RbUO3,Rb,U,O,Pm-3m,0.0,-41.53050868,5,7.43688169556386,1.72,0.76,1.42
mp-568136,RbVBr3,Rb,V,Br,P-3c1,1.86106666664188e-05,-126.54844013,30,3.85704812442269,1.72,0.79,1.96
mp-29314,RbVBr3,Rb,V,Br,P6_3cm,0.0,-126.54886147,30,3.86131875221422,1.72,0.79,1.96
mp-570099,RbVBr3,Rb,V,Br,P6_3/mmc,0.0003378266666667,-42.18066957,10,3.881268067012,1.72,0.79,1.96
mp-23319,RbVCl3,Rb,V,Cl,P6_3/mmc,0.0,-46.19301696,10,2.91894429207626,1.72,0.79,1.81
mp-556424,RbVF3,Rb,V,F,Pm-3m,0.0,-27.85849154,5,4.11119997093434,1.72,0.79,1.33
mp-672346,RbVI3,Rb,V,I,P6_3cm,0.0222280823333323,-113.8786613,30,4.29929100550042,1.72,0.79,2.2
mp-19031,RbVO3,Rb,V,O,Pbcm,0.0,-132.74917396,20,3.30389733241364,1.72,0.54,1.42
mp-1076638,RbVO3,Rb,V,O,Pm-3m,0.357393585,-31.40368902,5,5.10235036540968,1.72,0.54,1.42
mp-975138,RbWO3,Rb,W,O,Pm-3m,0.1532382055,-32.3710672,5,7.98524434365442,1.72,0.62,1.42
mp-571418,RbYbBr3,Rb,Yb,Br,Pnma,0.0,-69.72327464,20,4.63547051155717,1.72,1.02,1.96
mp-6952,RbYbF3,Rb,Yb,F,Pm-3m,0.0,-26.34214825,5,5.95054679182029,1.72,1.02,1.33
mp-568796,RbYbI3,Rb,Yb,I,Pnma,0.0008237895000009,-60.40109286,20,4.88170467677382,1.72,1.02,2.2
mp-980537,RbYbO3,Rb,Yb,O,Pm-3m,0.418669306,-23.37420463,5,5.43209436159146,1.72,0.868,1.42
mp-975173,RbYO3,Rb,Y,O,Pm-3m,0.256370943874999,-31.57059325,5,3.93800267427111,1.72,1.075,1.42
mp-4975,RbZnF3,Rb,Zn,F,P6_3/mmc,0.0,-123.41474956,30,4.48997161496941,1.72,0.9,1.33
mp-975159,RbZnO3,Rb,Zn,O,Pm-3m,0.418686624,-19.4199062,5,4.57376386325047,1.72,0.9,1.42
mp-974581,ReBiO3,Re,Bi,O,Pm-3m,0.501623485250001,-35.13930751,5,11.2990662176158,0.63,1.03,1.42
mp-974724,ReClO3,Re,Cl,O,P2_1/c,0.0,-142.93600361,20,4.09006771045498,0.53,1.81,1.42
mp-1245819,ReMoN3,Re,Mo,N,P-1,0.355935855900002,-187.25904105,20,6.22652697651133,0.58,0.65,1.46
mp-974511,ReSbO3,Re,Sb,O,Pm-3m,0.603808143666666,-34.8454206,5,9.30144898763136,0.63,0.76,1.42
mp-1247323,ReWN3,Re,W,N,P-1,0.306757530166665,-198.70733942,20,11.0301194227193,0.58,0.66,1.46
mp-1246660,RhWN3,Rh,W,N,P-1,0.380526966,-175.832074,20,7.57618422246485,0.665,0.6,1.46
mp-974337,RuPbO3,Ru,Pb,O,Pm-3m,0.175983216201388,-32.26682085,5,9.24271585902522,0.62,1.19,1.42
mp-28109,SbAsO3,Sb,As,O,P2_1/c,0.0,-120.20513985,20,4.53699588154357,0.76,0.58,1.42
mp-1186920,SbAuO3,Sb,Au,O,Pm-3m,0.376001137666663,-24.67111665,5,9.49792538014152,0.76,0.85,1.42
mp-1186948,SbPbO3,Sb,Pb,O,Pm-3m,0.170023494109374,-28.43961029,5,8.34965536910802,0.76,1.19,1.42
mp-1186927,SbPdO3,Sb,Pd,O,Pm-3m,0.506670652750003,-26.64445253,5,7.20120319941793,0.76,0.76,1.42
mp-776150,ScAgO3,Sc,Ag,O,Cmmm,0.0606846089166657,-65.00190926,10,5.05217863188876,0.87,0.75,1.42
mp-4471,ScAlO3,Sc,Al,O,Pnma,0.0280202173750013,-164.83135738,20,4.1693148519092,0.87,0.535,1.42
mp-973156,ScAsO3,Sc,As,O,Pm-3m,1.046996032625,-32.53734312,5,4.5507631504695,0.87,0.58,1.42
mp-754009,ScBiO3,Sc,Bi,O,R3c,0.0214323768750004,-73.84052235,10,7.0851452710343,0.87,1.03,1.42
mp-555769,ScBiO3,Sc,Bi,O,C2/c,0.0344824253749998,-147.42969529,20,7.10662287539841,0.87,1.03,1.42
mp-756205,ScBiO3,Sc,Bi,O,Pnma,0.0321571613749994,-147.4835296,20,7.47687260462449,0.87,1.03,1.42
mp-555313,ScBiO3,Sc,Bi,O,Cc,0.0337337538750004,-147.43315928,20,7.10113828194407,0.87,1.03,1.42
mp-550008,ScBiO3,Sc,Bi,O,Pm-3m,0.357016045875,-35.24326895,5,7.4050057433499,0.87,1.03,1.42
mp-1101383,ScBiO3,Sc,Bi,O,R-3,0.0735853158750004,-73.32552159,10,7.06756665984499,0.87,1.03,1.42
mp-8697,ScBO3,Sc,B,O,R-3c,0.0,-85.94870924,10,3.34691130581356,0.87,0.27,1.42
mp-1186980,ScCoO3,Sc,Co,O,Pm-3m,0.556738233874993,-34.62526919,5,5.13644208991939,0.87,0.61,1.42
mp-1643785,ScCoO3,Sc,Co,O,P2_1/c,0.0667059503749936,-149.04594831,20,4.98291729659951,0.87,0.61,1.42
mp-754124,ScCoO3,Sc,Co,O,Pnma,0.0669737393749941,-157.57719119,20,5.29757974388817,0.87,0.61,1.42
mp-18961,ScCrO3,Sc,Cr,O,Pnma,0.0368469178750033,-169.27939333,20,4.61856930773587,0.87,0.615,1.42
mp-973068,ScCuO3,Sc,Cu,O,Pm-3m,0.5634292605,-32.3709066,5,5.01214970856626,0.87,0.54,1.42
mp-771123,ScFeO3,Sc,Fe,O,P6_3cm,0.058397885541666,-235.30904983,30,4.32314242156776,0.87,0.55,1.42
mp-769734,ScFeO3,Sc,Fe,O,Pnma,0.0839461803749977,-156.37418046,20,4.6571186950126,0.87,0.55,1.42
mp-756419,ScFeO3,Sc,Fe,O,P2_1/c,0.138111688874998,-164.86056812,20,4.90811819135358,0.87,0.55,1.42
mp-754342,ScFeO3,Sc,Fe,O,P6_3/mmc,0.0729476268749973,-82.43876006,10,4.28901374071577,0.87,0.55,1.42
mp-754165,ScGaO3,Sc,Ga,O,P6_3/mmc,0.0176113473749995,-75.29032159,10,4.75428229270026,0.87,0.62,1.42
mp-769079,ScGaO3,Sc,Ga,O,P6_3cm,0.004530560708333,-226.26646028,30,4.82445896818823,0.87,0.62,1.42
mp-754239,ScGaO3,Sc,Ga,O,Pnma,0.076462109875,-149.41072097,20,5.22101885179706,0.87,0.62,1.42
mp-768358,ScInO3,Sc,In,O,P6_3/mmc,0.0736459318750002,-72.82200128,10,5.20122950054126,0.87,0.92,1.42
mp-18954,ScMnO3,Sc,Mn,O,P6_3cm,0.0077854388958407,-248.98682297,30,4.26738799205127,0.87,0.645,1.42
mp-1105811,ScMnO3,Sc,Mn,O,P2_1/c,0.0499739205625076,-165.13729365,20,4.51587288776234,0.87,0.645,1.42
mp-1246879,ScMoN3,Sc,Mo,N,P-1,0.121703519233334,-183.17361936,20,3.89691536467259,0.87,0.59,1.46
mp-973123,ScPdO3,Sc,Pd,O,Pm-3m,0.820065729875001,-31.98422406,5,4.87905091763284,0.87,0.76,1.42
mp-1188449,ScRhO3,Sc,Rh,O,Pnma,0.0511400981249963,-155.49163912,20,6.04993063243506,0.87,0.665,1.42
mp-1196890,ScRhO3,Sc,Rh,O,P2_1/c,0.0246142638749962,-312.03276362,40,6.01097131653863,0.87,0.665,1.42
mp-1186993,ScSiO3,Sc,Si,O,Pm-3m,0.707826589968748,-38.35348635,5,4.37142426448519,0.87,0.4,1.42
mp-981376,ScSnO3,Sc,Sn,O,Pm-3m,0.672475899499998,-34.47925689,5,5.07207841623923,0.87,0.81,1.42
mp-1101375,ScTiO3,Sc,Ti,O,R-3,0.0692020078750009,-89.68274054,10,4.12127046071951,0.87,0.67,1.42
mp-754092,ScTiO3,Sc,Ti,O,Pna2_1,0.096638373874999,-178.80481429,20,4.35970327786191,0.87,0.67,1.42
mp-752429,ScTlO3,Sc,Tl,O,Pnma,0.0787690023749992,-135.05684125,20,7.70305175160208,0.87,0.885,1.42
mp-7276,ScUS3,Sc,U,S,Cmcm,0.0280006710000009,-76.58988836,10,6.07241657614729,0.87,1.025,1.84
mp-756546,ScVO3,Sc,V,O,Pnma,0.0493919895000037,-178.07402082,20,4.59550945260136,0.87,0.64,1.42
mp-972978,ScVO3,Sc,V,O,Pm-3m,0.725788689000005,-38.70218677,5,4.40166171354137,0.87,0.64,1.42
mp-1246967,ScWN3,Sc,W,N,P-1,0.135583997500001,-193.36097103,20,5.60206061931817,0.87,0.6,1.46
mp-1186999,SiAgO3,Si,Ag,O,Pm-3m,0.481597106000002,-29.31695835,5,6.43211258425182,0.4,0.94,1.42
mp-972827,SiBiO3,Si,Bi,O,Pm-3m,0.717313176833339,-31.17677669,5,8.58305410977062,0.4,1.03,1.42
mp-972839,SiBO3,Si,B,O,Pm-3m,1.90558408897918,-29.87385159,5,3.3577610717789,0.4,0.27,1.42
mp-972822,SiBO3,Si,B,O,Pm-3m,1.91629945097918,-29.83252446,5,3.88564611016815,0.4,0.27,1.42
mp-1209042,SiCCl3,Si,C,Cl,C2/m,0.1427950083,-145.60660163,30,1.69531671422336,0.4,0.16,1.81
mp-769171,SiGeO3,Si,Ge,O,Pbca,0.10603612629167,-563.40168054,80,3.85192446849473,0.4,0.73,1.42
mp-1186997,SiMoO3,Si,Mo,O,Pm-3m,0.891918091500007,-34.22107611,5,5.89610093205874,0.4,0.69,1.42
mp-978489,SiPbO3,Si,Pb,O,Pm-3m,0.423951939166668,-32.77560492,5,8.93326294821793,0.4,1.19,1.42
mp-21723,SiPbO3,Si,Pb,O,P2/c,0.0,-418.76108396,60,6.00378548028017,0.4,1.19,1.42
mp-978490,SiPdO3,Si,Pd,O,Pm-3m,0.712795403000004,-31.20167132,5,6.50485314215425,0.4,0.86,1.42
mp-36053,SiPN3,Si,P,N,Cc,0.0233273513333341,-156.28577297,20,2.93350521300856,0.4,0.38,1.46
mp-1219220,SiPN3,Si,P,N,P2_1,0.0161487693333342,-78.21626912,10,2.94738364434235,0.4,0.38,1.46
mp-776110,SiSnO3,Si,Sn,O,P2/c,0.02590829516667,-421.75419144,60,4.25768182162878,0.4,0.81,1.42
mp-978493,SiSnO3,Si,Sn,O,Pm-3m,0.486258473000003,-32.84381563,5,6.32300151443959,0.4,0.81,1.42
mp-1075933,SmAgO3,Sm,Ag,O,Pm-3m,0.423643064166668,-28.72141448,5,7.54829565408826,1.24,0.75,1.42
mp-7405,SmAlO3,Sm,Al,O,Pnma,0.0,-158.94204441,20,6.961196487332,1.24,0.535,1.42
mp-1187025,SmAlO3,Sm,Al,O,Pnma,0.0051844455000011,-158.83691005,20,6.98151349280071,1.24,0.535,1.42
mp-978503,SmBeO3,Sm,Be,O,Pm-3m,0.284335066249999,-35.67237873,5,7.21903455955593,1.24,0.45,1.42
mp-1219113,SmBiS3,Sm,Bi,S,Pnma,0.0107282652500009,-107.92286495,20,6.19704499138071,1.24,1.03,1.84
mp-8627,SmBO3,Sm,B,O,P-1,0.0,-166.47095689,20,5.68319171500169,1.24,0.27,1.42
mp-760477,SmBO3,Sm,B,O,Ama2,0.0608205275000007,-82.62738777,10,5.40607403399457,1.24,0.27,1.42
mp-1173486,SmBO3,Sm,B,O,Pnma,0.0365078440000008,-165.5109424,20,5.36810225979747,1.24,0.27,1.42
mp-972448,SmBS3,Sm,B,S,Pna2_1,0.0154988095300004,-119.88353151,20,4.27479460867128,1.24,0.27,1.84
mp-20016,SmCoO3,Sm,Co,O,Pnma,0.0,-151.03312741,20,7.82640342161272,1.24,0.61,1.42
mp-22549,SmCoO3,Sm,Co,O,Pm-3m,0.130553111,-37.09950339,5,7.87777537395294,1.24,0.61,1.42
mp-19257,SmCrO3,Sm,Cr,O,Pm-3m,0.197281755500001,-39.91812151,5,7.12119931362149,1.24,0.615,1.42
mp-1105788,SmCrO3,Sm,Cr,O,Pnma,0.0,-163.64195885,20,7.04437927802556,1.24,0.615,1.42
mp-15932,SmCrS3,Sm,Cr,S,Pnma,0.0010327324999988,-134.48773479,20,5.24122588589514,1.24,0.615,1.84
mp-770767,SmCuO3,Sm,Cu,O,Pnma,0.0,-134.51063597,20,7.12204141679586,1.24,0.54,1.42
mp-1076706,SmCuO3,Sm,Cu,O,Pm-3m,0.1243862085,-32.94451549,5,7.86918377475123,1.24,0.54,1.42
mp-772548,SmCuO3,Sm,Cu,O,R-3c,0.0334752764999999,-66.94781437,10,7.68540677430857,1.24,0.54,1.42
mp-756452,SmDyO3,Sm,Dy,O,Pnma,0.074952790624998,-165.64686274,20,8.04255426820408,1.24,0.912,1.42
mp-754203,SmErO3,Sm,Er,O,Pnma,0.0595117541249994,-166.27172129,20,8.36050108776358,1.24,0.89,1.42
mp-1105437,SmFeO3,Sm,Fe,O,Pnma,0.3348317365,-146.02133189,20,5.21195316364547,1.24,0.55,1.42
mp-20243,SmFeO3,Sm,Fe,O,Pnma,0.0,-159.43163999,20,7.23697248274719,1.24,0.55,1.42
mp-1099588,SmFeO3,Sm,Fe,O,Pm-3m,0.222370185499999,-36.61853098,5,7.06620225836977,1.24,0.55,1.42
mp-978504,SmGaO3,Sm,Ga,O,Pm-3m,0.210192991083311,-35.09364091,5,7.72738538135121,1.24,0.62,1.42
mp-1219055,SmGdS3,Sm,Gd,S,Pnma,0.0,-166.35736446,20,5.91380508204828,1.24,1.107,1.84
mp-978926,SmGeO3,Sm,Ge,O,Pm-3m,0.508299215468751,-34.41427001,5,7.32012239234576,1.32,0.53,1.42
mp-755717,SmHoO3,Sm,Ho,O,Pnma,0.066932636999999,-165.95257475,20,8.22546622999608,1.24,1.12,1.42
mp-752437,SmInO3,Sm,In,O,Pnma,0.0303930866249988,-138.98793814,20,7.54322734410124,1.24,0.92,1.42
mp-1101371,SmLuO3,Sm,Lu,O,Pnma,0.0395454042499992,-167.15356894,20,8.79859114158487,1.24,1.032,1.42
mp-1208832,SmLuSe3,Sm,Lu,Se,P2_1/m,0.0024817747499996,-116.22628418,20,7.04531506095916,1.24,1.032,1.98
mp-1232277,SmMgS3,Sm,Mg,S,R-3,0.305190856666669,-151.67773416,30,3.73428024327172,1.24,0.89,1.84
mp-1232244,SmMgS3,Sm,Mg,S,C2/m,0.373260237000002,-99.5404396,10,3.32757062297706,1.24,0.89,1.84
mp-1232201,SmMgSe3,Sm,Mg,Se,R-3,0.264392664233334,-137.29267205,30,4.97332937509881,1.24,0.89,1.98
mp-1232154,SmMgSe3,Sm,Mg,Se,C2/m,0.323557296400002,-90.51081422,20,4.87627047803015,1.24,0.89,1.98
mp-1237966,SmMgSe3,Sm,Mg,Se,C2/m,0.365658597900001,-89.21400632,10,4.60092936634973,1.24,0.89,1.98
mp-22203,SmMnO3,Sm,Mn,O,Pnma,0.0,-167.28833844,20,7.09745772948165,1.24,0.645,1.42
mp-1075973,SmMnO3,Sm,Mn,O,Pm-3m,0.19960384,-38.86556199,5,7.11753809177361,1.24,0.645,1.42
mp-22495,SmNiO3,Sm,Ni,O,Pnma,0.0,-144.33512499,20,7.69047937923294,1.24,0.56,1.42
mp-1099668,SmNiO3,Sm,Ni,O,Pm-3m,0.121692334999998,-32.2196404,5,7.81573537770831,1.24,0.56,1.42
mp-981250,SmPuO3,Sm,Pu,O,Pm-3m,0.733932247124999,-46.42863423,5,8.9015949654507,1.24,1.0,1.42
mp-3317,SmRhO3,Sm,Rh,O,Pnma,0.0,-149.97757385,20,8.16693673874786,1.24,0.665,1.42
mp-1207179,SmSbO3,Sm,Sb,O,Pm-3m,0.860086120999994,-31.71567114,5,6.83241213283637,1.24,0.76,1.42
mp-31118,SmScO3,Sm,Sc,O,Pnma,0.0,-173.75958417,20,6.22403992098279,1.24,0.87,1.42
mp-1188840,SmScS3,Sm,Sc,S,Pnma,0.0,-133.75414171,20,4.38887383696072,1.24,0.87,1.84
mp-978506,SmSiO3,Sm,Si,O,Pm-3m,0.660038604624994,-37.11171967,5,7.0260727478606,1.32,0.4,1.42
mp-22416,SmTiO3,Sm,Ti,O,Pnma,0.0486076472499946,-173.40361037,20,6.71847139594713,1.24,0.67,1.42
mp-1099583,SmTiO3,Sm,Ti,O,Pm-3m,0.196237995249994,-42.61068569,5,6.82007971863255,1.24,0.67,1.42
mp-754787,SmTlO3,Sm,Tl,O,Pnma,0.0731567521249987,-127.64217546,20,8.94069893814185,1.24,0.885,1.42
mp-776439,SmTmO3,Sm,Tm,O,Pnma,0.0516059673749982,-166.41791452,20,8.45239062226984,1.24,0.88,1.42
mp-20702,SmVO3,Sm,V,O,Pm-3m,0.299045315499999,-42.25487593,5,7.18937162567975,1.24,0.64,1.42
mp-1188225,SmVO3,Sm,V,O,Pnma,0.0,-164.42959973,20,6.84462509309776,1.24,0.64,1.42
mp-755685,SmYO3,Sm,Y,O,Pna2_1,0.0638265499999999,-172.92252487,20,6.34712734368313,1.24,1.075,1.42
mp-972442,SnBO3,Sn,B,O,Pm-3m,1.12849799606248,-29.66197571,5,6.91763859989156,0.81,0.27,1.42
mp-772724,SnBO3,Sn,B,O,Cc,0.0905246665624846,-139.33431265,20,4.03490609624482,0.81,0.27,1.42
mp-1068985,SnCCl3,Sn,C,Cl,R3m,1.29055422975,-16.12734463,5,3.28682273532405,0.81,0.16,1.81
mp-1068389,SnCCl3,Sn,C,Cl,Pm-3m,1.65131107375,-14.35229444,5,2.69117019380498,0.81,0.16,1.81
mp-729742,SnCCl3,Sn,C,Cl,Cm,1.16468950175,-16.76349833,5,2.43031061274041,0.81,0.16,1.81
mp-769144,SnGeO3,Sn,Ge,O,P2/c,0.0,-371.30088794,60,4.76565930935215,0.81,0.73,1.42
mp-1101394,SnGeO3,Sn,Ge,O,R-3,0.103020028,-60.84735051,10,5.0563548558885,0.81,0.73,1.42
mp-1187065,SnGeO3,Sn,Ge,O,Pm-3m,0.273269262,-29.57375468,5,6.88793068538683,0.81,0.73,1.42
mp-5045,SnGeS3,Sn,Ge,S,P2_1/c,0.0,-91.80543641,20,3.414484883889,0.81,0.73,1.84
mp-1101720,SnPbO3,Sn,Pb,O,Pbam,0.0762580784999996,-236.07092686,40,8.79226531561412,0.81,1.19,1.42
mp-978952,SnPbO3,Sn,Pb,O,Pm-3m,0.1167542735,-29.30797955,5,8.82874290564484,0.81,1.19,1.42
mp-504543,SnPbO3,Sn,Pb,O,Fd-3m,0.155305781999999,-116.44876182,20,7.98167408333011,0.81,1.19,1.42
mp-1188095,SnPbS3,Sn,Pb,S,Pnma,0.0070812489999969,-89.0638955,20,5.71017141530944,0.81,1.19,1.84
mp-726037,SnPO3,Sn,P,O,Cc,0.310660673366673,-63.64223267,10,3.55697331657195,0.81,0.44,1.42
mp-4252,SnPS3,Sn,P,S,P2_1/c,0.0070361819999993,-94.11688456,20,3.37103441455285,0.81,0.44,1.84
mp-13923,SnPS3,Sn,P,S,Pc,0.0,-94.253016,20,3.24456359822103,0.81,0.44,1.84
mp-1080140,SnPS3,Sn,P,S,C2/m,0.0456553670000002,-46.66805604,10,3.01607722593815,0.81,0.44,1.84
mp-1079752,SnPS3,Sn,P,S,R-3,0.0456265369999995,-46.66931057,10,3.0346394931138,0.81,0.44,1.84
mp-673705,SnPSe3,Sn,P,Se,P2_1/c,0.178147437499999,-80.88390068,20,4.2385320639134,0.81,0.44,1.98
mp-570370,SnPSe3,Sn,P,Se,Pc,0.0,-84.45359659,20,4.69990347135495,0.81,0.44,1.98
mp-5706,SnPSe3,Sn,P,Se,P2_1/c,0.0032158004999995,-84.39061661,20,4.71861292971994,0.81,0.44,1.98
mp-979294,SrAgO3,Sr,Ag,O,Pm-3m,0.112504430000001,-24.25305852,5,5.82263650958786,1.44,0.75,1.42
mp-1068011,SrAlH3,Sr,Al,H,Pm-3m,0.699012910285716,-13.98625801,5,2.02581922980043,1.44,0.535,2.08
mp-978862,SrAlO3,Sr,Al,O,Pm-3m,0.0508495222499947,-33.36909135,5,4.78425668460844,1.44,0.535,1.42
mp-978851,SrAsO3,Sr,As,O,Pm-3m,0.245648954499998,-30.49940406,5,5.56687680819698,1.44,0.58,1.42
mp-1187146,SrAuO3,Sr,Au,O,Pm-3m,0.274543589999999,-24.85800717,5,7.8065693396284,1.44,0.85,1.42
mp-1187143,SrBeO3,Sr,Be,O,Pm-3m,0.376971984999999,-29.14798646,5,4.61347819409923,1.44,0.45,1.42
mp-29164,SrBiO3,Sr,Bi,O,P2_1/c,0.0,-118.65245731,20,7.13609272681293,1.44,1.03,1.42
mp-28476,SrBiSe3,Sr,Bi,Se,P2_12_12_1,0.0,-337.93903133,80,6.09062028951659,1.44,1.03,1.98
mp-1189840,SrBO3,Sr,B,O,Pnma,0.062341577874995,-141.05845287,20,3.46750690182947,1.44,0.27,1.42
mp-978842,SrCaO3,Sr,Ca,O,Pm-3m,0.467312725999997,-27.36913392,5,3.480772800607,1.44,1.34,1.42
mp-22428,SrCeO3,Sr,Ce,O,Pnma,0.0085144779999968,-153.90392669,20,5.63253905035804,1.44,0.87,1.42
mp-1218370,SrCO3,Sr,C,O,R32,0.0317049775000005,-37.02755253,5,3.28879323054517,1.44,0.16,1.42
mp-38035,SrCO3,Sr,C,O,R-3c,0.0232246075000004,-74.13670656,10,3.29549224774942,1.44,0.16,1.42
mp-3822,SrCO3,Sr,C,O,Pnma,0.0,-148.74897925,20,3.63595578334996,1.44,0.16,1.42
mp-33746,SrCO3,Sr,C,O,C2/m,0.0361576455000003,-74.01408814,10,3.4810197990398,1.44,0.16,1.42
mp-562466,SrCoO3,Sr,Co,O,P-1,0.0733170399274217,-117.74389502,20,4.97403205821672,1.44,0.53,1.42
mp-1273854,SrCoO3,Sr,Co,O,P4/mmm,0.0352577109274206,-119.17279567,20,5.56560391552512,1.44,0.53,1.42
mp-1283849,SrCoO3,Sr,Co,O,P4/mbm,0.0182290649274206,-59.65083958,10,5.42500927084734,1.44,0.53,1.42
mp-505766,SrCoO3,Sr,Co,O,Pm-3m,0.0817968879274202,-32.11368951,10,5.68979710664649,1.44,0.53,1.42
mp-1272815,SrCoO3,Sr,Co,O,Amm2,0.0395083094274211,-118.66785424,20,5.4879828648204,1.44,0.53,1.42
mp-550781,SrCoO3,Sr,Co,O,P2_1/m,0.0874531174274216,-127.55835173,20,4.93753040562392,1.44,0.53,1.42
mp-752441,SrCrO3,Sr,Cr,O,P6_3/mmc,0.0857306939374976,-228.40969208,30,5.26050621913271,1.44,0.55,1.42
mp-781082,SrCrO3,Sr,Cr,O,Ama2,0.0652886416517839,-489.24738936,70,5.06740319516227,1.44,0.55,1.42
mp-20029,SrCrO3,Sr,Cr,O,Pm-3m,0.0725450819374967,-38.00327474,5,5.43255938806433,1.44,0.55,1.42
mp-755321,SrCrO3,Sr,Cr,O,P6_3/mmc,0.0964323934374969,-152.18501534,20,5.16780805943415,1.44,0.55,1.42
mp-761337,SrCrO3,Sr,Cr,O,Ama2,0.0576359589374968,-209.90220176,30,5.12499729211012,1.44,0.55,1.42
mp-1372100,SrCrO3,Sr,Cr,O,Cmcm,0.169051027937498,-207.03364362,30,5.12499446657101,1.44,0.55,1.42
mp-1325463,SrCrO3,Sr,Cr,O,Cmcm,0.198580512080354,-481.01143789,70,5.05845840903256,1.44,0.55,1.42
mp-769855,SrCrO3,Sr,Cr,O,Ama2,0.0702200274374976,-139.69246968,20,5.03468298965531,1.44,0.55,1.42
mp-1192969,SrCuO3,Sr,Cu,O,Pmma,0.045769814791667,-162.30594168,30,5.61278222984442,1.44,0.54,1.42
mp-29049,SrCuO3,Sr,Cu,O,Pmmm,0.0427257767916673,-162.42625992,15,5.56155572273705,1.44,0.54,1.42
mp-1076711,SrCuO3,Sr,Cu,O,Pm-3m,0.0082693021250017,-27.22724376,5,5.64225105857569,1.44,0.54,1.42
mp-1187145,SrDyO3,Sr,Dy,O,Pm-3m,0.252805650000001,-34.25640258,5,5.91995531430728,1.44,0.912,1.42
mp-1187147,SrErO3,Sr,Er,O,Pm-3m,0.222959852249999,-34.48101935,5,6.17450327141058,1.44,0.89,1.42
mp-1100775,SrEuO3,Sr,Eu,O,Pm-3m,0.183555596874999,-38.14076146,5,5.66902996063974,1.44,1.062,1.42
mp-510624,SrFeO3,Sr,Fe,O,Pm-3m,0.0,-31.78010261,5,5.31128285613664,1.44,0.585,1.42
mp-555731,SrGeO3,Sr,Ge,O,P-62m,0.112676463333334,-96.73937507,15,4.17208215211709,1.44,0.53,1.42
mp-17464,SrGeO3,Sr,Ge,O,C2/c,0.0,-196.85927438,30,4.17756544155109,1.44,0.53,1.42
mp-1016999,SrGeO3,Sr,Ge,O,Pm-3m,0.150044169333334,-32.05648735,5,6.02790594596918,1.44,0.53,1.42
mp-554869,SrGeO3,Sr,Ge,O,P-1,0.0018847388333336,-393.60214424,60,4.42724012025676,1.44,0.53,1.42
mp-1207079,SrPdH3,Sr,Pd,H,Pm-3m,0.0,-19.61466184,5,5.74067471754319,1.44,0.59,2.08
mp-550908,SrHfO3,Sr,Hf,O,P4/mbm,0.0128695209999989,-86.85963733,10,7.49018875866704,1.44,0.83,1.42
mp-3378,SrHfO3,Sr,Hf,O,Pnma,0.0,-173.97577443,20,7.50874039698422,1.44,0.83,1.42
mp-4551,SrHfO3,Sr,Hf,O,Pm-3m,0.0329575589999997,-43.3293164,5,7.34425744784706,1.44,0.83,1.42
mp-13108,SrHfO3,Sr,Hf,O,P4mm,0.0328964169999999,-43.32958294,5,7.33550571780208,1.44,0.83,1.42
mp-13109,SrHfO3,Sr,Hf,O,Imma,0.0026803519999987,-86.96082833,10,7.49338541195359,1.44,0.83,1.42
mp-3721,SrHfO3,Sr,Hf,O,I4/mcm,0.0060620920000005,-86.92702753,10,7.49165439376345,1.44,0.83,1.42
mp-4673,SrHfO3,Sr,Hf,O,Cmcm,0.0044495510000004,-173.88673873,20,7.49368188057462,1.44,0.83,1.42
mp-1208643,SrHfS3,Sr,Hf,S,Pnma,0.0,-132.37180507,20,5.09957341908663,1.44,0.83,1.84
