material_id,Name,mean_A2B,X_IEII,X_Z,mean_X2X,mean_A2X,X_Rvdw,A_Rvdw,X_EA,E_coh,X_Kappa,B_Kappa,A_IEI,A_ChiA,X_IEI,B_EA,X_MV,X_ChiP,std_A2X,A_Z,A_ChiP,A_Kappa,A_MP,B_ChiP,std_B2X,B_Z,B_MP,A_CvM,A_EA,B_Rho,B_IEI,B_Hf,density,A_B,OF,A_G,TF,X_Rho,B_MV,std_A2B,B_CvM
mp-570290,MnTlCl3,4.390119560449223,23.8136,17.0,3.584517610970721,2.53463671,1.75,2.05,349.0,-21.19168316,0.0089,46.0,7.43402,1.75,12.96763,19.2,17.39,3.16,0.0,25.0,1.55,7.8,1519.0,1.62,0.0,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,4.661369891325277,3.0,0.8287292817679558,7.0,0.5917479709627603,3214.0,17.22,0.0,0.129
mp-570300,MnTlCl3,4.812551367119834,23.8136,17.0,3.956587372207223,2.937384358389916,1.75,2.05,349.0,-88.64454961,0.0089,46.0,7.43402,1.75,12.96763,19.2,17.39,3.16,0.7668923804936866,25.0,1.55,7.8,1519.0,1.62,0.2713367826736665,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,4.618655880392355,3.0,0.8287292817679558,7.0,0.5917479709627603,3214.0,17.22,0.658957507846478,0.129
mp-30528,MnTlCl3,4.338093240960884,23.8136,17.0,3.805441402020422,2.5508811540685743,1.75,2.05,349.0,-88.15927242,0.0089,46.0,7.43402,1.75,12.96763,19.2,17.39,3.16,0.0042555506967643,25.0,1.55,7.8,1519.0,1.62,0.2494651923892235,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,4.693962605524532,3.0,0.8287292817679558,7.0,0.5917479709627603,3214.0,17.22,0.0446131654398664,0.129
mp-998762,MnTlF3,3.717778114645992,34.9708,9.0,3.03253231816766,2.1551029999015,1.47,2.05,328.0,-26.11378388,0.0277,46.0,7.43402,1.75,17.4228,19.2,11.2,3.98,0.0013072042893294,25.0,1.55,7.8,1519.0,1.62,0.0116704634578788,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,6.532573564569603,3.0,1.1278195488721805,7.0,0.572181812338231,1696.0,17.22,0.0,0.129
mp-23443,MnTlI3,4.928922802985811,19.1313,53.0,4.229575785610505,2.9152723083357928,1.98,2.05,295.2,-73.85354661999999,0.449,46.0,7.43402,1.75,10.45126,19.2,25.72,2.66,0.064564981189708,25.0,1.55,7.8,1519.0,1.62,0.3020983228757436,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,5.844785602774563,3.0,0.6818181818181818,7.0,0.6039074131214838,4940.0,17.22,0.1163640988700925,0.129
mp-770870,MnTlO3,3.2548019777781074,35.1211,8.0,3.206616858833004,3.012806388383145,1.52,2.05,141.0,-119.45048073,0.02658,46.0,7.43402,1.75,13.61805,19.2,17.36,3.44,0.9576913892802762,25.0,1.55,7.8,1519.0,1.62,0.8550189005907817,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,8.500617187428816,3.0,0.6232394366197184,7.0,0.6334817801085556,1429.0,17.22,0.0537174744661287,0.129
mp-768374,MnTlO3,3.650812673677162,35.1211,8.0,3.559743199428961,3.5542425114844645,1.52,2.05,141.0,-191.88547720000005,0.02658,46.0,7.43402,1.75,13.61805,19.2,17.36,3.44,1.148163771634246,25.0,1.55,7.8,1519.0,1.62,1.047702056883845,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,7.911493541210095,3.0,0.6232394366197184,7.0,0.6334817801085556,1429.0,17.22,0.147617782621911,0.129
mp-1311921,MnTlO3,3.3335327442492524,35.1211,8.0,3.143930937826036,3.047155966806364,1.52,2.05,141.0,-119.12493659,0.02658,46.0,7.43402,1.75,13.61805,19.2,17.36,3.44,0.9873338164859384,25.0,1.55,7.8,1519.0,1.62,0.7960878584337202,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,8.32854352491347,3.0,0.6232394366197184,7.0,0.6334817801085556,1429.0,17.22,0.0731813655383331,0.129
mp-768432,MnTlO3,3.66711599621822,35.1211,8.0,2.752245958707306,1.911478064321383,1.52,2.05,141.0,-63.87234630999999,0.02658,46.0,7.43402,1.75,13.61805,19.2,17.36,3.44,0.0197547040980937,25.0,1.55,7.8,1519.0,1.62,0.3173948495775383,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,7.684975113318223,3.0,0.6232394366197184,7.0,0.6334817801085556,1429.0,17.22,0.0569715158275085,0.129
mp-753819,MnTlO3,3.3123144556912174,35.1211,8.0,3.122366954413191,3.032888587942997,1.52,2.05,141.0,-127.11787564,0.02658,46.0,7.43402,1.75,13.61805,19.2,17.36,3.44,1.0145846077048348,25.0,1.55,7.8,1519.0,1.62,0.7853436485910102,81.0,577.0,0.479,0.0,11850.0,6.108194,4.142,8.625560049790929,3.0,0.6232394366197184,7.0,0.6334817801085556,1429.0,17.22,0.0425232067883771,0.129
mp-1106224,MnVO3,3.1102368163084457,35.1211,8.0,3.172059380889833,2.908229690857107,1.52,2.05,141.0,-154.20323428,0.02658,31.0,7.43402,1.75,13.61805,50.6,17.36,3.44,0.817210134412509,25.0,1.55,7.8,1519.0,1.63,0.912384009127194,23.0,2183.0,0.479,0.0,6110.0,6.74619,21.5,4.881880378437908,3.0,0.4507042253521127,7.0,0.7088230597816605,1429.0,8.32,0.0662493580924773,0.489
mp-754318,MnZnO3,3.19960990630772,35.1211,8.0,2.7014839733322686,1.9263055269785767,1.52,2.05,141.0,-65.20722617,0.02658,120.0,7.43402,1.75,13.61805,0.0,17.36,3.44,0.0106654051791227,25.0,1.55,7.8,1519.0,1.65,0.1446680432919331,30.0,692.68,0.479,0.0,7140.0,9.394199,7.068,5.502294212326769,3.0,0.6338028169014085,7.0,0.5943354410835205,1429.0,9.16,0.3050472934982753,0.388
mp-772528,MnZnO3,3.051836899347577,35.1211,8.0,3.1530592537760684,2.800861981517732,1.52,2.05,141.0,-119.22503158,0.02658,120.0,7.43402,1.75,13.61805,0.0,17.36,3.44,0.858134347372857,25.0,1.55,7.8,1519.0,1.65,0.8107447776981461,30.0,692.68,0.479,0.0,7140.0,9.394199,7.068,5.731356070585355,3.0,0.6338028169014085,7.0,0.5943354410835205,1429.0,9.16,0.0642892883737719,0.388
mp-1016932,MnZnO3,3.237868924221488,35.1211,8.0,2.64370890611898,1.869384495,1.52,2.05,141.0,-26.630232020000005,0.02658,120.0,7.43402,1.75,13.61805,0.0,17.36,3.44,0.0,25.0,1.55,7.8,1519.0,1.65,0.0,30.0,692.68,0.479,0.0,7140.0,9.394199,7.068,5.3488947912229925,3.0,0.6338028169014085,7.0,0.5943354410835205,1429.0,9.16,0.0,0.388
mp-1186106,MoPbO3,3.53071727475481,35.1211,8.0,2.883179816623375,2.053478846509554,1.52,2.17,141.0,-32.060616749999994,0.02658,35.0,7.09243,1.47,13.61805,35.1,17.36,3.44,0.0086848353482001,42.0,2.16,139.0,2896.0,2.33,0.0009713266621006,82.0,600.61,0.251,71.9,11340.0,7.41663,4.774,8.416450222663087,3.0,0.8380281690140845,6.0,0.5608088264582963,1429.0,18.26,0.0,0.13
mp-1247498,MoRuN3,3.3800918138366303,29.6013,7.0,3.3906553142667235,3.25368755845328,1.55,2.17,7.0,-173.02466445,0.02583,120.0,7.09243,1.47,14.5341,101.3,13.54,3.04,1.0665782086324165,42.0,2.16,139.0,2896.0,2.2,0.9851816382900496,44.0,2607.0,0.251,71.9,12370.0,7.3605,38.59,5.258854043751039,3.0,0.4246575342465754,6.0,0.7037072293539198,1251.0,8.17,0.5187007210936407,0.238
mp-1247512,MoWN3,3.2737737463105576,29.6013,7.0,3.2938666900400184,3.2752295918678334,1.55,2.17,7.0,-191.94142926,0.02583,170.0,7.09243,1.47,14.5341,78.6,13.54,3.04,0.9122080016814595,42.0,2.16,139.0,2896.0,2.36,0.9567379676815256,74.0,3695.0,0.251,71.9,19250.0,7.86403,52.31,7.188938795250583,3.0,0.410958904109589,6.0,0.7379997958985811,1251.0,9.47,0.3074862559775998,0.132
mp-1186101,NaAgO3,3.5614580692689617,35.1211,8.0,2.907918336675568,2.907918336675568,1.52,2.27,141.0,-18.58760648,0.02658,430.0,5.139076,0.869,13.61805,125.6,17.36,3.44,0.0,11.0,0.93,140.0,370.87,1.93,0.0,47.0,1234.93,1.228,52.8,10490.0,7.57623,11.3,4.270329737090735,1.0,0.5281690140845071,1.0,0.915654403287649,1429.0,10.27,0.0,0.235
mp-1186097,NaAlO3,3.25138877588962,35.1211,8.0,2.6547478187806592,2.6547478187806592,1.52,2.27,141.0,-28.10387796,0.02658,235.0,5.139076,0.869,13.61805,42.5,17.36,3.44,0.0,11.0,0.93,140.0,370.87,1.61,0.0,13.0,933.47,1.228,52.8,2700.0,5.985768,10.71,3.074151117765275,1.0,0.3767605633802817,1.0,1.0163529693781064,1429.0,10.0,0.0,0.897
mp-17868,NaAsO3,3.827681399855873,35.1211,8.0,3.617744936931977,3.627357651007445,1.52,2.27,141.0,-168.75402459999998,0.02658,50.0,5.139076,0.869,13.61805,78.0,17.36,3.44,0.9211344351943755,11.0,0.93,140.0,370.87,2.18,1.0881807116339537,33.0,1090.0,1.228,52.8,5727.0,9.7886,24.44,3.1945497426824905,1.0,0.323943661971831,1.0,1.056898965496914,1429.0,12.95,0.5493911941663931,0.329
mp-976133,NaAsO3,3.220942753483772,35.1211,8.0,2.6298887455834348,2.6298887455834348,1.52,2.27,141.0,-26.234085460000003,0.02658,50.0,5.139076,0.869,13.61805,78.0,17.36,3.44,0.0,11.0,0.93,140.0,370.87,2.18,0.0,33.0,1090.0,1.228,52.8,5727.0,9.7886,24.44,4.709482028817408,1.0,0.323943661971831,1.0,1.056898965496914,1429.0,12.95,0.0,0.329
mp-23729,NaBeH3,2.895029385447516,1000.0,1.0,2.3637815949031924,2.3637815949031924,1.1,2.27,72.8,-15.26627414,0.1805,190.0,5.139076,0.869,13.598443,0.0,11.42,2.2,0.0,11.0,0.93,140.0,370.87,1.57,0.0,4.0,1560.0,1.228,52.8,1848.0,9.3227,7.895,1.556932452110021,1.0,0.2163461538461538,1.0,0.9698262967262132,89.9,4.85,0.0,1.825
mp-976185,NaBeO3,3.1084847548768546,35.1211,8.0,2.5380671742229124,2.5380671742229124,1.52,2.27,141.0,-24.08845168,0.02658,190.0,5.139076,0.869,13.61805,0.0,17.36,3.44,0.0,11.0,0.93,140.0,370.87,1.57,0.0,4.0,1560.0,1.228,52.8,1848.0,9.3227,7.895,2.87266891853348,1.0,0.3169014084507042,1.0,1.062550831622566,1429.0,4.85,0.0,1.825
mp-23054,NaBiO3,3.702862995347759,35.1211,8.0,3.0396275491541997,2.4967062115838177,1.52,2.27,141.0,-51.37860149,0.02658,8.0,5.139076,0.869,13.61805,91.2,17.36,3.44,0.1069672289676186,11.0,0.93,140.0,370.87,2.02,0.0221682309929984,83.0,544.4,1.228,52.8,9780.0,7.2855,11.106,6.11454161746687,1.0,0.5352112676056339,1.0,0.9114541537312836,1429.0,21.31,0.3638223356414864,0.122
mp-23339,NaBrO3,3.589108592866191,35.1211,8.0,3.330958205342643,3.3177359600199448,1.52,2.27,141.0,-82.49971339,0.02658,0.12,5.139076,0.869,13.61805,324.6,17.36,3.44,0.8815721751785218,11.0,0.93,140.0,370.87,2.96,1.0336472985314866,35.0,265.8,1.228,52.8,3120.0,11.8138,5.285,3.159523979100725,1.0,0.2183098591549296,1.0,1.1485376041238138,1429.0,19.78,0.150105971089567,0.474
mp-1180213,NaBrO3,3.516759309065767,35.1211,8.0,3.5913573542323416,3.419229573006677,1.52,2.27,141.0,-76.66007547,0.02658,0.12,5.139076,0.869,13.61805,324.6,17.36,3.44,0.780029404691021,11.0,0.93,140.0,370.87,2.96,0.6593491437934363,35.0,265.8,1.228,52.8,3120.0,11.8138,5.285,2.292478055886241,1.0,0.2183098591549296,1.0,1.1485376041238138,1429.0,19.78,0.7024480156065183,0.474
mp-608595,NaBrO3,3.8058774945912863,35.1211,8.0,3.697495867138912,3.115515907333392,1.52,2.27,141.0,-78.70663646999999,0.02658,0.12,5.139076,0.869,13.61805,324.6,17.36,3.44,0.8714887526344718,11.0,0.93,140.0,370.87,2.96,0.701426163579036,35.0,265.8,1.228,52.8,3120.0,11.8138,5.285,2.3521609825405574,1.0,0.2183098591549296,1.0,1.1485376041238138,1429.0,19.78,0.2780119321177485,0.474
mp-1413617,NaBrO3,3.817670262649771,35.1211,8.0,3.713644023236083,3.027647176807395,1.52,2.27,141.0,-76.74244777,0.02658,0.12,5.139076,0.869,13.61805,324.6,17.36,3.44,0.7824677803924724,11.0,0.93,140.0,370.87,2.96,0.7021987444309069,35.0,265.8,1.228,52.8,3120.0,11.8138,5.285,2.322939129149788,1.0,0.2183098591549296,1.0,1.1485376041238138,1429.0,19.78,0.283333301221089,0.474
mp-1189541,NaBrO3,3.547644020826094,35.1211,8.0,3.652316453202129,3.2965278188190865,1.52,2.27,141.0,-79.84629919,0.02658,0.12,5.139076,0.869,13.61805,324.6,17.36,3.44,0.75328365665502,11.0,0.93,140.0,370.87,2.96,1.2333812914111488,35.0,265.8,1.228,52.8,3120.0,11.8138,5.285,2.1289935286871677,1.0,0.2183098591549296,1.0,1.1485376041238138,1429.0,19.78,2.842594954928449e-16,0.474
mp-1078750,NaCaH3,3.458679996816252,1000.0,1.0,3.055455764892604,2.7279268143698525,1.1,2.27,72.8,-30.21244317,0.1805,200.0,5.139076,0.869,13.598443,2.37,11.42,2.2,0.623561390665406,11.0,0.93,140.0,370.87,1.0,0.4527258631090029,20.0,1115.0,1.228,52.8,1550.0,6.11316,8.54,1.4989620910815042,1.0,0.6442307692307693,1.0,0.7174445996249472,89.9,26.2,0.0947973099092921,0.647
mp-1078933,NaCaH3,3.407378363868021,1000.0,1.0,3.1103956326472555,2.36793027549932,1.1,2.27,72.8,-30.1537641,0.1805,200.0,5.139076,0.869,13.598443,2.37,11.42,2.2,0.075254376456953,11.0,0.93,140.0,370.87,1.0,0.021319772218092,20.0,1115.0,1.228,52.8,1550.0,6.11316,8.54,1.4464781543841574,1.0,0.6442307692307693,1.0,0.7174445996249472,89.9,26.2,0.0725269345310903,0.647
mp-1221112,NaCaN3,4.147026240726134,29.6013,7.0,3.740735495274491,3.449755300883499,1.55,2.27,7.0,-83.69647454,0.02583,200.0,5.139076,0.869,14.5341,2.37,13.54,3.04,1.1562521712150455,11.0,0.93,140.0,370.87,1.0,1.1891177020642765,20.0,1115.0,1.228,52.8,1550.0,6.11316,8.54,1.7521034089400962,1.0,0.9178082191780824,1.0,0.71973368799345,1251.0,26.2,0.6024794117694298,0.647
mp-1186118,NaCaO3,3.902855196594544,35.1211,8.0,3.186667923875453,3.186667923875453,1.52,2.27,141.0,-22.31985092,0.02658,200.0,5.139076,0.869,13.61805,2.37,17.36,3.44,0.0,11.0,0.93,140.0,370.87,1.0,0.0,20.0,1115.0,1.228,52.8,1550.0,6.11316,8.54,2.014986229912697,1.0,0.943661971830986,1.0,0.7199166866428255,1429.0,26.2,0.0,0.647
mp-1180887,NaCdF3,3.5386684303604024,34.9708,9.0,3.54587599034644,2.642477549734887,1.47,2.27,328.0,-38.41877555000001,0.0277,97.0,5.139076,0.869,17.4228,0.0,11.2,3.98,0.7487988354266687,11.0,0.93,140.0,370.87,1.69,0.80138862925077,48.0,594.22,1.228,52.8,8650.0,8.99382,6.21,2.98024684357832,1.0,0.9849624060150376,1.0,0.7285342594043215,1696.0,13.0,0.0472202304971476,0.231
mp-4360,NaCdF3,3.338170101797101,34.9708,9.0,3.140808785705756,2.363255195376184,1.47,2.27,328.0,-39.63067533,0.0277,97.0,5.139076,0.869,17.4228,0.0,11.2,3.98,0.065942531147909,11.0,0.93,140.0,370.87,1.69,0.0381605914106814,48.0,594.22,1.228,52.8,8650.0,8.99382,6.21,4.226041863836254,1.0,0.9849624060150376,1.0,0.7285342594043215,1696.0,13.0,0.0959002154800718,0.231
mp-976293,NaCdO3,3.6863459398393834,35.1211,8.0,3.009890124130848,3.0098924316799187,1.52,2.27,141.0,-17.75867351,0.02658,97.0,5.139076,0.869,13.61805,0.0,17.36,3.44,0.0005051690266299,11.0,0.93,140.0,370.87,1.69,0.0007126741871306,48.0,594.22,1.228,52.8,8650.0,8.99382,6.21,3.948630073498238,1.0,0.9225352112676056,1.0,0.7278278590235158,1429.0,13.0,0.0,0.231
mp-630949,NaClO3,3.485875664971891,35.1211,8.0,3.57276048077593,3.133559882956327,1.52,2.27,141.0,-80.45331783,0.02658,0.0089,5.139076,0.869,13.61805,349.0,17.36,3.44,0.8313639027622726,11.0,0.93,140.0,370.87,3.16,0.7242757810593999,17.0,171.6,1.228,52.8,3214.0,12.96763,3.2,1.9715664675802167,1.0,0.0845070422535211,1.0,1.2902402955416872,1429.0,17.39,0.3770720164762124,0.479
mp-23330,NaClO3,3.57745165963872,35.1211,8.0,3.285766000805572,3.278979319488835,1.52,2.27,141.0,-84.93956474000001,0.02658,0.0089,5.139076,0.869,13.61805,349.0,17.36,3.44,0.8724820087070352,11.0,0.93,140.0,370.87,3.16,1.056975008512279,17.0,171.6,1.228,52.8,3214.0,12.96763,3.2,2.361653969742443,1.0,0.0845070422535211,1.0,1.2902402955416872,1429.0,17.39,0.3262004195575075,0.479
mp-1180278,NaClO3,3.18974324496321,35.1211,8.0,3.626529987628,3.89355028412012,1.52,2.27,141.0,-83.65272733,0.02658,0.0089,5.139076,0.869,13.61805,349.0,17.36,3.44,0.5801925743371079,11.0,0.93,140.0,370.87,3.16,0.4040851371503587,17.0,171.6,1.228,52.8,3214.0,12.96763,3.2,1.350098938799485,1.0,0.0845070422535211,1.0,1.2902402955416872,1429.0,17.39,0.956793515653568,0.479
mp-2720358,NaClO3,3.558925378561013,35.1211,8.0,3.276098069716914,3.272779362102766,1.52,2.27,141.0,-85.15641329,0.02658,0.0089,5.139076,0.869,13.61805,349.0,17.36,3.44,0.8620141506248153,11.0,0.93,140.0,370.87,3.16,1.056913230066849,17.0,171.6,1.228,52.8,3214.0,12.96763,3.2,2.376716215682004,1.0,0.0845070422535211,1.0,1.2902402955416872,1429.0,17.39,0.2814238947501595,0.479
mp-555726,NaClO3,3.2587373982768204,35.1211,8.0,3.5509712574763737,3.412911208694804,1.52,2.27,141.0,-84.2149028,0.02658,0.0089,5.139076,0.869,13.61805,349.0,17.36,3.44,0.9517628480358292,11.0,0.93,140.0,370.87,3.16,1.245902631283625,17.0,171.6,1.228,52.8,3214.0,12.96763,3.2,1.9014903894898232,1.0,0.0845070422535211,1.0,1.2902402955416872,1429.0,17.39,0.3554989443600045,0.479
mp-1180505,NaClO3,3.7892047382429888,35.1211,8.0,3.666126108632869,3.71385146719629,1.52,2.27,141.0,-77.91233616,0.02658,0.0089,5.139076,0.869,13.61805,349.0,17.36,3.44,0.963740446095942,11.0,0.93,140.0,370.87,3.16,0.8957323941115463,17.0,171.6,1.228,52.8,3214.0,12.96763,3.2,1.5674430343914665,1.0,0.0845070422535211,1.0,1.2902402955416872,1429.0,17.39,0.930364321646492,0.479
mp-655586,NaClO3,3.37908642946711,35.1211,8.0,3.408208061051161,3.3871361908404456,1.52,2.27,141.0,-81.19657561,0.02658,0.0089,5.139076,0.869,13.61805,349.0,17.36,3.44,0.6462606102962427,11.0,0.93,140.0,370.87,3.16,0.5726516347268797,17.0,171.6,1.228,52.8,3214.0,12.96763,3.2,1.8192953300598247,1.0,0.0845070422535211,1.0,1.2902402955416872,1429.0,17.39,0.982631484234192,0.479
mp-1120755,NaCO3,3.307960558788805,35.1211,8.0,2.920091416526783,2.4415460737637544,1.52,2.27,141.0,-64.11857346,0.02658,140.0,5.139076,0.869,13.61805,153.9,17.36,3.44,2.0873598567621358e-07,11.0,0.93,140.0,370.87,2.55,1.095888923649539,6.0,3800.0,1.228,52.8,2267.0,11.2603,117.4,2.088027651773567,1.0,0.1126760563380281,1.0,1.2575759842621508,1429.0,5.29,3.6821932062951477e-16,0.709
mp-727242,NaCO3,3.306888444767807,35.1211,8.0,3.4937305338750644,3.437389198128089,1.52,2.27,141.0,-128.41357383999997,0.02658,140.0,5.139076,0.869,13.61805,153.9,17.36,3.44,0.7885903784464126,11.0,0.93,140.0,370.87,2.55,1.2921029455240982,6.0,3800.0,1.228,52.8,2267.0,11.2603,117.4,2.056100533235819,1.0,0.1126760563380281,1.0,1.2575759842621508,1429.0,5.29,0.1812818391644167,0.709
mp-1078336,NaCoF3,3.225376507455138,34.9708,9.0,3.2030883291007286,2.78069839006971,1.47,2.27,328.0,-47.16613083,0.0277,100.0,5.139076,0.869,17.4228,63.7,11.2,3.98,0.6346573323286163,11.0,0.93,140.0,370.87,1.88,0.8631069740270927,27.0,1768.0,1.228,52.8,8900.0,7.88101,16.2,3.851052038138088,1.0,0.4887218045112781,1.0,0.9713790125390954,1696.0,6.67,1.9229626863835638e-16,0.421
mp-21404,NaCoF3,3.2612958537140035,34.9708,9.0,3.2082939750188086,3.046614703461622,1.47,2.27,328.0,-98.12034064,0.0277,100.0,5.139076,0.869,17.4228,63.7,11.2,3.98,0.8288959362163535,11.0,0.93,140.0,370.87,1.88,0.9685503526708584,27.0,1768.0,1.228,52.8,8900.0,7.88101,16.2,3.788457854024717,1.0,0.4887218045112781,1.0,0.9713790125390954,1696.0,6.67,0.0589065136552209,0.421
mp-1186126,NaCoO3,3.259172802744424,35.1211,8.0,2.661103450093456,2.661103450093456,1.52,2.27,141.0,-24.13337321,0.02658,100.0,5.139076,0.869,13.61805,63.7,17.36,3.44,0.0,11.0,0.93,140.0,370.87,1.88,0.0,27.0,1768.0,1.228,52.8,8900.0,7.88101,16.2,4.047610684992547,1.0,0.3732394366197183,1.0,1.018959002632922,1429.0,6.67,0.0,0.421
mp-1076642,NaCrO3,3.2459238438225952,35.1211,8.0,2.650285720432931,2.650285720432931,1.52,2.27,141.0,-28.94104771,0.02658,94.0,5.139076,0.869,13.61805,64.3,17.36,3.44,0.0,11.0,0.93,140.0,370.87,1.66,0.0,24.0,2180.0,1.228,52.8,7140.0,6.76651,21.0,3.8785989265249103,1.0,0.3450704225352112,1.0,1.040298458185444,1429.0,7.23,0.0,0.449
mp-505085,NaCuF3,3.233446990572096,34.9708,9.0,3.289698406884093,3.024949794404388,1.47,2.27,328.0,-84.68748654999999,0.0277,400.0,5.139076,0.869,17.4228,118.4,11.2,3.98,0.8059877257136404,11.0,0.93,140.0,370.87,1.9,0.9765239833344204,29.0,1357.77,1.228,52.8,8920.0,7.72638,13.6,3.9831539002416414,1.0,0.5488721804511277,1.0,0.9336555557414606,1696.0,7.11,0.0622694192168706,0.385
mp-505066,NaFeF3,3.2425072959884824,34.9708,9.0,3.335203740046325,3.041815032339939,1.47,2.27,328.0,-105.42947867,0.0277,80.0,5.139076,0.869,17.4228,15.7,11.2,3.98,0.8245601916152463,11.0,0.93,140.0,370.87,1.83,0.9326830309687372,26.0,1811.0,1.228,52.8,7874.0,7.9024,13.81,3.642697420428876,1.0,0.4586466165413533,1.0,0.9914074457873242,1696.0,7.09,0.0568717456250911,0.449
mp-1078217,NaFeF3,3.225508471362,34.9708,9.0,3.2399403124047224,2.7816042729415456,1.47,2.27,328.0,-49.77924444,0.0277,80.0,5.139076,0.869,17.4228,15.7,11.2,3.98,0.6182706677399032,11.0,0.93,140.0,370.87,1.83,0.8601161959399741,26.0,1811.0,1.228,52.8,7874.0,7.9024,13.81,3.636368699019492,1.0,0.4586466165413533,1.0,0.9914074457873242,1696.0,7.09,2.220446049250313e-16,0.449
mp-1186134,NaFeO3,3.317294253085306,35.1211,8.0,2.708559415575347,2.708559415575347,1.52,2.27,141.0,-25.581548500000004,0.02658,80.0,5.139076,0.869,13.61805,15.7,17.36,3.44,0.0,11.0,0.93,140.0,370.87,1.83,0.0,26.0,1811.0,1.228,52.8,7874.0,7.9024,13.81,3.747323299358138,1.0,0.4119718309859155,1.0,0.9910075087951112,1429.0,7.09,0.0,0.449
mp-754915,NaFeO3,3.429648907891764,35.1211,8.0,2.6816836878742407,2.4017034854968173,1.52,2.27,141.0,-61.09404209,0.02658,80.0,5.139076,0.869,13.61805,15.7,17.36,3.44,0.1209932811043233,11.0,0.93,140.0,370.87,1.83,0.0348330953410656,26.0,1811.0,1.228,52.8,7874.0,7.9024,13.81,3.672323933104635,1.0,0.4119718309859155,1.0,0.9910075087951112,1429.0,7.09,0.2727768424094257,0.449
mp-1186133,NaGeO3,3.2603801460803474,35.1211,8.0,2.662089241799244,2.662089241799244,1.52,2.27,141.0,-26.78663007,0.02658,60.0,5.139076,0.869,13.61805,119.0,17.36,3.44,0.0,11.0,0.93,140.0,370.87,2.01,0.0,32.0,1211.4,1.228,52.8,5323.0,7.89943,36.94,4.46966828304123,1.0,0.3732394366197183,1.0,1.018959002632922,1429.0,13.63,0.0,0.32
mp-1186138,NaInO3,3.670978248568008,35.1211,8.0,2.99734118861583,2.99734118861583,1.52,2.27,141.0,-22.3464631,0.02658,82.0,5.139076,0.869,13.61805,28.9,17.36,3.44,0.0,11.0,0.93,140.0,370.87,1.78,0.0,49.0,429.75,1.228,52.8,7310.0,5.78636,3.291,4.050934500353505,1.0,0.647887323943662,1.0,0.8491325021941019,1429.0,15.76,0.0,0.233
mp-559252,NaIO3,3.769725717603437,35.1211,8.0,3.560291653343953,3.4651338795843185,1.52,2.27,141.0,-85.79398142000001,0.02658,0.449,5.139076,0.869,13.61805,295.2,17.36,3.44,0.9128698541896968,11.0,0.93,140.0,370.87,2.66,0.9826031996558144,53.0,386.85,1.228,52.8,4940.0,10.45126,7.76,3.7961217939930743,1.0,0.6690140845070423,1.0,0.8383839895081004,1429.0,25.72,0.3739922597872492,0.214
mp-545825,NaIO3,3.374317674888084,35.1211,8.0,3.043410324707664,2.449418623204502,1.52,2.27,141.0,-16.66433887,0.02658,0.449,5.139076,0.869,13.61805,295.2,17.36,3.44,0.2043548063964832,11.0,0.93,140.0,370.87,2.66,0.7578957697127962,53.0,386.85,1.228,52.8,4940.0,10.45126,7.76,3.651629241971033,1.0,0.6690140845070423,1.0,0.8383839895081004,1429.0,25.72,0.0,0.214
mp-22989,NaIO3,3.658452445005567,35.1211,8.0,3.5129230667728994,3.2541639148343764,1.52,2.27,141.0,-88.46975471,0.02658,0.449,5.139076,0.869,13.61805,295.2,17.36,3.44,0.8004457462600054,11.0,0.93,140.0,370.87,2.66,0.9064156471767972,53.0,386.85,1.228,52.8,4940.0,10.45126,7.76,4.157400256516177,1.0,0.6690140845070423,1.0,0.8383839895081004,1429.0,25.72,0.130421376916511,0.214
mp-1079568,NaIrO3,3.18746293277124,35.1211,8.0,3.034823326693088,2.7994211972646195,1.52,2.27,141.0,-59.89830869,0.02658,150.0,5.139076,0.869,13.61805,151.0,17.36,3.44,0.5723491913409815,11.0,0.93,140.0,370.87,2.2,0.8354464377826276,77.0,2739.0,1.228,52.8,22650.0,8.96702,41.12,7.453552125981709,1.0,0.4014084507042253,1.0,0.9984774146403008,1429.0,8.52,1.9229626863835638e-16,0.131
mp-975990,NaLiO3,3.32365406652257,35.1211,8.0,2.7137521815022114,2.7137521815022114,1.52,2.27,141.0,-19.29474881,0.02658,85.0,5.139076,0.869,13.61805,59.6,17.36,3.44,0.0,11.0,0.93,140.0,370.87,0.98,0.0,3.0,453.69,1.228,52.8,535.0,5.391719,3.0,2.289246080856425,1.0,0.647887323943662,1.0,0.8491325021941019,1429.0,13.02,0.0,3.582
