material_id,Name,X_EA,X_Rvdw,X_Z,mean_A2B,X_G,X_IEII,mean_X2X,A_Rvdw,A_ChiA,A_IEI,B_Z,B_Hf,B_Ra,mean_A2X,std_B2X,OF,A_EA,std_A2X,B_Rho,E_coh,A_ChiP,B_CvM,B_MP,B_Rc,TF,B_Rvdw,A_MP,std_X2X,A_Kappa,X_MV
mp-1219220,SiPN3,7.0,1.55,7.0,2.950565932174459,15.0,29.6013,2.77713716323883,2.1,1.916,8.15168,15.0,18.54,1.0,2.225515705677459,0.7595602296142091,0.2602739726027397,133.6,0.6913874280536386,1823.0,-38.664583910000005,1.9,0.769,317.3,107.0,0.7147927244603143,1.8,1687.0,0.2021861886107795,150.0,13.54
mp-776110,SiSnO3,141.0,1.52,8.0,4.294118883016207,16.0,35.1211,3.786286019478462,2.1,1.916,8.15168,50.0,7.15,1.45,3.530433409560194,0.8963067386817415,0.5704225352112676,133.6,1.0632523980851716,7310.0,-34.700738089999994,1.9,0.227,505.08,139.0,0.5771006016858817,2.17,1687.0,0.8930262534600438,150.0,17.36
mp-978493,SiSnO3,141.0,1.52,8.0,3.2148693900955605,16.0,35.1211,2.624929865142229,2.1,1.916,8.15168,50.0,7.15,1.45,1.85610570778116,0.0,0.5704225352112676,133.6,0.0,7310.0,-32.3983711,1.9,0.227,505.08,139.0,0.5771006016858817,2.17,1687.0,0.0,150.0,17.36
mp-1075933,SmAgO3,141.0,1.52,8.0,3.523802591892091,16.0,35.1211,2.877172768144152,2.36,1.65,5.6437,47.0,11.3,1.6,2.877172768144152,0.0,0.5281690140845071,50.0,0.0,10490.0,-28.30560733,1.17,0.235,1234.93,145.0,0.8667760543577034,2.11,1345.0,0.0,13.0,17.36
mp-7405,SmAlO3,141.0,1.52,8.0,3.178382346246675,16.0,35.1211,3.076289940448679,2.36,1.65,5.6437,13.0,10.71,1.25,2.936305476742069,1.0184969086520383,0.3767605633802817,50.0,0.7379728598107073,2700.0,-39.3131637325,1.17,0.897,933.47,121.0,0.9620992521515174,1.84,1345.0,0.5952084102084663,13.0,17.36
mp-1187025,SmAlO3,141.0,1.52,8.0,3.2336490441932173,16.0,35.1211,3.086135286550594,2.36,1.65,5.6437,13.0,10.71,1.25,2.9456940322469416,1.0268236947843252,0.3767605633802817,50.0,0.7257539821738704,2700.0,-39.2868801425,1.17,0.897,933.47,121.0,0.9620992521515174,1.84,1345.0,0.6138328394666962,13.0,17.36
mp-978503,SmBeO3,141.0,1.52,8.0,3.140757895976232,16.0,35.1211,2.564418083586352,2.36,1.65,5.6437,4.0,7.895,1.05,2.564418083586352,0.0,0.3169014084507042,50.0,0.0,1848.0,-35.258624639999994,1.17,1.825,1560.0,96.0,1.0058310363402228,1.53,1345.0,0.0,13.0,17.36
mp-1219113,SmBiS3,200.0,1.8,16.0,4.318440560647995,16.0,23.33788,3.842064459599289,2.36,1.65,5.6437,83.0,11.106,1.6,2.8794510477638124,0.8526641346869093,0.5597826086956522,50.0,0.0901856506050687,9780.0,-26.5053850675,1.17,0.122,544.4,148.0,0.758846301761173,2.07,1345.0,0.4525152728687406,13.0,15.53
mp-8627,SmBO3,141.0,1.52,8.0,3.2796530704689992,16.0,35.1211,3.0956170917539763,2.36,1.65,5.6437,5.0,50.2,0.85,2.968936421367808,0.9838557347406632,0.1901408450704225,50.0,0.7298079945568414,2460.0,-41.1873564025,1.17,1.026,2349.0,84.0,1.112960969204862,1.92,1345.0,0.4246840791700582,13.0,17.36
mp-760477,SmBO3,141.0,1.52,8.0,2.9830780233125727,16.0,35.1211,3.074606856817045,2.36,1.65,5.6437,5.0,50.2,0.85,2.944106026214787,1.3851191784195305,0.1901408450704225,50.0,0.8319617479880554,2460.0,-40.883311065,1.17,1.026,2349.0,84.0,1.112960969204862,1.92,1345.0,0.708535930851491,13.0,17.36
mp-1173486,SmBO3,141.0,1.52,8.0,3.193199427994054,16.0,35.1211,3.316506392884421,2.36,1.65,5.6437,5.0,50.2,0.85,3.2645279812554424,1.187575905035941,0.1901408450704225,50.0,0.871220038224374,2460.0,-40.94735278,1.17,1.026,2349.0,84.0,1.112960969204862,1.92,1345.0,0.6688285230314747,13.0,17.36
mp-972448,SmBS3,200.0,1.8,16.0,3.661314617678834,16.0,23.33788,3.537454423393517,2.36,1.65,5.6437,5.0,50.2,0.85,3.4654920404828395,1.1218358538901767,0.1467391304347826,50.0,0.8481217120917761,2460.0,-29.5340107275,1.17,1.026,2349.0,84.0,1.032174827514012,1.92,1345.0,0.3267183036917768,13.0,15.53
mp-20016,SmCoO3,141.0,1.52,8.0,3.1236847486746524,16.0,35.1211,3.1968110287058624,2.36,1.65,5.6437,27.0,16.2,1.35,2.937093596979953,0.982942766446541,0.4295774647887324,50.0,0.7601641933820805,8900.0,-36.9632759025,1.17,0.421,1768.0,126.0,0.9265537132789244,2.0,1345.0,0.7008919171926852,13.0,17.36
mp-22549,SmCoO3,141.0,1.52,8.0,3.27809008845961,16.0,35.1211,2.6765493492003385,2.36,1.65,5.6437,27.0,16.2,1.35,2.6765493492003385,0.0,0.4295774647887324,50.0,0.0,8900.0,-36.30449744,1.17,0.421,1768.0,126.0,0.9265537132789244,2.0,1345.0,0.0,13.0,17.36
mp-19257,SmCrO3,141.0,1.52,8.0,3.359542580981113,16.0,35.1211,2.7430550308521866,2.36,1.65,5.6437,24.0,21.0,1.4,2.7430550308521866,0.0,0.4330985915492958,50.0,0.0,7140.0,-38.53466244,1.17,0.449,2180.0,139.0,0.9242771685288532,2.06,1345.0,0.0,13.0,17.36
mp-1105788,SmCrO3,141.0,1.52,8.0,3.211336877858366,16.0,35.1211,3.1702315065529465,2.36,1.65,5.6437,24.0,21.0,1.4,3.011577442100484,0.9713541730212412,0.4330985915492958,50.0,0.8023956738149647,7140.0,-39.5270306425,1.17,0.449,2180.0,139.0,0.9242771685288532,2.06,1345.0,0.5714713339779385,13.0,17.36
mp-15932,SmCrS3,200.0,1.8,16.0,4.226939740287724,16.0,23.33788,3.606272103766477,2.36,1.65,5.6437,24.0,21.0,1.4,3.2488856094342062,0.9427569875263956,0.3342391304347826,50.0,0.6307923422485248,7140.0,-32.2319852975,1.17,0.449,2180.0,139.0,0.8871237825069516,2.06,1345.0,0.4645165832349341,13.0,15.53
mp-770767,SmCuO3,141.0,1.52,8.0,3.139923679128449,16.0,35.1211,3.292844943641842,2.36,1.65,5.6437,29.0,13.6,1.35,3.01732297311661,0.9577997357076692,0.3802816901408451,50.0,0.7951302208033841,8920.0,-33.2139011125,1.17,0.385,1357.77,132.0,0.9596449173246004,1.96,1345.0,0.6659047114408818,13.0,17.36
mp-1076706,SmCuO3,141.0,1.52,8.0,3.2987640547448493,16.0,35.1211,2.693429571986452,2.36,1.65,5.6437,29.0,13.6,1.35,2.693429571986452,0.0,0.3802816901408451,50.0,0.0,8920.0,-32.530757609999995,1.17,0.385,1357.77,132.0,0.9596449173246004,1.96,1345.0,0.0,13.0,17.36
mp-772548,SmCuO3,141.0,1.52,8.0,3.20490068250001,16.0,35.1211,2.8815383573848847,2.36,1.65,5.6437,29.0,13.6,1.35,2.521239036902169,1.0836976229184037e-07,0.3802816901408451,50.0,0.1792373226460047,8920.0,-33.060149305,1.17,0.385,1357.77,132.0,0.9596449173246004,1.96,1345.0,0.2143868341295745,13.0,17.36
mp-756452,SmDyO3,141.0,1.52,8.0,3.4964199856598017,16.0,35.1211,3.346249859178247,2.36,1.65,5.6437,66.0,11.35,1.75,3.0747479138344977,0.9313974591237056,0.6422535211267606,50.0,0.7850659991799491,8551.0,-40.950816045,1.17,0.173,1680.0,192.0,0.8065626234803672,2.31,1345.0,0.3956490320306945,13.0,17.36
mp-754203,SmErO3,141.0,1.52,8.0,3.4555165425110994,16.0,35.1211,3.315511927036009,2.36,1.65,5.6437,68.0,19.9,1.75,3.0496142980660905,0.9255870030760562,0.6267605633802817,50.0,0.77216064134571,9066.0,-41.1104428225,1.17,0.168,1802.0,189.0,0.8142441722754183,2.29,1345.0,0.3921354667642843,13.0,17.36
mp-1105437,SmFeO3,141.0,1.52,8.0,3.4628627135009897,16.0,35.1211,3.418184204948308,2.36,1.65,5.6437,26.0,13.81,1.4,3.1793253617910358,1.1717368312860392,0.3873239436619718,50.0,0.995681512982556,7874.0,-35.274133962499995,1.17,0.449,1811.0,132.0,0.9547736233280288,2.04,1345.0,0.6679086683960485,13.0,17.36
mp-20243,SmFeO3,141.0,1.52,8.0,3.168646666267623,16.0,35.1211,3.2598127964703307,2.36,1.65,5.6437,26.0,13.81,1.4,2.997233915012725,0.9924768036568482,0.3873239436619718,50.0,0.7800171615683267,7874.0,-38.6267109875,1.17,0.449,1811.0,132.0,0.9547736233280288,2.04,1345.0,0.7005785484495228,13.0,17.36
mp-1099588,SmFeO3,141.0,1.52,8.0,3.3854154995778445,16.0,35.1211,2.7641801804250394,2.36,1.65,5.6437,26.0,13.81,1.4,2.7641801804250394,0.0,0.3873239436619718,50.0,0.0,7874.0,-35.38733197,1.17,0.449,1811.0,132.0,0.9547736233280288,2.04,1345.0,0.0,13.0,17.36
mp-978504,SmGaO3,141.0,1.52,8.0,3.3447016844278954,16.0,35.1211,2.7309374895585825,2.36,1.65,5.6437,31.0,5.585,1.3,2.7309374895585825,0.0,0.4366197183098592,50.0,0.0,5904.0,-34.66828886,1.17,0.373,302.91,122.0,0.9220117833118708,1.87,1345.0,0.0,13.0,17.36
mp-1219055,SmGdS3,200.0,1.8,16.0,4.655942292624848,16.0,23.33788,3.724745961245724,2.36,1.65,5.6437,64.0,9.67,1.8,3.2360877743223555,0.6677003276279141,0.6016304347826087,50.0,0.6140121063099685,7901.0,-41.116874645,1.17,0.235,1585.0,196.0,0.739018963710406,2.34,1345.0,0.4435733883640805,13.0,15.53
mp-978926,SmGeO3,141.0,1.52,8.0,3.417923823043697,16.0,35.1211,2.790721786171123,2.36,1.65,5.6437,32.0,36.94,1.25,2.7907245272253967,2.265491789181815e-06,0.3732394366197183,50.0,1.7542572364857052e-06,5323.0,-33.95676755,1.17,0.32,1211.4,120.0,0.993575682282636,2.11,1345.0,5.094025940021537e-07,13.0,17.36
mp-755717,SmHoO3,141.0,1.52,8.0,3.472547249634029,16.0,35.1211,3.326550092629281,2.36,1.65,5.6437,67.0,11.76,1.75,3.06011621977354,0.9298383878729348,0.7887323943661972,50.0,0.7781067149982686,8795.0,-41.0293953375,1.17,0.165,1734.0,192.0,0.7405134007701639,2.3,1345.0,0.3926545402286456,13.0,17.36
mp-752437,SmInO3,141.0,1.52,8.0,3.3639047705369447,16.0,35.1211,3.2502059940378656,2.36,1.65,5.6437,49.0,3.291,1.55,2.9982658411273397,0.9340242876122424,0.647887323943662,50.0,0.7448086109348271,7310.0,-34.315903635,1.17,0.233,429.75,142.0,0.8038051444257336,1.93,1345.0,0.3890878496387779,13.0,17.36
mp-1101371,SmLuO3,141.0,1.52,8.0,3.4208271041016705,16.0,35.1211,3.270173946664803,2.36,1.65,5.6437,71.0,18.65,1.75,3.0205052013341387,0.9445041015374104,0.7267605633802817,50.0,0.7474738159783532,9841.0,-41.298342265,1.17,0.154,1925.0,187.0,0.7670897381550638,2.24,1345.0,0.3899795149709152,13.0,17.36
mp-1208832,SmLuSe3,195.0,1.9,34.0,4.679598494035133,16.0,21.19,3.888798709719832,2.36,1.65,5.6437,71.0,18.65,1.75,3.196127379653684,0.9659911460945022,0.5212121212121212,50.0,0.5219802272692327,9841.0,-28.568018105,1.17,0.154,1925.0,187.0,0.7559375283601204,2.24,1345.0,0.2562800058335705,13.0,16.42
mp-1232277,SmMgS3,200.0,1.8,16.0,4.515713159859298,16.0,23.33788,3.719759495831745,2.36,1.65,5.6437,12.0,8.48,1.5,3.4468779372910405,1.030099402402948,0.483695652173913,50.0,0.9205187754631302,1738.0,-24.89161932,1.17,1.023,923.0,141.0,0.7977614967232843,1.73,1345.0,0.1488581596010932,13.0,15.53
mp-1232244,SmMgS3,200.0,1.8,16.0,4.1028461640890335,16.0,23.33788,3.991418239793503,2.36,1.65,5.6437,12.0,8.48,1.5,3.249680067867113,0.8552399948075522,0.483695652173913,50.0,0.7465982707179916,1738.0,-24.49710686,1.17,1.023,923.0,141.0,0.7977614967232843,1.73,1345.0,0.6193252414938483,13.0,15.53
mp-1232201,SmMgSe3,195.0,1.9,34.0,4.737952225541831,16.0,21.19,3.9544533601165264,2.36,1.65,5.6437,12.0,8.48,1.5,2.91175484712926,0.0349988342983871,0.4494949494949495,50.0,0.0159376691596533,1738.0,-22.5020953283333,1.17,1.023,923.0,141.0,0.7933393154775898,1.73,1345.0,0.1596150637500556,13.0,16.42
mp-1232154,SmMgSe3,195.0,1.9,34.0,3.972220731006485,16.0,21.19,4.0257281599894,2.36,1.65,5.6437,12.0,8.48,1.5,3.360513950385381,0.4818544599083884,0.4494949494949495,50.0,0.6975084863568936,1738.0,-22.247686875,1.17,1.023,923.0,141.0,0.7933393154775898,1.73,1345.0,0.4919817960820259,13.0,16.42
mp-1237966,SmMgSe3,195.0,1.9,34.0,4.5011400226627325,16.0,21.19,4.001458890836367,2.36,1.65,5.6437,12.0,8.48,1.5,3.557177539174249,0.1641563392936237,0.4494949494949495,50.0,0.808058397024363,1738.0,-21.9234849,1.17,1.023,923.0,141.0,0.7933393154775898,1.73,1345.0,0.3039803397774895,13.0,16.42
mp-22203,SmMnO3,141.0,1.52,8.0,3.2062016644959725,16.0,35.1211,3.284788181259774,2.36,1.65,5.6437,25.0,12.91,1.4,3.015293131279859,0.9867401166265136,0.4542253521126761,50.0,0.79474023758312,7470.0,-40.61037361,1.17,0.479,1519.0,139.0,0.910849413053858,2.05,1345.0,0.7099281469618023,13.0,17.36
mp-1075973,SmMnO3,141.0,1.52,8.0,3.373235371888859,16.0,35.1211,2.75423514781172,2.36,1.65,5.6437,25.0,12.91,1.4,2.75423514781172,0.0,0.4542253521126761,50.0,0.0,7470.0,-37.65385099,1.17,0.479,1519.0,139.0,0.910849413053858,2.05,1345.0,0.0,13.0,17.36
mp-22495,SmNiO3,141.0,1.52,8.0,3.152668921946596,16.0,35.1211,3.2154437983921644,2.36,1.65,5.6437,28.0,17.48,1.35,2.952795908904227,0.9935513722954652,0.3943661971830986,50.0,0.7564636307139448,8908.0,-35.5474806875,1.17,0.444,1728.0,124.0,0.9499515343213214,1.97,1345.0,0.7130024803488729,13.0,17.36
mp-1099668,SmNiO3,141.0,1.52,8.0,3.285719486478568,16.0,35.1211,2.682778726597354,2.36,1.65,5.6437,28.0,17.48,1.35,2.682778726597354,0.0,0.3943661971830986,50.0,0.0,8908.0,-31.68333984,1.17,0.444,1728.0,124.0,0.9499515343213214,1.97,1345.0,0.0,13.0,17.36
mp-981250,SmPuO3,141.0,1.52,8.0,3.77035471618127,16.0,35.1211,3.0784821020549886,2.36,1.65,5.6437,94.0,2.824,1.75,3.078482389380436,4.426136473739479e-07,0.7042253521126761,50.0,7.972822913089983e-07,19816.0,-38.93324066,1.17,0.13,912.5,187.0,0.7772330735356267,2.43,1345.0,5.275765706511543e-07,13.0,17.36
mp-3317,SmRhO3,141.0,1.52,8.0,3.1797990757546053,16.0,35.1211,3.3272116569899244,2.36,1.65,5.6437,45.0,26.59,1.35,3.0445602433835166,0.9360523912276622,0.4683098591549296,50.0,0.8417544051959941,12450.0,-36.1431213025,1.17,0.243,2237.0,142.0,0.9021122484202476,2.1,1345.0,0.6771717585084345,13.0,17.36
mp-1207179,SmSbO3,141.0,1.52,8.0,3.697082133513196,16.0,35.1211,3.018654921422508,2.36,1.65,5.6437,51.0,19.79,1.45,3.018654921422508,0.0,0.5352112676056339,50.0,0.0,6697.0,-31.253890020000004,1.17,0.207,903.78,139.0,0.8628000174111085,2.06,1345.0,0.0,13.0,17.36
mp-31118,SmScO3,141.0,1.52,8.0,3.312729926944412,16.0,35.1211,3.284689203439493,2.36,1.65,5.6437,21.0,14.1,1.6,3.110020298889196,0.9548234910269254,0.6126760563380282,50.0,0.8682568999666311,2985.0,-41.2675688225,1.17,0.568,1814.0,170.0,0.8213554750900508,2.15,1345.0,0.5768675071306834,13.0,17.36
mp-1188840,SmScS3,200.0,1.8,16.0,3.809722614926629,16.0,23.33788,3.640677468206842,2.36,1.65,5.6437,21.0,14.1,1.6,3.362508006871992,1.112031985339477,0.4728260869565217,50.0,0.7603567524036616,2985.0,-31.2597188775,1.17,0.568,1814.0,170.0,0.8036490354444894,2.15,1345.0,0.0731100552026799,13.0,15.53
mp-978506,SmSiO3,141.0,1.52,8.0,3.263587993421009,16.0,35.1211,2.6647084381850314,2.36,1.65,5.6437,14.0,50.21,1.1,2.6647084381850314,0.0,0.2816901408450704,50.0,0.0,2330.0,-36.6546701,1.17,0.712,1687.0,111.0,1.064545373874253,2.1,1345.0,0.0,13.0,17.36
mp-22416,SmTiO3,141.0,1.52,8.0,3.22498342847058,16.0,35.1211,3.204085790557602,2.36,1.65,5.6437,22.0,14.15,1.4,3.037941372007792,0.9759715756103106,0.471830985915493,50.0,0.8108314732894858,4507.0,-41.7104145225,1.17,0.524,1941.0,160.0,0.8999540851465151,2.11,1345.0,0.5740876614658962,13.0,17.36
mp-1099583,SmTiO3,141.0,1.52,8.0,3.389440473885489,16.0,35.1211,2.767466558185553,2.36,1.65,5.6437,22.0,14.15,1.4,2.767466558185553,0.0,0.471830985915493,50.0,0.0,4507.0,-40.97019761999999,1.17,0.524,1941.0,160.0,0.8999540851465151,2.11,1345.0,0.0,13.0,17.36
mp-754787,SmTlO3,141.0,1.52,8.0,3.445049819296017,16.0,35.1211,3.372347981436268,2.36,1.65,5.6437,81.0,4.142,1.9,3.089690164380768,0.9111458605820796,0.6232394366197184,50.0,0.8271770452634817,11850.0,-31.490075035,1.17,0.129,577.0,145.0,0.8160104286144108,1.96,1345.0,0.4030940622144981,13.0,17.36
mp-776439,SmTmO3,141.0,1.52,8.0,3.448716956526064,16.0,35.1211,3.3025790512119784,2.36,1.65,5.6437,69.0,16.84,1.75,3.045253594116152,0.9359935459668478,0.619718309859155,50.0,0.7641847753489398,9321.0,-41.14877513,1.17,0.16,1818.0,190.0,0.8177843643287899,2.27,1345.0,0.3906535987962874,13.0,17.36
mp-20702,SmVO3,141.0,1.52,8.0,3.344187372961726,16.0,35.1211,2.730517556004924,2.36,1.65,5.6437,23.0,21.5,1.35,2.730517556004924,0.0,0.4507042253521127,50.0,0.0,6110.0,-40.991112,1.17,0.489,2183.0,153.0,0.9130602126001052,2.07,1345.0,0.0,13.0,17.36
mp-1188225,SmVO3,141.0,1.52,8.0,3.2206978822770838,16.0,35.1211,3.2978114190267456,2.36,1.65,5.6437,23.0,21.5,1.35,3.029197967972481,0.9651321174339328,0.4507042253521127,50.0,0.8065093349507223,6110.0,-39.8436360025,1.17,0.489,2183.0,153.0,0.9130602126001052,2.07,1345.0,0.6868889347264029,13.0,17.36
mp-755685,SmYO3,141.0,1.52,8.0,3.566613768397733,16.0,35.1211,3.376210053307533,2.36,1.65,5.6437,39.0,11.39,1.8,3.2408149217909044,0.9572646401047984,0.7570422535211268,50.0,0.9185720922592688,4472.0,-42.82770181749999,1.17,0.298,1799.0,190.0,0.7538693538902671,2.32,1345.0,0.4573060788568374,13.0,17.36
mp-972442,SnBO3,141.0,1.52,8.0,3.0248832300883954,16.0,35.1211,2.469806815072791,2.17,1.824,7.34392,5.0,50.2,0.85,2.469806815072791,0.0,0.1901408450704225,107.3,0.0,2460.0,-29.24319793,1.96,1.026,2349.0,84.0,0.9330462260627224,1.92,505.08,0.0,67.0,17.36
mp-772724,SnBO3,141.0,1.52,8.0,3.238040374402563,16.0,35.1211,3.341669568458334,2.17,1.824,7.34392,5.0,50.2,0.85,3.0550960529170834,1.165170313950804,0.1901408450704225,107.3,0.9170322471481626,2460.0,-34.41480038249999,1.96,1.026,2349.0,84.0,0.9330462260627224,1.92,505.08,0.7756285810242807,67.0,17.36
mp-1068985,SnCCl3,349.0,1.75,17.0,3.840577179504664,17.0,23.8136,2.940029908943674,2.17,1.824,7.34392,6.0,117.4,0.7,3.222015262789455,1.1077051755871385e-07,0.0883977900552486,107.3,2.1845719633990522e-07,2267.0,-15.738462299999998,1.96,0.709,3800.0,76.0,0.9404161252328704,1.7,505.08,1.8225954613622978e-07,67.0,17.39
mp-1068389,SnCCl3,349.0,1.75,17.0,4.563149842638611,17.0,23.8136,3.725796244775316,2.17,1.824,7.34392,6.0,117.4,0.7,2.63453579,0.0,0.0883977900552486,107.3,0.0,2267.0,-13.96341211,1.96,0.709,3800.0,76.0,0.9404161252328704,1.7,505.08,0.0,67.0,17.39
mp-729742,SnCCl3,349.0,1.75,17.0,2.0793277820076383,17.0,23.8136,3.9641100756950074,2.17,1.824,7.34392,6.0,117.4,0.7,2.552852697741517,0.6193283128623351,0.0883977900552486,107.3,0.1606582395272482,2267.0,-16.374616,1.96,0.709,3800.0,76.0,0.9404161252328704,1.7,505.08,0.1104480340391196,67.0,17.39
mp-769144,SnGeO3,141.0,1.52,8.0,4.358703742284649,16.0,35.1211,3.694889838383089,2.17,1.824,7.34392,32.0,36.94,1.25,3.688535083877292,1.0653966972458355,0.5140845070422535,107.3,0.9046950238357748,5323.0,-30.4958432416666,1.96,0.32,1211.4,120.0,0.7334177311841864,2.11,505.08,0.8116016629380122,67.0,17.36
mp-1101394,SnGeO3,141.0,1.52,8.0,3.710087251674645,16.0,35.1211,2.959038444595186,2.17,1.824,7.34392,32.0,36.94,1.25,2.1057290334856544,0.8058200830745997,0.5140845070422535,107.3,0.0010818885422133,5323.0,-29.977777835,1.96,0.32,1211.4,120.0,0.7334177311841864,2.11,505.08,0.0882844912109571,67.0,17.36
mp-1187065,SnGeO3,141.0,1.52,8.0,3.346512030283673,16.0,35.1211,2.7324156307601224,2.17,1.824,7.34392,32.0,36.94,1.25,2.7324156307601224,0.0,0.5140845070422535,107.3,0.0,5323.0,-29.12785726,1.96,0.32,1211.4,120.0,0.7334177311841864,2.11,505.08,0.0,67.0,17.36
mp-5045,SnGeS3,200.0,1.8,16.0,4.127875292214729,16.0,23.33788,3.829644136202204,2.17,1.824,7.34392,32.0,36.94,1.25,3.670241009975861,1.0159783012656234,0.3967391304347826,107.3,0.8385274803297195,5323.0,-22.4989723525,1.96,0.32,1211.4,120.0,0.7291178872157007,2.11,505.08,0.3243984308032077,67.0,15.53
mp-1101720,SnPbO3,141.0,1.52,8.0,3.554435398410178,16.0,35.1211,3.6456852719972814,2.17,1.824,7.34392,82.0,4.774,1.8,3.7031152587499423,0.9174050981976254,0.8380281690140845,107.3,1.1458757235711337,11340.0,-29.0674092075,1.96,0.13,600.61,146.0,0.6041563686000004,2.02,505.08,0.762532486909798,67.0,17.36
mp-978952,SnPbO3,141.0,1.52,8.0,3.574667909823301,16.0,35.1211,2.9187041263227864,2.17,1.824,7.34392,82.0,4.774,1.8,2.06383548,0.0,0.8380281690140845,107.3,0.0,11340.0,-28.8665229,1.96,0.13,600.61,146.0,0.6041563686000004,2.02,505.08,0.0,67.0,17.36
mp-504543,SnPbO3,141.0,1.52,8.0,4.196897640546698,16.0,35.1211,3.3550627982747168,2.17,1.824,7.34392,82.0,4.774,1.8,3.0652259581889805,0.8556241913941863,0.8380281690140845,107.3,0.9728170727875964,11340.0,-28.670733805,1.96,0.13,600.61,146.0,0.6041563686000004,2.02,505.08,0.681610319126812,67.0,17.36
mp-1188095,SnPbS3,200.0,1.8,16.0,4.637049529420199,16.0,23.33788,3.852065138152049,2.17,1.824,7.34392,82.0,4.774,1.8,3.2594119503345484,0.5165480378179955,0.6467391304347826,107.3,0.9530492184229088,11340.0,-21.818027895,1.96,0.13,600.61,146.0,0.6184267228199178,2.02,505.08,0.3476155856923705,67.0,15.53
mp-726037,SnPO3,141.0,1.52,8.0,3.4241286107263416,16.0,35.1211,2.914473230774157,2.17,1.824,7.34392,15.0,18.54,1.0,2.622081783823848,0.9326176886593058,0.3098591549295775,107.3,0.4206030078355621,1823.0,-31.362970365,1.96,0.769,317.3,107.0,0.8477678075516135,1.8,505.08,0.3201098729056978,67.0,17.36
mp-4252,SnPS3,200.0,1.8,16.0,3.939642372646087,16.0,23.33788,3.7329931271536143,2.17,1.824,7.34392,15.0,18.54,1.0,3.1413721500734963,1.019642755028271,0.2391304347826086,107.3,0.2585234516725234,1823.0,-23.06458584,1.96,0.769,317.3,107.0,0.8218565658527854,1.8,505.08,0.2901644049321972,67.0,15.53
mp-13923,SnPS3,200.0,1.8,16.0,4.003642365287659,16.0,23.33788,3.750115581590215,2.17,1.824,7.34392,15.0,18.54,1.0,3.384655395577376,0.9387274662612454,0.2391304347826086,107.3,0.6116475800669331,1823.0,-23.0986187,1.96,0.769,317.3,107.0,0.8218565658527854,1.8,505.08,0.2508323186197527,67.0,15.53
mp-1080140,SnPS3,200.0,1.8,16.0,4.060712243124229,16.0,23.33788,3.768225584164896,2.17,1.824,7.34392,15.0,18.54,1.0,2.9664385826245594,0.7065822461990612,0.2391304347826086,107.3,0.0080492679165527,1823.0,-22.86939272,1.96,0.769,317.3,107.0,0.8218565658527854,1.8,505.08,0.3231868523306139,67.0,15.53
mp-1079752,SnPS3,200.0,1.8,16.0,4.056507930696425,16.0,23.33788,3.7407739798666286,2.17,1.824,7.34392,15.0,18.54,1.0,2.969665248859311,0.7095230339565956,0.2391304347826086,107.3,0.0231517010884047,1823.0,-22.870019985,1.96,0.769,317.3,107.0,0.8218565658527854,1.8,505.08,0.2897138099698064,67.0,15.53
mp-673705,SnPSe3,195.0,1.9,34.0,4.002696633958883,16.0,21.19,4.063415209019709,2.17,1.824,7.34392,15.0,18.54,1.0,3.5013250765640813,0.7875569852821982,0.2222222222222222,107.3,0.5430020680386626,1823.0,-19.76432623,1.96,0.769,317.3,107.0,0.8152181485580444,1.8,505.08,0.63386357573053,67.0,16.42
mp-570370,SnPSe3,195.0,1.9,34.0,4.103882511651603,16.0,21.19,3.896768378788094,2.17,1.824,7.34392,15.0,18.54,1.0,3.3561762906946395,0.8655353949817655,0.2222222222222222,107.3,0.4647862100157459,1823.0,-20.6567502075,1.96,0.769,317.3,107.0,0.8152181485580444,1.8,505.08,0.2749730172843673,67.0,16.42
mp-5706,SnPSe3,195.0,1.9,34.0,4.128357287855716,16.0,21.19,3.900701720641725,2.17,1.824,7.34392,15.0,18.54,1.0,3.26034655494162,0.8655765767875467,0.2222222222222222,107.3,0.280750396540973,1823.0,-20.6410052125,1.96,0.769,317.3,107.0,0.8152181485580444,1.8,505.08,0.2800738971200662,67.0,16.42
mp-979294,SrAgO3,141.0,1.52,8.0,3.559575925172769,16.0,35.1211,2.9063814956397445,2.49,0.963,5.69485,47.0,11.3,1.6,2.9063783592050743,0.0001254745418189,0.5281690140845071,5.03,8.809724851394005e-05,10490.0,-23.85337601,0.95,0.235,1234.93,145.0,0.9319471862642976,2.11,1050.0,8.953006648188173e-05,35.0,17.36
mp-1068011,SrAlH3,72.8,1.1,1.0,3.971126779274043,1.0,1000.0,3.2424114377077884,2.49,0.963,5.69485,13.0,10.71,1.25,2.292731115,0.0,0.2572115384615385,5.03,0.0,2700.0,-13.765071440000002,0.95,0.897,933.47,121.0,0.951822512342886,1.84,1050.0,0.0,35.0,11.42
