material_id,Name,X_EA,X_Rvdw,X_Z,mean_A2B,X_G,X_IEII,mean_X2X,A_Rvdw,A_ChiA,A_IEI,B_Z,B_Hf,B_Ra,mean_A2X,std_B2X,OF,A_EA,std_A2X,B_Rho,E_coh,A_ChiP,B_CvM,B_MP,B_Rc,TF,B_Rvdw,A_MP,std_X2X,A_Kappa,X_MV
mp-1273989,LaCoO3,141.0,1.52,8.0,3.3836584435731374,16.0,35.1211,3.194351108525558,2.43,1.09,5.5769,27.0,16.2,1.35,3.086210647388904,1.0832445280538945,0.4295774647887324,48.0,0.7800869912952629,8900.0,-35.089558409999995,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.5783908268217779,13.0,17.36
mp-1185232,LaCoO3,141.0,1.52,8.0,3.339908132071241,16.0,35.1211,3.179674031312242,2.43,1.09,5.5769,27.0,16.2,1.35,3.040548098326378,1.0529863822593497,0.4295774647887324,48.0,0.7472059336777952,8900.0,-34.976224595,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.6228510762918331,13.0,17.36
mp-1277476,LaCoO3,141.0,1.52,8.0,3.3559949419734427,16.0,35.1211,3.14610605842163,2.43,1.09,5.5769,27.0,16.2,1.35,3.051332374968066,1.0666395050501345,0.4295774647887324,48.0,0.7416507858089014,8900.0,-35.0424937375,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.5597711885233616,13.0,17.36
mp-1272753,LaCoO3,141.0,1.52,8.0,3.3464837472708284,16.0,35.1211,3.254089669125912,2.43,1.09,5.5769,27.0,16.2,1.35,3.153560288278109,1.061030456752998,0.4295774647887324,48.0,0.8895007309181755,8900.0,-35.0272592925,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.6874907424436044,13.0,17.36
mp-1288145,LaCoO3,141.0,1.52,8.0,3.31616748384444,16.0,35.1211,2.867411985714034,2.43,1.09,5.5769,27.0,16.2,1.35,2.580409643910218,0.0465093256825981,0.4295774647887324,48.0,0.1544659874280887,8900.0,-35.17940839,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.2691625679490623,13.0,17.36
mp-1180725,LaCoO3,141.0,1.52,8.0,3.3486392015160997,16.0,35.1211,2.874324958881898,2.43,1.09,5.5769,27.0,16.2,1.35,2.536371905095188,0.0575932383054516,0.4295774647887324,48.0,0.1146053996001595,8900.0,-34.921067535,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.2034545280319377,13.0,17.36
mp-561922,LaCoO3,141.0,1.52,8.0,3.333648632998256,16.0,35.1211,2.891812501431281,2.43,1.09,5.5769,27.0,16.2,1.35,2.5840118988872107,0.0772582147611539,0.4295774647887324,48.0,0.1738527965726838,8900.0,-34.933148215,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.2484543518511746,13.0,17.36
mp-510611,LaCoO3,141.0,1.52,8.0,3.906286331459677,16.0,35.1211,3.1894694337615364,2.43,1.09,5.5769,27.0,16.2,1.35,2.255295465,0.0,0.4295774647887324,48.0,0.0,8900.0,-29.22278318,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.0,13.0,17.36
mp-19051,LaCoO3,141.0,1.52,8.0,3.3271770753341308,16.0,35.1211,2.9164338171313,2.43,1.09,5.5769,27.0,16.2,1.35,2.591705811076387,0.0033239743468213,0.4295774647887324,48.0,0.1610413840984902,8900.0,-35.025791379999994,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.2657637186435135,13.0,17.36
mp-573180,LaCoO3,141.0,1.52,8.0,3.322602573118311,16.0,35.1211,2.7128936407327657,2.43,1.09,5.5769,27.0,16.2,1.35,2.7128936407327657,0.0,0.4295774647887324,48.0,0.0,8900.0,-36.80495392,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.0,13.0,17.36
mp-1504268,LaCoO3,141.0,1.52,8.0,3.348654979090531,16.0,35.1211,2.8927211037142717,2.43,1.09,5.5769,27.0,16.2,1.35,2.536083494071947,0.0338526327036342,0.4295774647887324,48.0,0.1175859325156813,8900.0,-34.903682159999995,1.1,0.421,1768.0,126.0,0.9683531289155676,2.0,1193.0,0.1931875204841289,13.0,17.36
mp-989612,LaCrN3,7.0,1.55,7.0,3.4186369240241663,15.0,29.6013,3.3650114564132947,2.43,1.09,5.5769,24.0,21.0,1.4,3.2344605881270474,1.1075646676555606,0.3013698630136986,48.0,0.8081367448773193,7140.0,-42.149252110000006,1.1,0.449,2180.0,139.0,1.0494953278663497,2.06,1193.0,0.5120442784556299,13.0,13.54
mp-18841,LaCrO3,141.0,1.52,8.0,3.399238169087313,16.0,35.1211,2.7754663428188144,2.43,1.09,5.5769,24.0,21.0,1.4,2.7754663428188144,0.0,0.4330985915492958,48.0,0.0,7140.0,-39.16950627,1.1,0.449,2180.0,139.0,0.965973882898576,2.06,1193.0,0.0,13.0,17.36
mp-19281,LaCrO3,141.0,1.52,8.0,3.321603430839775,16.0,35.1211,3.214655062388516,2.43,1.09,5.5769,24.0,21.0,1.4,3.068060616339765,1.0398939058481131,0.4330985915492958,48.0,0.7874843630437678,7140.0,-39.595379575,1.1,0.449,2180.0,139.0,0.965973882898576,2.06,1193.0,0.6066188055472613,13.0,17.36
mp-19357,LaCrO3,141.0,1.52,8.0,3.3566141710106474,16.0,35.1211,2.957812649600451,2.43,1.09,5.5769,24.0,21.0,1.4,2.5944978119684645,4.206991005560016e-06,0.4330985915492958,48.0,0.2003266164013173,7140.0,-39.550118905,1.1,0.449,2180.0,139.0,0.965973882898576,2.06,1193.0,0.2256512326712569,13.0,17.36
mp-10328,LaCrS3,200.0,1.8,16.0,4.308512326564079,16.0,23.33788,3.6558226189666407,2.43,1.09,5.5769,24.0,21.0,1.4,3.3043307667868422,0.9802603584990828,0.3342391304347826,48.0,0.6225082568739857,7140.0,-32.608804525,1.1,0.449,2180.0,139.0,0.9216870467604692,2.06,1193.0,0.4679497957300492,13.0,15.53
mp-1105933,LaCrSe3,195.0,1.9,34.0,4.536161405038298,16.0,21.19,3.704115900753177,2.43,1.09,5.5769,24.0,21.0,1.4,3.191493862715916,0.8112805024749151,0.3106060606060606,48.0,0.0840887523268097,7140.0,-29.851776795,1.1,0.449,2180.0,139.0,0.9101104621052288,2.06,1193.0,0.3038452426344006,13.0,16.42
mp-3474,LaCuO3,141.0,1.52,8.0,3.2997333390982133,16.0,35.1211,2.923779380152632,2.43,1.09,5.5769,29.0,13.6,1.35,2.594059399405889,5.402894245206406e-10,0.3802816901408451,48.0,0.1508462340593363,8920.0,-33.27232082,1.1,0.385,1357.77,132.0,1.0029371692339808,1.96,1193.0,0.2628173037777042,13.0,17.36
mp-1076070,LaCuO3,141.0,1.52,8.0,3.3529639515318066,16.0,35.1211,2.737683602399638,2.43,1.09,5.5769,29.0,13.6,1.35,2.737683602399638,0.0,0.3802816901408451,48.0,0.0,8920.0,-33.137437219999995,1.1,0.385,1357.77,132.0,1.0029371692339808,1.96,1193.0,0.0,13.0,17.36
mp-756272,LaDyO3,141.0,1.52,8.0,3.5748170948395024,16.0,35.1211,3.3676168199286507,2.43,1.09,5.5769,66.0,11.35,1.75,3.121480420636901,0.9845602725143572,0.6422535211267606,48.0,0.7592613346770809,8551.0,-41.132606785,1.1,0.173,1680.0,192.0,0.8429489072463989,2.31,1193.0,0.3860211314603978,13.0,17.36
mp-7538,LaErO3,141.0,1.52,8.0,3.522329207198889,16.0,35.1211,3.3471717019465426,2.43,1.09,5.5769,68.0,19.9,1.75,3.098760465927915,0.9764045179748826,0.6267605633802817,48.0,0.7511302015919183,9066.0,-41.2799583875,1.1,0.168,1802.0,189.0,0.8509769920773169,2.29,1193.0,0.398092106865271,13.0,17.36
mp-558977,LaErS3,200.0,1.8,16.0,4.366693637460783,16.0,23.33788,3.777564810048682,2.43,1.09,5.5769,68.0,19.9,1.75,3.363829386968717,0.8764245105780436,0.483695652173913,48.0,0.6550374026056975,9066.0,-31.944388865833407,1.1,0.168,1802.0,189.0,0.8288431134787371,2.29,1193.0,0.3280366771068668,13.0,15.53
mp-1200571,LaErS3,200.0,1.8,16.0,4.466375645462229,16.0,23.33788,3.774668565168857,2.43,1.09,5.5769,68.0,19.9,1.75,3.4625590848060317,0.8798287968885299,0.483695652173913,48.0,0.75434203467302,9066.0,-31.92139893000001,1.1,0.168,1802.0,189.0,0.8288431134787371,2.29,1193.0,0.3561485543015663,13.0,15.53
mp-1078634,LaFeO3,141.0,1.52,8.0,3.396639585,16.0,35.1211,2.9826202373793653,2.43,1.09,5.5769,26.0,13.81,1.4,2.606535553722334,8.306393562353235e-05,0.3873239436619718,48.0,0.2195739952793799,7874.0,-36.521499135,1.1,0.449,1811.0,132.0,0.9978461176135036,2.04,1193.0,0.2151578490824834,13.0,17.36
mp-22590,LaFeO3,141.0,1.52,8.0,3.304804440740738,16.0,35.1211,3.1870960628235663,2.43,1.09,5.5769,26.0,13.81,1.4,3.043815430586465,1.0655142225334415,0.3873239436619718,48.0,0.7584488610622936,7874.0,-38.76434402499999,1.1,0.449,1811.0,132.0,0.9978461176135036,2.04,1193.0,0.6229480401065544,13.0,17.36
mp-552676,LaFeO3,141.0,1.52,8.0,3.354554422771516,16.0,35.1211,2.73898215518355,2.43,1.09,5.5769,26.0,13.81,1.4,2.73898215518355,0.0008209651150931,0.3873239436619718,48.0,0.0005806404792329,7874.0,-38.61652191,1.1,0.449,1811.0,132.0,0.9978461176135036,2.04,1193.0,0.0005806404792329,13.0,17.36
mp-1181002,LaFeO3,141.0,1.52,8.0,3.493766323665269,16.0,35.1211,3.4971406520424773,2.43,1.09,5.5769,26.0,13.81,1.4,3.063314775899694,1.1299390337669963,0.3873239436619718,48.0,0.9031730518567832,7874.0,-36.18271681,1.1,0.449,1811.0,132.0,0.9978461176135036,2.04,1193.0,0.6251769426501868,13.0,17.36
mp-605340,LaFeO3,141.0,1.52,8.0,3.611632056048264,16.0,35.1211,3.495269952728582,2.43,1.09,5.5769,26.0,13.81,1.4,3.3880474036250776,0.97605565723386,0.3873239436619718,48.0,0.9550629589715208,7874.0,-35.2492936375,1.1,0.449,1811.0,132.0,0.9978461176135036,2.04,1193.0,0.4470917122303694,13.0,17.36
mp-556983,LaGaO3,141.0,1.52,8.0,3.385811285318778,16.0,35.1211,3.222541451077148,2.43,1.09,5.5769,31.0,5.585,1.3,3.0739650941208607,1.0438946908472253,0.4366197183098592,48.0,0.7643802167351129,5904.0,-35.544199665,1.1,0.373,302.91,122.0,0.963606299852256,1.87,1193.0,0.6337916193429574,13.0,17.36
mp-3336,LaGaO3,141.0,1.52,8.0,3.3650957600959157,16.0,35.1211,2.952139023859214,2.43,1.09,5.5769,31.0,5.585,1.3,2.60088556528179,2.1022926534463837e-05,0.4366197183098592,48.0,0.1903411915877903,5904.0,-35.541024955,1.1,0.373,302.91,122.0,0.963606299852256,1.87,1193.0,0.2398932850111501,13.0,17.36
mp-5837,LaGaO3,141.0,1.52,8.0,3.3224756000819435,16.0,35.1211,3.2098473896976247,2.43,1.09,5.5769,31.0,5.585,1.3,3.064882039149364,1.049561123365492,0.4366197183098592,48.0,0.7791798340090541,5904.0,-35.569092045,1.1,0.373,302.91,122.0,0.963606299852256,1.87,1193.0,0.6125061604841293,13.0,17.36
mp-1180739,LaGaO3,141.0,1.52,8.0,3.378002267823153,16.0,35.1211,3.219243749355744,2.43,1.09,5.5769,31.0,5.585,1.3,3.071078966844189,1.0456917344540275,0.4366197183098592,48.0,0.7621920847768697,5904.0,-35.5438720875,1.1,0.373,302.91,122.0,0.963606299852256,1.87,1193.0,0.6293605049004652,13.0,17.36
mp-1078871,LaGaO3,141.0,1.52,8.0,3.3694095942810005,16.0,35.1211,2.946974440526459,2.43,1.09,5.5769,31.0,5.585,1.3,2.573216969850172,0.0091544464153348,0.4366197183098592,48.0,0.154351924068356,5904.0,-35.5364093,1.1,0.373,302.91,122.0,0.963606299852256,1.87,1193.0,0.2470159742584038,13.0,17.36
mp-9831,LaGaO3,141.0,1.52,8.0,3.983636057238245,16.0,35.1211,3.252625220395434,2.43,1.09,5.5769,31.0,5.585,1.3,2.29995335,0.0,0.4366197183098592,48.0,0.0,5904.0,-28.49791968,1.1,0.373,302.91,122.0,0.963606299852256,1.87,1193.0,0.0,13.0,17.36
mp-1097026,LaGaO3,141.0,1.52,8.0,3.3830435156472363,16.0,35.1211,2.764735588456253,2.43,1.09,5.5769,31.0,5.585,1.3,2.764735588456253,0.0010087294849445,0.4366197183098592,48.0,0.0042437709663747,5904.0,-35.25127159,1.1,0.373,302.91,122.0,0.963606299852256,1.87,1193.0,0.0042437709663747,13.0,17.36
mp-4816,LaGaS3,200.0,1.8,16.0,4.363743182667388,16.0,23.33788,3.8401522766994898,2.43,1.09,5.5769,31.0,5.585,1.3,3.4826396395055315,1.0089611184012277,0.3369565217391304,48.0,0.7410164899329623,5904.0,-26.9357770641667,1.1,0.373,302.91,122.0,0.919813699104452,1.87,1193.0,0.3482804589691473,13.0,15.53
mp-1201646,LaGaS3,200.0,1.8,16.0,4.337524932901866,16.0,23.33788,3.778831109354887,2.43,1.09,5.5769,31.0,5.585,1.3,3.405697657822067,1.0224916057374585,0.3369565217391304,48.0,0.7039569182889237,5904.0,-26.9114048175,1.1,0.373,302.91,122.0,0.919813699104452,1.87,1193.0,0.3243239474536393,13.0,15.53
mp-770413,LaHoO3,141.0,1.52,8.0,3.62476539911288,16.0,35.1211,3.420771798776376,2.43,1.09,5.5769,67.0,11.76,1.75,3.136916429522022,1.0483542203668272,0.7887323943661972,48.0,0.7416032949879323,8795.0,-40.96918459,1.1,0.165,1734.0,192.0,0.7739200203537804,2.3,1193.0,0.4573081952949038,13.0,17.36
mp-756166,LaHoO3,141.0,1.52,8.0,3.528389857948624,16.0,35.1211,3.3599687273741243,2.43,1.09,5.5769,67.0,11.76,1.75,3.108925328638959,0.9686270815268868,0.7887323943661972,48.0,0.7599944147252717,8795.0,-41.20461556,1.1,0.165,1734.0,192.0,0.7739200203537804,2.3,1193.0,0.3974445491765417,13.0,17.36
mp-1200097,LaHoS3,200.0,1.8,16.0,4.483885798194912,16.0,23.33788,3.785153322187332,2.43,1.09,5.5769,67.0,11.76,1.75,3.4129736153940478,0.8806997882979121,0.6086956521739131,48.0,0.7127497378386224,8795.0,-31.94122406750001,1.1,0.165,1734.0,192.0,0.7644397634449163,2.3,1193.0,0.3588624144655949,13.0,15.53
mp-11623,LaInO3,141.0,1.52,8.0,3.4460417287188405,16.0,35.1211,3.2862181877753147,2.43,1.09,5.5769,49.0,3.291,1.55,3.0506806239623683,0.9837221388427204,0.647887323943662,48.0,0.7240961017224044,7310.0,-34.44649042,1.1,0.233,429.75,142.0,0.8400670306404283,1.93,1193.0,0.3995170954167895,13.0,17.36
mp-1080184,LaIO3,141.0,1.52,8.0,4.150017134965316,16.0,35.1211,3.419782153620006,2.43,1.09,5.5769,53.0,7.76,1.4,3.202901744720236,1.1208199601261946,0.6690140845070423,48.0,0.95387846216916,4940.0,-29.684780915,1.1,0.214,386.85,139.0,0.8294332707589038,1.98,1193.0,0.4898552164606353,13.0,17.36
mp-22220,LaLuO3,141.0,1.52,8.0,3.485569895866288,16.0,35.1211,3.302879146837207,2.43,1.09,5.5769,71.0,18.65,1.75,3.065989427864675,0.9885049843724696,0.7267605633802817,48.0,0.7270809653896555,9841.0,-41.4522404175,1.1,0.154,1925.0,187.0,0.8016952902522847,2.24,1193.0,0.4001807293667503,13.0,17.36
mp-1106374,LaLuS3,200.0,1.8,16.0,3.953936213276864,16.0,23.33788,3.758798658273494,2.43,1.09,5.5769,71.0,18.65,1.75,3.463658616180646,1.125860701462026,0.5608695652173913,48.0,0.7720048866359485,9841.0,-31.833207565,1.1,0.154,1925.0,187.0,0.7878627088429498,2.24,1193.0,0.0832051459749469,13.0,15.53
mp-1184964,LaMgO3,141.0,1.52,8.0,3.417146980774457,16.0,35.1211,2.7900888263298462,2.43,1.09,5.5769,12.0,8.48,1.5,2.7900888263298462,0.0,0.6267605633802817,48.0,0.0,1738.0,-33.44304065,1.1,1.023,923.0,141.0,0.8509769920773169,1.73,1193.0,0.0,13.0,17.36
mp-1232358,LaMgS3,200.0,1.8,16.0,4.556948052708309,16.0,23.33788,3.745270031290159,2.43,1.09,5.5769,12.0,8.48,1.5,3.484543106509925,1.043923233950301,0.483695652173913,48.0,0.86318437683776,1738.0,-25.025389165,1.1,1.023,923.0,141.0,0.8288431134787371,1.73,1193.0,0.1934897844672999,13.0,15.53
mp-1238931,LaMgS3,200.0,1.8,16.0,4.059883735531163,16.0,23.33788,3.958315036160414,2.43,1.09,5.5769,12.0,8.48,1.5,3.3542846715344643,0.97046746542596,0.483695652173913,48.0,0.6210924119117762,1738.0,-25.341000715,1.1,1.023,923.0,141.0,0.8288431134787371,1.73,1193.0,0.6676314431756007,13.0,15.53
mp-1232327,LaMgS3,200.0,1.8,16.0,4.161522070011213,16.0,23.33788,4.027186372483445,2.43,1.09,5.5769,12.0,8.48,1.5,3.314557861036123,0.8972003759614693,0.483695652173913,48.0,0.7046898780539259,1738.0,-24.70477565,1.1,1.023,923.0,141.0,0.8288431134787371,1.73,1193.0,0.5964975714951345,13.0,15.53
mp-1232143,LaMgSe3,195.0,1.9,34.0,4.527037258457444,16.0,21.19,4.055341124080409,2.43,1.09,5.5769,12.0,8.48,1.5,3.5947204650191065,0.2381841913525816,0.4494949494949495,48.0,0.7836725784979077,1738.0,-22.199337615,1.1,1.023,923.0,141.0,0.8229047558059472,1.73,1193.0,0.3742199833289977,13.0,16.42
mp-989589,LaMnN3,7.0,1.55,7.0,3.2699641084560547,15.0,29.6013,2.8602441159955294,2.43,1.09,5.5769,25.0,12.91,1.4,2.6502594000071444,0.9064967282620704,0.1746575342465753,48.0,0.0495850911950408,7470.0,-41.09917834,1.1,0.479,1519.0,139.0,1.1627061941376469,2.05,1193.0,0.6265892100582091,13.0,13.54
mp-989554,LaMnN3,7.0,1.55,7.0,3.37215427381366,15.0,29.6013,2.864112424665807,2.43,1.09,5.5769,25.0,12.91,1.4,2.7661826589585585,0.937089950511844,0.1746575342465753,48.0,0.1493199344551631,7470.0,-41.040165975,1.1,0.479,1519.0,139.0,1.1627061941376469,2.05,1193.0,0.6593800806470934,13.0,13.54
mp-1272996,LaMnO3,141.0,1.52,8.0,3.438822016714056,16.0,35.1211,3.1003983838325744,2.43,1.09,5.5769,25.0,12.91,1.4,2.82340454763468,1.086718397957372,0.4542253521126761,48.0,0.2777090064794258,7470.0,-38.5065050725,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.4373807451572571,13.0,17.36
mp-557795,LaMnO3,141.0,1.52,8.0,3.617157895355854,16.0,35.1211,3.4893794627594312,2.43,1.09,5.5769,25.0,12.91,1.4,3.2276616830606515,1.2030550651852796,0.4542253521126761,48.0,0.8907382991290115,7470.0,-38.8740385975,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.712733663170976,13.0,17.36
mp-19157,LaMnO3,141.0,1.52,8.0,3.376609919007237,16.0,35.1211,2.942938490293325,2.43,1.09,5.5769,25.0,12.91,1.4,2.5799716816260188,0.0465545703989389,0.4542253521126761,48.0,0.1746307731975503,7470.0,-38.729312765,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.2077303849037355,13.0,17.36
mp-1180932,LaMnO3,141.0,1.52,8.0,3.7688637059155794,16.0,35.1211,3.682677636540068,2.43,1.09,5.5769,25.0,12.91,1.4,3.464332252907772,1.004107880233975,0.4542253521126761,48.0,1.0772020027050342,7470.0,-36.2853793175,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.6871020260495669,13.0,17.36
mp-1281528,LaMnO3,141.0,1.52,8.0,3.41593431968462,16.0,35.1211,3.32058946267229,2.43,1.09,5.5769,25.0,12.91,1.4,3.54541193539985,1.2069386170663845,0.4542253521126761,48.0,0.9979535895512632,7470.0,-38.5254244525,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.6428441734337781,13.0,17.36
mp-1278230,LaMnO3,141.0,1.52,8.0,3.405779831951449,16.0,35.1211,3.181988417045253,2.43,1.09,5.5769,25.0,12.91,1.4,3.099934705264142,1.0801360147091486,0.4542253521126761,48.0,0.7648208253411254,7470.0,-38.6313808925,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.5550511482625066,13.0,17.36
mp-566602,LaMnO3,141.0,1.52,8.0,3.782317593682959,16.0,35.1211,3.6019999954911324,2.43,1.09,5.5769,25.0,12.91,1.4,3.132544980999332,1.3023270479668143,0.4542253521126761,48.0,0.8261063308683771,7470.0,-37.3063955525,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.6953048263024981,13.0,17.36
mp-1273769,LaMnO3,141.0,1.52,8.0,3.429853602657998,16.0,35.1211,3.091062048410885,2.43,1.09,5.5769,25.0,12.91,1.4,2.8154104128848165,1.0614077325545774,0.4542253521126761,48.0,0.2647159606678089,7470.0,-38.4645404375,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.4463477719312768,13.0,17.36
mp-17554,LaMnO3,141.0,1.52,8.0,3.320015179360771,16.0,35.1211,3.2145101493440094,2.43,1.09,5.5769,25.0,12.91,1.4,3.068065111575464,1.0519384804381955,0.4542253521126761,48.0,0.7793014952143901,7470.0,-40.736501315,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.6126358134865937,13.0,17.36
mp-1278019,LaMnO3,141.0,1.52,8.0,3.415690704027713,16.0,35.1211,3.3201776502341493,2.43,1.09,5.5769,25.0,12.91,1.4,3.1295276789421447,1.208527346679837,0.4542253521126761,48.0,0.7591522842011492,7470.0,-38.16557876,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.7253036475106994,13.0,17.36
mp-1279320,LaMnO3,141.0,1.52,8.0,3.428927487179309,16.0,35.1211,3.432720287104009,2.43,1.09,5.5769,25.0,12.91,1.4,3.3274762792556305,1.0617243695873717,0.4542253521126761,48.0,0.8806445441366165,7470.0,-38.5260667475,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.7133078123713512,13.0,17.36
mp-645158,LaMnO3,141.0,1.52,8.0,3.7292300737471744,16.0,35.1211,3.510306495465028,2.43,1.09,5.5769,25.0,12.91,1.4,3.2347760925707147,1.2109294993674504,0.4542253521126761,48.0,0.8893784641779391,7470.0,-37.2852339275,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.7064059559053258,13.0,17.36
mp-1273223,LaMnO3,141.0,1.52,8.0,3.416410817418204,16.0,35.1211,3.590949624726162,2.43,1.09,5.5769,25.0,12.91,1.4,3.45139471758016,1.1989272045734891,0.4542253521126761,48.0,0.9349089008422066,7470.0,-38.25707293,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.8402199659290219,13.0,17.36
mp-1283081,LaMnO3,141.0,1.52,8.0,3.418474946407294,16.0,35.1211,2.8931913847934494,2.43,1.09,5.5769,25.0,12.91,1.4,2.792450639252646,0.08440344681559,0.4542253521126761,48.0,0.0002861228234524,7470.0,-38.105631245,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.4426892024387083,13.0,17.36
mp-1272373,LaMnO3,141.0,1.52,8.0,3.431597500206138,16.0,35.1211,3.280364448162749,2.43,1.09,5.5769,25.0,12.91,1.4,3.1566512317090774,1.2343884253039792,0.4542253521126761,48.0,0.787850327318763,7470.0,-38.441057355,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.7557782974882227,13.0,17.36
mp-19025,LaMnO3,141.0,1.52,8.0,3.4162471320333747,16.0,35.1211,2.7893541029094004,2.43,1.09,5.5769,25.0,12.91,1.4,2.7893541029094004,0.0,0.4542253521126761,48.0,0.0,7470.0,-38.3920564,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.0,13.0,17.36
mp-1180700,LaMnO3,141.0,1.52,8.0,3.4107058979541205,16.0,35.1211,3.2887429886350312,2.43,1.09,5.5769,25.0,12.91,1.4,3.1551541216530747,1.2234449086860133,0.4542253521126761,48.0,0.8083895901780221,7470.0,-38.578840875,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.744169197634373,13.0,17.36
mp-19168,LaMnO3,141.0,1.52,8.0,3.380144607770611,16.0,35.1211,2.9749906101970653,2.43,1.09,5.5769,25.0,12.91,1.4,2.612832648862759,3.620698873592804e-06,0.4542253521126761,48.0,0.198603799075955,7470.0,-38.721956635,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.2311195271294718,13.0,17.36
mp-1278738,LaMnO3,141.0,1.52,8.0,3.412800619897738,16.0,35.1211,2.9715991778739834,2.43,1.09,5.5769,25.0,12.91,1.4,2.7871306018683546,0.909018843661606,0.4542253521126761,48.0,0.0021137112556527,7470.0,-38.212046435,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.4405661798439723,13.0,17.36
mp-1205375,LaMnO3,141.0,1.52,8.0,3.4285771938117526,16.0,35.1211,2.9450254825538966,2.43,1.09,5.5769,25.0,12.91,1.4,2.811297605492218,0.8949507399003997,0.4542253521126761,48.0,0.2512363412143591,7470.0,-38.57858598,1.1,0.479,1519.0,139.0,0.9519403640186936,2.05,1193.0,0.2727005931714374,13.0,17.36
mp-989603,LaMoN3,7.0,1.55,7.0,3.472442425206556,15.0,29.6013,3.279141299946209,2.43,1.09,5.5769,42.0,37.48,1.45,2.951521930668066,1.0486798925244254,0.4041095890410959,48.0,0.6917441803594198,10280.0,-44.312974365,1.1,0.251,2896.0,154.0,0.9727029868029582,2.17,1193.0,0.4784349588468792,13.0,13.54
mp-989631,LaMoN3,7.0,1.55,7.0,3.603912923427509,15.0,29.6013,3.46087329456697,2.43,1.09,5.5769,42.0,37.48,1.45,3.3035582273530544,1.1158799773005728,0.4041095890410959,48.0,0.8249977329443559,10280.0,-44.4013709275,1.1,0.251,2896.0,154.0,0.9727029868029582,2.17,1193.0,0.4349754524976346,13.0,13.54
mp-989534,LaMoN3,7.0,1.55,7.0,3.721695421900424,15.0,29.6013,3.3244816827723613,2.43,1.09,5.5769,42.0,37.48,1.45,3.097241495651141,1.1853818739252289,0.4041095890410959,48.0,0.8403224984760999,10280.0,-44.28656143,1.1,0.251,2896.0,154.0,0.9727029868029582,2.17,1193.0,0.5042605036700413,13.0,13.54
mp-989552,LaMoN3,7.0,1.55,7.0,3.5022077165895285,15.0,29.6013,3.0448783831634207,2.43,1.09,5.5769,42.0,37.48,1.45,2.589936560464924,0.2018648603251797,0.4041095890410959,48.0,0.0384244326143248,10280.0,-44.255324355,1.1,0.251,2896.0,154.0,0.9727029868029582,2.17,1193.0,0.2846668664118268,13.0,13.54
mp-989515,LaMoN3,7.0,1.55,7.0,3.4441135282275424,15.0,29.6013,2.9422927239225065,2.43,1.09,5.5769,42.0,37.48,1.45,2.60625034855342,0.1133234886046144,0.4041095890410959,48.0,0.1890323829367374,10280.0,-44.18807043,1.1,0.251,2896.0,154.0,0.9727029868029582,2.17,1193.0,0.1313570773214427,13.0,13.54
mp-1075921,LaNiO3,141.0,1.52,8.0,3.3402595060826075,16.0,35.1211,2.727310466127784,2.43,1.09,5.5769,28.0,17.48,1.35,2.727310466127784,0.0,0.3943661971830986,48.0,0.0,8908.0,-32.18540061,1.1,0.444,1728.0,124.0,0.9928064907568698,1.97,1193.0,0.0,13.0,17.36
